"orig.vote","dates","session","bill"
100000348,1996-05-15,"CD02O074O","PEC. N. 33/95 - DVS N.14"
100000349,1996-05-15,"CD02O074O","PEC N. 33/95 - REQ. PRORROGACAO DA SESSAO"
100000350,1996-05-21,"CD02O079O","PL. N. 1724/96 - REQUERIMENTO DE URGENCIA"
100000351,1996-05-21,"CD02O079O","PL. N. 102/95 - REQUERIMENTO DE URGENCIA"
100000352,1996-05-21,"CD02O079O","PEC. N. 33/95 - DVS N. 24"
100000353,1996-05-22,"CD02O082O","PEC. N. 33/95 - DVS N. 24"
100000354,1996-05-22,"CD02O082O","PEC N. 33/95 - DVS N.26"
100000355,1996-05-22,"CD02O082O","PEC N. 33/95 - DVS N. 48"
100000356,1996-05-28,"CD02O087O","PEC N. 33/95 - DVS N. 64"
100000357,1996-05-28,"CD02O087O","PEC 33/95 - EMENDA AGLUTINATIVA N. 7"
100000358,1996-05-28,"CD02O087O","PEC 33/95 - DVS N.71"
100000359,1996-05-28,"CD02O087O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 12"
100000360,1996-05-29,"CD02O089O","PEC N.33/95 - EMENDA AGLUTINATIVA N.20"
100000361,1996-05-29,"CD02O089O","PEC N.33/95 - DVS N.85"
100000362,1996-05-29,"CD02O089O","PEC N. 33/95 - DVS N.100"
100000363,1996-05-29,"CD02O089O","PEC N. 33/95 - DVS N.104"
100000364,1996-05-29,"CD02O089O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 17"
100000365,1996-05-29,"CD02O089O","PEC N. 33/95 - DVS N. 123"
100000366,1996-05-30,"CD02O090E","PEC N. 33/95 DVS N. 133"
100000367,1996-06-04,"CD02O095E","PL. N. 490/95 - RECURSO N. 65/96"
100000368,1996-06-04,"CD02O095E","PL. N. 4018/93 - PROJETO"
100000369,1996-06-11,"CD02O101O","PL N. 1409/96 - REQUERIMENTO DE URGENCIA."
100000370,1996-06-11,"CD02O101O","PEC. N.33/95 - DVS N. 140"
100000371,1996-06-11,"CD02O101O","PEC. N. 33/95 - DVS. N. 148"
100000372,1996-06-11,"CD02O102E","PL. N. 4018/93 - PROJETO INICIAL"
100000373,1996-06-12,"CD02O104O","PEC N. 33/95 - DVS N. 154"
100000374,1996-06-12,"CD02O104O","PEC N.33/95 - DVS N.158."
100000375,1996-06-12,"CD02O104O","PEC N.33/95 - DVS N.148. FUNDO DE PENSAO."
100000376,1996-06-12,"CD02O104O","PEC. N. 33/95 - DVS N. 156 - A"
100000377,1996-06-12,"CD02O104O","PEC. N. 33/95 - DVS N. 173"
100000378,1996-06-18,"CD02O109O","PEC N. 33/95 - DVS. N. 185"
100000379,1996-06-18,"CD02O110E","PEC. N. 233-C/95 - PROJETO - SEGUNDO TURNO"
100000380,1996-06-18,"CD02O110E","PL N. 102/95 - DVS EXPRESSAO  MORADIA E RESPECTIVA"
100000381,1996-06-19,"CD02O112O","PEC. N. 33/95 - DVS N. 195"
100000382,1996-06-19,"CD02O112O","PEC N. 33/95 - DVS N.199"
100000383,1996-06-19,"CD02O112O","PEC. N. 33/95 - DVS N.204."
100000384,1996-06-19,"CD02O112O","PEC. N. 33/95 - DVS N. 215"
100000385,1996-06-19,"CD02O112O","PEC. N. 33/95 - EMENDA AGLUTINATIVA N. 16"
100000386,1996-06-19,"CD02O112O","PEC. N. 33/95 - DVS. N. 222"
100000387,1996-06-19,"CD02O112O","PEC. N. 33/95 - EMENDA AGLUTINATIVA N. 23"
100000388,1996-06-19,"CD02O112O","PEC. N. 33/95 - DVS N. 220"
100000389,1996-06-25,"CD02O115O","PL N, 1935/96 - REQ. URGENCIA"
100000390,1996-06-25,"CD02O115O","PL N, 1935/96 - REQ. URGENCIA"
100000391,1996-06-25,"CD02O115O","PROJETO DE RESOLUCAO N. 60/95 - REQUERIMENTO"
100000396,1996-08-07,"CD02O125O","PL N. 201/95 - SUBSTITUTIVO"
100000397,1996-08-13,"CD02O129O","PLC N. 60/95 - REQUERIMENTO DE URGENCIA"
100000398,1996-08-14,"CD02O130E","PLC N. 60/95 - SUBSTITUTIVO"
100000399,1996-08-14,"CD02O130E","PEC N. 367/96 - SEGUNDO TURNO"
100000400,1996-08-20,"CD02O136O","PLC N. 95/96 - REQUERIMENTO DE URGENCIA"
100000401,1996-08-21,"CD02O139O","PL. N. 2284/96 - REQUERIMENTO DE URGENCIA"
100000402,1996-08-27,"CD02O144O","PLC N.95/96 - REQUERIMENTO URGENCIA"
100000403,1996-08-27,"CD02O144O","PLC N. 89/96 - REQUERIMENTO ADIAMENTO DA DISCUSSAO"
100000404,1996-08-27,"CD02O144O","PLC N. 89/96 - SUBSTITUTIVO DA COMISSAO DE FINANCAS."
100000405,1996-08-27,"CD02O144O","PL N. 89/96 - DVS EXPRESSAO  AO SEU USO OU CONSUMO"
100000406,1996-08-27,"CD02O144O","PLC N. 172/93 - SUBSTITUTIVO DA COMISSAO DE FINANCAS"
100000407,1996-09-10,"CD02O153O","PL N. 2317/96 - REQUERIMENTO DE URGENCIA (CPMF)."
100000408,1996-09-11,"CD02O154E","PL. N. 7865/86 - DVS CAPITULO III - DO PORTE"
100000409,1996-09-11,"CD02O154E","PL N. 2317/96 - DVS EMENDA 15 ( ART.11 )"
100000410,1996-10-08,"CD02O165O","PROJETO DE LEI N. 189/83 - MENSAGEM DE RETIRADA"
100000411,1996-10-08,"CD02O165O","PL. N. 1801/96 - REQUERIMENTO DE URGENCIA"
100000412,1996-10-09,"CD02O166O","PL. N. 1801/96 - DVS ART. 3."
100000413,1996-10-15,"CD02O171O","PL. N. 1487/96 - REQUERIMENTO DE URGENCIA"
100000414,1996-10-16,"CD02O172O","PL. N. 1487/96 - PROJETO"
100000415,1996-10-22,"CD02O178O","PL. N. 1838/96 - REQUERIMENTO DE URGENCIA"
100000416,1996-10-23,"CD02O180O","PL. N. 1838/96 - PROJETO"
100000417,1996-10-30,"CD02O186O","PL. N. 1536/96 - RECURSO N. 109"
100000418,1996-10-30,"CD02O186O","PL. N. 2504/96 - REQUERIMENTO DE URGENCIA"
100000419,1996-11-19,"CD02O198O","PL N. 2448/96 - REQUERIMENTO DE URGENCIA"
100000420,1996-11-20,"CD02O200O","PL N. 2448/96 - EMENDA N. 7"
100000421,1996-11-20,"CD02O200O","PEC N.198/95"
100000422,1996-11-21,"CD02O201E","PDL N. 337/96 - RETIRADA DE PAUTA"
100000423,1996-11-27,"CD02O206O","PL. N. 738/95 - REQUERIMENTO DE URGENCIA."
100000424,1996-11-27,"CD02O206O","PL N. 846/95 - DVS PARAGRAFO 6. DO ART. 11."
100000425,1996-12-03,"CD02O211O","PL N. 1059/95 - REQUERIMENTO DE URGENCIA."
100000426,1996-12-03,"CD02O211O","PL N.1325/95 - SUBSTITUTIVO DA COMISSAO."
100000427,1996-12-04,"CD02O213O","PL. N. 1724/96 - SUBEMENDA SUBSTITUTIVA"
100000428,1996-12-10,"CD02O218O","PL N. 1275/95 - REQUERIMENTO DE URGENCIA"
100000429,1996-12-10,"CD02O218O","PL N. 1564/96 - REQUERIMENTO DE URGENCIA  LEI S/A"
100000430,1996-12-11,"CD02O221O","PL N. 1275/95 - PROJETO"
100000431,1996-12-11,"CD02O221O","PL N. 1151/95 - REQUERIMENTO ADIAMENTO DISCUSSAO"
100000750,1996-06-26,"CD02O117O","PL. N. 2085/96 - REQUERIMENTO DE URGENCIA"
100000751,1996-06-26,"CD02O116E","PROJETO DE RESOLUCAO N. 60/95 - REQ. URGENCIA"
100000752,1996-06-26,"CD02O117O","PROJETO DE RESOLUCAO N. 60/95 - SUBEMENDA SUBSTITUTIVA."
100000765,1996-08-06,"CD02O124O","PL N. 1612/96 - REQUERIMENTO DE URGENCIA"
100000766,1996-08-06,"CD02O124O","PL N. 1669/96 - DESTAQUE EMENDA 34"
