"orig.vote","dates","session","bill"
2650,2007-02-06,"CD01O002O","MPV  Nº 328/2006 - EMENDA Nº 1 DO SF COM PARECER PELA REJEIÇÃO"
2652,2007-02-08,"CD01O004O","PDC  Nº 4/2007 - ESCOLHA DO SR. RAIMUNDO CARREIRO SILVA PARA O CARGO DE MINISTRO DO TCU"
2654,2007-02-12,"CD01O006O","PL   Nº 7569/2006 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES"
2659,2007-02-12,"CD01O006O","PL   Nº 7569/2007 - DVS PFL  - ARTIGO 3º DO SUBSTITUTIVO"
2660,2007-02-12,"CD01O007E","PL   Nº 7569/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2664,2007-02-13,"CD01O008E","PL   Nº 6272/2005 - DVS  PR /BLOCO PMDB/PT/PP/PR/PTB/PSC/PTC/PTdoB - EMENDA Nº 03"
2665,2007-02-13,"CD01O008E","PL   Nº 6272/2005 - DVS  BLOCO PMDB/PT/PP/PR/PTB/PSC/PTC/PTdoB- § 2º DA EMENDA Nº 04"
2671,2007-02-14,"CD01O010O","MPV  Nº 332/2006 - PARECER DO RELATOR PELA ADMISSIBILIDADE"
2673,2007-02-14,"CD01O011E","PL   Nº 7225/2006 - PROPOSTA DO SENADO (ART. 67, CF)"
2674,2007-02-15,"CD01O012E","PL   Nº 84/2007 - REQUERIMENTO DE URGÊNCIA"
2675,2007-02-15,"CD01O012E","PL   Nº 84/2007 - PROJETO DE LEI"
2677,2007-02-26,"CD01O017O","MPV  Nº 336/2006 - PARECER DO RELATOR PELA ADMISSIBILIDADE"
2680,2007-02-27,"CD01O018O","MPV  Nº 344/2007 - DVS PSDB ANEXO MEC"
2681,2007-02-28,"CD01O019O","MPV  Nº 338/2006 - PARECER DO RELATOR PELA ADMISSIBILIDADE"
2684,2007-02-28,"CD01O020E","MPV  Nº 354/2007 - PARECER DO RELATOR PELA ADMISSIBILIDADE"
2726,2007-04-02,"CD01O055E","MPV  Nº 339/2006 - REQUERIMENTO DE PREFERÊNCIA PARA MPV Nº 341/2006, MPV Nº 347/2007..."
2727,2007-04-03,"CD01O056O","MPV  Nº 341/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2728,2007-04-03,"CD01O056O","MPV  Nº 341/2006 - REQUERIMENTO DE PRAZO PARA O PLV"
2729,2007-04-03,"CD01O057E","MPV  Nº 341/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2730,2007-04-03,"CD01O057E","MPV  Nº 341/2006 - DVS  PDT - EMENDA Nº 55"
2731,2007-04-09,"CD01O060O","MPV  Nº 339/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2732,2007-04-10,"CD01O061E","MPV  Nº 339/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2735,2007-04-10,"CD01O062O","MPV  Nº 339/2006 - REQUERIMENTO DE RETIRADA DE PAUTA"
2737,2007-04-10,"CD01O062O","MPV  Nº 339/2006 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
2739,2007-04-10,"CD01O062O","MPV  Nº 339/2006 - PARECER DO RELATOR PELA NÃO ADMISSIBILIDADE"
2741,2007-04-10,"CD01O063E","MPV  Nº 339/2006 - DVS - EMENDA Nº 189"
2744,2007-04-11,"CD01O064O","MPV  Nº 347/2007 - REQUERIMENTO DE RETIRADA DE PAUTA"
