"orig.vote","dates","session","bill"
2486,2006-01-17,"CD05E003O","PDC  Nº 2075/2005 - REQUERIMENTO DE URGÊNCIA"
2487,2006-01-18,"CD05E005O","PEC  Nº 347/1996 - EMENDA AGLUTINATIVA SUBSTITUTIVA Nº 2"
2488,2006-01-18,"CD05E006E","PEC  Nº 7/2003 - DVS EXPRESSÃO AGENTE DE COMBATE ÀS ENDEMIAS"
2489,2006-01-18,"CD05E006E","PEC  Nº 7/2003 - EXPRESSÃO  ... E PASSAM A INTEGRAR QUADRO..."
2490,2006-01-18,"CD05E006E","PEC  Nº 199/2003 - PROJETO INICIAL"
2491,2006-01-19,"CD05E007E","MPV  Nº 268/2005 - PARECER  DO RELATOR PELA ADMISSIBILIDADE"
2493,2006-01-24,"CD05E011O","PEC  Nº 536/1997 - SUBSTITUTIVO COMISSÃO ESPECIAL"
2494,2006-01-24,"CD05E012E","PEC  Nº 536/1997 - EMENDA AGLUTINATIVA Nº 1"
2495,2006-01-24,"CD05E012E","PEC  Nº 536/1997 - DVS PSC - ARTIGO 6º"
2496,2006-01-24,"CD05E012E","PEC  Nº 536/2006 - DVS PFL - EXPRESSÃO: PARA CADA REGIÃO POLÍTICO-ADMINISTRATIVA"
2497,2006-01-25,"CD05E014O","PL   Nº 6272/2005 - SUBSTITUTIVO DA COMISSÃO ESPECIAL"
2498,2006-01-25,"CD05E015E","PEC  Nº 548/2002 - EMENDAS 1 E 2 COM PARECER PELA REJEIÇÃO"
2499,2006-01-25,"CD05E015E","PEC  Nº 548/2002 - PROPOSIÇÃO INICIAL"
2500,2006-01-26,"CD05E016E","PL   Nº 6272/2005 - DVS PP - EMENDA Nº 64"
2501,2006-01-26,"CD05E016E","PL   Nº 6272/2005 - DVS Nº 2 - EXPRESSÃO APÓS A APROVAÇÃO ..."
2502,2006-01-31,"CD05E019O","MPV  Nº 267/2005 - EMENDA DO SENADO FEDERAL"
2504,2006-01-31,"CD05E020E","MPV  Nº 269/2005 - DVS  PSDB - ARTIGO 13"
2505,2006-02-01,"CD05E021O","PL   Nº 6272/2005 - DVS PDT - EMENDA Nº 36"
2508,2006-02-01,"CD05E021O","PEC  Nº 347/1996 - SEGUNDO TURNO"
2509,2006-02-01,"CD05E021O","PEC  Nº 7/2003 - SEGUNDO TURNO"
2510,2006-02-01,"CD05E022E","PEC  Nº 199/2003 - SEGUNDO TURNO"
2511,2006-02-02,"CD05E023E","PEC  Nº 536/1997 - SEGUNDO TURNO"
2512,2006-02-07,"CD05E025O","PL   Nº 4428/2004 - REQUERIMENTO DE URGÊNCIA"
2514,2006-02-07,"CD05E025O","PL   Nº 4776/2005 - MATÉRIA COM PARECER PELA REJEIÇÃO"
2516,2006-02-08,"CD05E028E","PEC  Nº 548/2002 - SEGUNDO TURNO"
2517,2006-02-09,"CD05E029E","PL   Nº 5855/2005 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO"
2519,2006-02-13,"CD05E032E","MPV  Nº 272/2005 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR UMA SESSÃO"
2520,2006-02-14,"CD05E033E","MPV  Nº 273/2005 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
2523,2006-02-21,"CD04O005O","MPV  Nº 275/2005 - REQUERIMENTO DE PREFERÊNCIA PARA VOTAÇÃO DA MP INICIAL"
2525,2006-02-22,"CD04O006E","MPV  Nº 275/2005 - REQUERIMENTO DE RETIRADA DE PAUTA"
2554,2006-04-04,"CD04O040O","MPV  Nº 269/2005 - REQUERIMENTO DE RETIRADA DE PAUTA"
