"orig.vote","dates","session","bill"
100000222,1998-04-29,"CD04O054O","PEC. N. 33/95 - EMENDA AGLUTINATIVA N. 59"
100000223,1998-04-29,"CD04O054O","PEC. N. 33/95 - EMENDA AGLUTINATIVA N. 58"
100000224,1998-05-06,"CD04O061O","PEC. N. 33/95 - DVS N. 05"
100000225,1998-05-06,"CD04O061O","PEC. N. 33/95 - DVS N. 06"
100000226,1998-05-06,"CD04O061O","RECURSO REFERENTE A EMENDA N. 64"
100000227,1998-05-06,"CD04O061O","PEC N. 33/95 - DVS N. 04"
100000228,1998-05-13,"CD04O067E","PEC. N. 33/95 - EFEITO SUSPENSIVO AO RECURSO"
100000229,1998-05-13,"CD04O067E","PEC. N. 33/95 - DVS N. 07"
100000230,1998-05-13,"CD04O068O","PEC N. 33/95 - DVS N. 07."
100000231,1998-05-13,"CD04O068O","PEC N. 33/95 - DVS N. 09."
100000232,1998-05-13,"CD04O069E","PEC N. 33/95 - DVS N. 02."
100000233,1998-05-13,"CD04O069E","PEC. N. 33/95 - DVS. N. 01"
100000234,1998-05-19,"CD04O075O","PL. N. 3283/97 - REQUERIMENTO DE URGENCIA"
100000235,1998-05-19,"CD04O075O","PL. 4300/98 - REQUERIMENTO DE RETIRADA DE PAUTA"
100000236,1998-05-20,"CD04O077E","PEC. N. 33/95 - REQUERIMENTO DE DISPENSA DE INTERSTICIO"
100000237,1998-05-20,"CD04O078E","PEC. N. 33/95 - REQ. RETIRADA DE PAUTA - REDACAO FINAL"
100000238,1998-05-26,"CD04O082O","PEC. N. 33/95 - REQUERIMENTO DISPENSA DE INTERSTICIO"
100000239,1998-05-27,"CD04O085E","PEC. N. 33/95 - REDACAO PARA SEGUNDO TURNO"
100000240,1998-06-03,"CD04O092E","PEC. N. 33/95 - REQUERIMENTO ADIAMENTO DISCUSSAO"
100000241,1998-06-03,"CD04O092E","PEC. N. 33/95 - SEGUNDO TURNO"
100000242,1998-06-03,"CD04O092E","PEC. N. 33/95 - DVS N. 1 - LIMITE DE IDADE NO SERVICO"
100000243,1998-06-03,"CD04O093E","PEC. N.33/95 - REQUERIMENTO DE PREFERENCIA - DVS N.6"
100000244,1998-06-03,"CD04O093E","PEC. N. 33/95 - DVS. N.06 - FUNDO DE PENSAO"
100000245,1998-06-04,"CD04O094E","PEC. N. 33/95 - DVS. N. 06"
100000246,1998-06-16,"CD04O101E","PL. N. 4053/98 - REQUERIMENTO RETIRADA DE PAUTA"
100000247,1998-06-17,"CD04O103O","PEC. N. 33/95 - DVS N. 06 - EXPRESSAO CONSTANTE DO"
100000248,1998-06-17,"CD04O103O","PEC. N. 33/95 - DVS N. 02 - REDUTOR"
100000249,1998-06-17,"CD04O104E","PEC. N. 33/95 - DVS N. 03 - PARAGRAFO N. 14 DO"
100000250,1998-06-24,"CD04O111O","PL. N. 4605/98 - REQUERIMENTO ADIAMENTO DA VOTACAO"
100000251,1998-06-30,"CD04O118E","PL. N. 4598/98 - PROJETO"
100000252,1998-06-30,"CD04O119E","PL. N. 4606/98 - REQUERIMENTO DE URGENCIA"
100000253,1998-07-01,"CD04O120E","PL. N. 4598/98 - PROJETO"
100000254,1998-07-01,"CD04O121O","PEC. N. 33/95 - DVS. N.3"
100000255,1998-08-11,"CD04O128O","PL. N. 518/95 - REQUERIMENTO DE URGENCIA"
100000256,1998-08-12,"CD04O129O","PL. N. 4606/98 - REQUERIMENTO PARA RETIRADA DE PAUTA"
100000257,1998-01-13,"CD06E006O","pl n. 4011/97 - REQUERIMENTO DE URGENCIA."
100000258,1998-01-13,"CD06E006O","PLC N. 123/89 - SUBSTITUTIVO DO SENADO."
100000259,1998-01-13,"CD06E006O","PLC N. 123/89 - DVS SUPRESSAO DE EXPRESSOES DO ARTIGO 9"
100000260,1998-01-13,"CD06E006O","PLC 123/89 - DVS ARTIGO 18."
100000261,1998-01-20,"CD06E010O","PL. N. 4046/97 - REQUERIMENTO DE URGENCIA"
100000262,1998-01-20,"CD06E010O","PEC. N. 472/97 - RECURSO"
100000263,1998-01-21,"CD06E012O","PLC N. 216/98 - REQUERIMENTO RETIRADA DE PAUTA."
100000264,1998-01-21,"CD06E012O","PLP N.216/98 - REQUERIMENTO ADIAMENTO VOTACAO."
100000265,1998-01-21,"CD06E012O","PLP N. 216/98 - PROJETO."
100000266,1998-01-21,"CD06E012O","PLP. N. 216/98 - DVS. EXPRESSOES CAPUT ART. 1"
100000267,1998-01-21,"CD06E012O","PLP. N. 216/98 - DVS ART. 10"
100000268,1998-01-27,"CD06E016O","PEC N. 472/97 - EMENDA CCJJR."
100000269,1998-01-28,"CD06E017O","PL N. 1164/91 - DVS ART.47 DO SENADO."
100000270,1998-02-03,"CD06E021O","REQUERIMENTO COMISSAO EXTERNA - PEDRO VALADARES."
100000271,1998-02-04,"CD06E022O","PL N. 200/95 - DVS EMENDA 11-SF."
100000272,1998-02-10,"CD06E029E","PEC N. 33/95 - REQUERIMENTO DE ADIAMENTO DISCUSSAO 9 SESSOES"
100000707,1998-10-28,"CD04O150O","REQUERIMENTO DE RETIRADA DE PAUTA - PL. N. 4071/98"
100000753,1998-02-11,"CD06E032E","PEC. N. 33/95 - EMENDAS COM PARECER PELA REJEICAO"
100000754,1998-02-11,"CD06E032E","PEC N. 33/95 - SUBSTITUTIVO DO SENADO FEDERAL"
100000755,1998-02-11,"CD06E032E","PEC. N. 33/95 - DVS PARAGRAFO 1. DO ARTIGO 40 (INATIVOS)"
100000756,1998-03-10,"CD04O015O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 53 ."
100000757,1998-03-10,"CD04O015O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 54"
100000758,1998-03-11,"CD04O016O","PEC N. 33/95 - REQUERIMENTO PREFERENCIA"
100000759,1998-03-11,"CD04O016O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 5."
100000760,1998-03-11,"CD04O016O","PEC N. 33/95 - EMENDA AGLUTINATIVA N. 6."
100000761,1998-03-11,"CD04O016O","PEC N. 33/95 EMENDA AGLUTINATIVA N. 39."
