"orig.vote","dates","session","bill"
1692,2002-02-20,"CD04O007E","PEC Nº 407/2001 - SUBSTITUTIVO DA COMISSÃO ESPECIAL"
1693,2002-02-20,"CD04O007E","PEC Nº 407/2001 - EMENDA AGLUTINATIVA Nº 1"
1694,2002-02-26,"CD04O013O","MPV Nº 011/2001 - EMENDA Nº 1"
1695,2002-02-26,"CD04O014E","PEC Nº 203/95 - SEGUNDO TURNO"
1696,2002-02-27,"CD04O016O","PEC Nº 407/2001 - DVS - PDT/PPS - EMENDA Nº 1"
1698,2002-02-27,"CD04O016O","PEC Nº 407/2001 - DVS - PSB/PCdoB - ART. 85 ( ART. 4º DO SUBST.)"
1763,2002-04-10,"CD04O062O","MPV Nº 14/2001 - REQUERIMENTO DE RETIRADA DE PAUTA"
1764,2002-04-10,"CD04O062O","MPV Nº 14/2001 - PROJETO DE LEI DE CONVERSÃO"
1765,2002-04-10,"CD04O063E","MPV Nº 14/2001 - DVS  PT -  ARTIGO 4º"
1766,2002-04-11,"CD04O064E","MPV Nº 15/2001 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO"
1767,2002-04-11,"CD04O064E","MPV Nº 15/2001 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
1769,2002-04-16,"CD04O069O","MPV Nº 16/2001 - MEDIDA PROVISÓRIA"
1771,2002-04-17,"CD04O070E","MPV Nº 26/2002 - DESTAQUE DE EXPRESSÃO EXPURGADOS........ORGÃO § 1º ART. 2 º"
1772,2002-04-17,"CD04O071O","MPV Nº 22/2002 - REQUERIMENTO  DE ADIAMENTO DA DISCUSSÃO"
1773,2002-04-23,"CD04O079O","PEC Nº 407/2001 - DVS PTB - ART. 88º (ART. 4º)"
1774,2002-04-23,"CD04O079O","PEC Nº 407/2001 - DVS PSB / PCdoB - INCISO III DO ART. 85º  (ART. 4º)"
1775,2002-04-23,"CD04O080E","PEC Nº 289/2000 - SEGUNDO TURNO"
1777,2002-04-24,"CD04O082O","RECURSO Nº 211/2002 - PDC Nº 1.621/2002"
1779,2002-05-09,"CD04O095E","PL Nº 1037/1999 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO"
1781,2002-06-18,"CD04O134O","RECURSO Nº 238/02 - QUESTÃO DE ORDEM - DEP. PROF. LUIZINHO - MPV Nº 35/2002"
