"orig.vote","dates","session","bill"
1973,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 69"
1974,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 72"
1975,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 60"
1976,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 71"
1977,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 64"
1978,2003-09-17,"CD01O191E","PEC Nº 41/2003 - EMENDA AGLUTINATIVA Nº 68"
1979,2003-09-24,"CD01O201E","PEC Nº 41/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
1980,2003-09-24,"CD01O201E","PEC Nº 41/2003 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO"
1981,2003-09-24,"CD01O201E","PEC Nº 41/2003 - VOTAÇÃO ARTIGO POR ARTIGO"
1983,2003-09-24,"CD01O202E","PEC Nº 41/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
1984,2003-09-24,"CD01O202E","PEC Nº 41/2003 - SEGUNDO TURNO"
1985,2003-09-24,"CD01O202E","PEC Nº 41/2003 - DVS Nº 1 PFL - ART. Nº 155, INCISO III"
1986,2003-09-24,"CD01O202E","PEC Nº 41/2003 - DVS Nº 4  PFL - ART. Nº 91 DO ADCT"
1987,2003-10-01,"CD01O210O","PL Nº 1.503/2003 - REQUERIMENTO DE URGÊNCIA"
1988,2003-10-08,"CD01O216O","PLP Nº 72/2003 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO"
1989,2003-10-15,"CD01O227O","PLP Nº 72/2003 - REQUERIMENTO DE ADIAMENTO DE VOTAÇÃO POR DUAS SESSÕES"
1990,2003-10-15,"CD01O227O","PLP Nº 72/2003 - PARECER DA COMISSÃO DE FINANÇAS À EMENDA AGLUTINATIVA"
1991,2003-10-15,"CD01O227O","PLP Nº 72/2003 - EMENDA AGLUTINATIVA  SUBSTITUTIVA GLOBAL Nº 1"
1992,2003-10-15,"CD01O227O","PLP Nº 72/2003 - DVS PFL - PARÁGRAFO 2º DO ART. 133"
1993,2003-10-15,"CD01O228E","PLP Nº 72/2003 - DVS PL - ART. 185"
1994,2003-10-15,"CD01O228E","PL Nº 4.376/1993 - SUB-EMENDA SUBSTITUTIVA"
1996,2003-10-23,"CD01O238E","PL 1.555/2003 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO"
1997,2003-10-28,"CD01O241O","PL Nº 1.936/2003 - EMENDA DE PLENÁRIO Nº 2"
1999,2003-11-12,"CD01O260E","MPV Nº 131/2003 - DVS PSDB - ARTIGO 3º DO PLV"
2000,2003-11-18,"CD01O265O","PL Nº 5073/2001 - EMENDAS COM PARECER FAVORÁVEL"
2001,2003-11-18,"CD01O265O","PL Nº 4.285/2001 - REQUERIMENTO DE URGÊNCIA"
2002,2003-11-19,"CD01O267O","PL N º 475/2003 - PROJETO"
2003,2003-11-19,"CD01O267O","PEC Nº 254/2000 - PRIMEIRO TURNO"
2004,2003-11-19,"CD01O267O","PEC Nº 544/2002 - REQUERIMENTO DE RETIRADA DE PAUTA"
2005,2003-11-25,"CD01O272O","MPV Nº 129/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2006,2003-11-25,"CD01O272O","MPV Nº 130/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2007,2003-11-25,"CD01O273E","MPV Nº 130/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2008,2003-11-26,"CD01O275O","PL Nº 1.840/2003 - REQUERIMENTO DE URGÊNCIA"
2009,2003-12-02,"CD01O282O","PL Nº 1.840/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2010,2003-12-02,"CD01O282O","PL Nº 1.840/2003 - REQ. DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO"
2011,2003-12-02,"CD01O283E","PL Nº 1.840/2003 - REQUERIMENTO DE PREFERÊNCIA PARA EMENDA AGLUTINATIVA Nº 1"
2012,2003-12-02,"CD01O283E","PEC Nº 575/1998 - PRIMEIRO TURNO"
2014,2003-12-03,"CD01O286O","PLP Nº 224/2001 - PROJETO DE LEI COMPLEMENTAR"
2015,2003-12-03,"CD01O286O","PLP Nº 52/1999 - PROJETO"
2017,2003-12-17,"CD02E003E","MPV Nº 132/2003 - REQUERIMENTO DE RETIRADA DA PAUTA"
2018,2003-12-17,"CD02E004O","MPV Nº 132/2003 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
2019,2003-12-17,"CD02E004O","MPV Nº 133/2003 - REQUERIMENTO PRAZO POR UMA SESSÃO"
2020,2003-12-18,"CD02E007E","MPV Nº 135/2003 - REQUERIMENTO DE ADIAMENTO DA  DISCUSSÃO POR DUAS SESSÕES"
2021,2003-12-18,"CD02E008E","MPV Nº 135/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2022,2003-12-18,"CD02E008E","MPV Nº 135/2003 - PROJETO DE LEI DE CONVERSÃO"
2023,2003-12-18,"CD02E008E","MPV Nº 135/2003 - EMENDA Nº 285"
2024,2003-12-18,"CD02E009E","PEC Nº 254/2000 - SEGUNDO TURNO"
