"orig.vote","dates","session","bill"
1280,2000-06-06,"CD02O108O","PEC Nº 96/92 - REQUERIMENTO DE PREFERÊNCIA DOS DESTAQUES: Nºs 6-A,,6,  7, 9 e 12"
1281,2000-06-06,"CD02O108O","PEC Nº 96/92 - DVS Nº 6A - PSDB/PTB"
1282,2000-06-06,"CD02O108O","PEC Nº 96/92 - DVS Nº 6 - PPB"
1283,2000-06-06,"CD02O108O","PEC Nº 96/92 - DVS Nº 7 - PPB"
1284,2000-06-06,"CD02O108O","PEC Nº 96/92 - DVS Nº 9 - PSB/PCdoB"
1285,2000-06-06,"CD02O108O","PEC Nº 96/92 - DVS Nº 12 - PMDB"
1286,2000-06-07,"CD02O109O","PEC Nº 96/92 - DVS Nº 5 - PT"
1287,2000-06-07,"CD02O109O","PEC Nº 96/92 - DVS Nº 8-A - PDT"
1288,2000-06-07,"CD02O109O","PEC Nº 96/92 - DVS Nº 10 - PT"
1291,2000-06-14,"CD02O116O","PL Nº 4155/98 - REQUERIMENTO DE PREFERÊNCIA"
1292,2000-06-14,"CD02O116O","PL Nº 1428/99 - REQUERIMENTO DE URGÊNCIA"
1294,2000-06-27,"CD02O127O","PL Nº 3310/97 - REQUERIMENTO RETIRADA DE PAUTA"
1295,2000-06-27,"CD02O127O","PEC Nº 128/95 - SEGUNDO TURNO"
1297,2000-08-01,"CD02O133O","PDC Nº 240/99 - REQUERIMENTO DE RETIRADA DE PAUTA"
1298,2000-08-02,"CD02O134O","PLP Nº 23/99 - SUBEMENDA SUBSTITUTIVA"
1299,2000-08-02,"CD02O134O","PL P Nº 23/99 - INCISO XI DO § 2º DO ART. 13 (ART. 1º)"
1300,2000-08-02,"CD02O134O","PL P Nº 23/99 - EMENDA Nº 11"
1301,2000-08-08,"CD02O140O","PEC Nº 407/96 - EMENDAS Nº 1, 2 E 5 COM PARECER PELA REJEIÇÃO"
1302,2000-08-08,"CD02O140O","PEC Nº 407/96 - SUBSTITUTIVO"
1306,2000-08-09,"CD02O141O","PL Nº 3.310/97 - EMENDA Nº 22"
1319,2000-08-22,"CD02O153E","PEC Nº 407/96 - SEGUNDO TURNO"
1330,2000-11-28,"CD02O216O","PLP Nº 9/99 - SUBEMENDA SUBSTITUTIVA"
1331,2000-11-29,"CD02O219E","PLP Nº 9/99 - DVS Nº 1 - PFL"
1332,2000-11-29,"CD02O219E","PLP Nº 9/99 - DVS Nº 2 - PMDB"
1333,2000-11-29,"CD02O219E","PLP Nº 9/99 - DVS Nº 3 - PMDB"
1334,2000-11-29,"CD02O219E","PLP Nº 9/99 - DVS Nº 4 - PT"
1335,2000-11-29,"CD02O219E","PLP Nº 9/99 - DVS Nº 5 - PSB/PCdoB"
1336,2000-11-30,"CD02O220E","PL Nº 3.756/2000 - REQUERIMENTO DE URGÊNCIA"
1337,2000-12-05,"CD02O224O","PL Nº 3756/2000 - REQUERIMENTO DE URGÊNCIA"
1338,2000-12-05,"CD02O224O","PL Nº 3.756/2000 - REQUERIMENTO DE PREFERÊNCIA PARA EMENDA DE PLENÁRIO Nº 2"
1340,2000-12-05,"CD02O224O","PEC Nº 249/2000 - EMENDA Nº 1 DA COMISSÃO ESPECIAL"
1341,2000-12-05,"CD02O224O","PEC Nº 249/2000 - PROJETO"
1342,2000-12-05,"CD02O224O","PEC Nº 249/2000 - EMENDA AGLUTINATIVA Nº 1"
1344,2000-12-06,"CD02O226E","PL Nº 3.837/2000 - EMENDA DE PLENÁRIO Nº 5"
1345,2000-12-06,"CD02O226E","PLP Nº 77/99 - SUBSTITUTIVO"
1348,2000-12-06,"CD02O226E","PLP Nº 220/98 - SUBSTITUTIVO"
1349,2000-12-06,"CD02O226E","PLP Nº 220/98 - EMENDA AGLUTINATIVA"
1350,2000-12-06,"CD02O226E","PLP Nº 220/98 - EMENDA Nº 6"
1351,2000-12-06,"CD02O226E","PL Nº 1.615/99 - EMENDA Nº 38"
1352,2000-12-13,"CD02O235E","PEC Nº 249/2000 - SEGUNDO TURNO"
1354,2000-12-13,"CD02O236E","PL Nº 3.156/2000 - DVS DA  EXPRESSÃO E CULTURAIS"
