"orig.vote","dates","session","bill"
587,1999-01-05,"CD07E002O","PDC N. 658-A/98 - REQUERIMENTO DE RETIRADA DE PAUTA"
588,1999-01-06,"CD07E003O","PL Nº 4071 / 1998 - REQUERIMENTO DE RETIRADA DO REQUERIMENTO DE URGÊNCIA"
589,1999-01-06,"CD07E003O","PL N. 4071 / 1998 - REQUERIMENTO DE URGÊNCIA"
590,1999-01-06,"CD07E003O","MENS. 627 / 98 - REQ. URGÊNCIA TRATADO TRANSFERÊNCIA PRESOS - CHILE"
591,1999-01-06,"CD07E003O","MENS. 1502 / 98 - REQ. URGÊNCIA TRANSFERÊNCIA PRESOS - ARGENTINA"
592,1999-01-06,"CD07E003O","PEC N. 526 / 97 - HABEAS CORPUS"
597,1999-01-12,"CD07E009O","PLC 248/98 - REQUERIMENTO DE URGÊNCIA"
598,1999-01-12,"CD07E010E","PLC 249/98 - REQ. RETIRADA DE PAUTA - REQUERIMENTO URGÊNCIA"
599,1999-01-12,"CD07E010E","PLC 249/98 - REQUERIMENTO DE URGÊNCIA"
605,1999-01-19,"CD07E016O","PL  N.3651/97 - REQUERIMENTO DE URGÊNCIA"
606,1999-01-19,"CD07E016O","PL  N. 2960/97 - AÇÃO DIRETA DE INCONSTITUCIONALIDADE - PROJETO"
608,1999-01-20,"CD07E017O","PL  N. 4898/99 - REQUERIMENTO DE URGÊNCIA"
609,1999-01-20,"CD07E018E","PL.  N.4898/99 - SUBSTITUTIVO ( CONTRIBUIÇÃO DE ATIVOS, INATIVOS E PENSIONISTAS)"
610,1999-01-26,"CD07E022O","PL.  N. 4.812/98 - PERDA DE CARGO PÚBLICO POR EXCESSO DE DESPESA"
611,1999-01-26,"CD07E023E","PLC.  Nº 249/98 - REQUERIMENTO DE RETIRADA DE PAUTA"
618,1999-01-27,"CD07E025E","PLC. 249/98 - REQUERIMENTO VOTAÇÃO EM GLOBO DESTAQUES SIMPLES"
619,1999-01-27,"CD07E026E","PLC  N. 249/98 - DVS SIMPLES, EM GLOBO"
620,1999-01-27,"CD07E026E","PL.C.  N. 249/98 - DVS - EMENDA DE PLENÁRIO N. 01"
621,1999-01-27,"CD07E026E","PLC.  N. 249/98 - DVS - ARTIGO 3º"
622,1999-01-27,"CD07E026E","PLC.  N. 249/98 - DVS - EXPRESSÃO NAS ATIVIDADES...PÚBLICA ( ARTIGO 3º)"
623,1999-01-27,"CD07E026E","PLC.  N 249/98 - DVS - EMENDA  Nº 9"
624,1999-01-27,"CD07E026E","PLC.  N . 249/98 - DVS - EMENDA Nº 10"
625,1999-01-27,"CD07E026E","PLC.  N. 249/98 - DVS - PARÁGRAFO 2º, ARTIGO 6º"
