"orig.vote","dates","session","bill"
2164,2004-04-13,"CD02O048O","MPV Nº  160/2003 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO"
2165,2004-04-13,"CD02O049E","MPV Nº 160/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2166,2004-04-14,"CD02O051O","MPV Nº 153/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2167,2004-04-14,"CD02O051O","MPV Nº 153/2003 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO"
2168,2004-04-27,"CD02O065O","MPV Nº 153/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2169,2004-04-27,"CD02O065O","MPV Nº 155/2003 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES"
2170,2004-04-27,"CD02O066E","MPV Nº 155/2003 - REQUERIMENTO DE RETIRADA DA PAUTA"
2171,2004-04-28,"CD02O068E","MPV Nº 166/2004 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES"
2172,2004-05-04,"CD02O074E","MPV Nº 167/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2173,2004-05-04,"CD02O075E","MPV Nº 167/2004 - REQUERIMENTO DE RETIRADA DA PAUTA"
2174,2004-05-04,"CD02O075E","MPV Nº 167/2004 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO"
2176,2004-05-04,"CD02O075E","MPV  Nº 167/2004 - DVS PFL -  ARTIGO 6º PLV"
2177,2004-05-05,"CD02O077E","MPV Nº 167/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2178,2004-05-05,"CD02O077E","MPV Nº 167/2004 - REDAÇÃO FINAL"
2179,2004-05-05,"CD02O078E","MPV Nº 169/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2181,2004-05-12,"CD02O086O","MSG Nº 205/2004 - REQUERIMENTO DE URGÊNCIA"
2182,2004-05-12,"CD02O086O","MSG Nº 411/2003 - REQUERIMENTO DE URGÊNCIA"
2183,2004-05-12,"CD02O086O","PL Nº 3.476/2004 - REQUERIMENTO DE URGÊNCIA"
2184,2004-05-12,"CD02O087E","MSG Nº 205/2004 - REQUERIMENTO DE URGÊNCIA"
2185,2004-05-12,"CD02O087E","MSG Nº 210/2004 - REQUERIMENTO DE URGÊNCIA"
2186,2004-05-12,"CD02O087E","PEC Nº 574/2002 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO"
2187,2004-05-12,"CD02O087E","PEC Nº 574/2002 - EMENDA AGLUTINATIVA SUBSTITUTIVA DE PLENÁRIO"
2188,2004-05-19,"CD02O096E","MPV Nº 179/2004 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR UMA SESSÃO"
2189,2004-05-19,"CD02O097E","PEC Nº 101/2003 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO"
2190,2004-05-19,"CD02O097E","PEC Nº 101/2003 - SUBSTITUTIVO DA COMISSÃO ESPECIAL"
2191,2004-05-26,"CD02O105O","PEC Nº 574/2002 - SEGUNDO TURNO"
2192,2004-06-01,"CD02O110O","PLP Nº 76/2003 - REQUERIMENTO DE RETIRADA DE PAUTA"
2193,2004-06-01,"CD02O111E","PL Nº 2.399/2003 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO"
2194,2004-06-01,"CD02O111E","PL Nº 2.399/2003 - DVS EMENDA Nº17 DO PFL"
2195,2004-06-02,"CD02O113E","MPV Nº 182/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2196,2004-06-02,"CD02O114E","MPV Nº 182/2004 - PROJETO DE LEI DE CONVERSÃO"
2197,2004-06-02,"CD02O114E","MPV Nº 182/2004 - DVS PSDB - EMENDA Nº 56"
2198,2004-06-08,"CD02O119O","MPV Nº 177/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2199,2004-06-15,"CD02O124O","MPV Nº 177/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2201,2004-06-23,"CD02O133E","MPV Nº 182/2004 - PROJETO DE LEI DE CONVERSÃO DO SENADO FEDERAL"
2202,2004-07-05,"CD02O144O","MPV Nº 183/2004 - REQUERIMENTO DE RETIRADA DA PAUTA"
2203,2004-07-06,"CD02O145E","MPV Nº 183/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2204,2004-07-06,"CD02O146E","MPV Nº 183/2004 - REQUERIMENTO DE RETIRADA DA PAUTA"
2205,2004-07-07,"CD02O147E","MPV  Nº 183/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2206,2004-07-07,"CD02O147E","MPV Nº 183/2004 - REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO"
2207,2004-07-07,"CD02O148E","MPV Nº 183/2004 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
2208,2004-07-07,"CD02O148E","MPV Nº 183/2004 - DESTAQUE INCISO 4 DA EMENDA Nº 1"
2209,2004-07-08,"CD02O150E","PEC Nº 227/2004 - SUBSTITUTIVO DA COMISSÃO ESPECIAL"
2248,2004-08-11,"CD02O160E","PL   Nº 2.399/2003 - DVS -  PFL  EMENDA Nº 17"
2249,2004-08-11,"CD02O160E","PLP  Nº 22/2003 - SUBEMENDA SUBSTITUTIVA ÀS EMENDAS DE PLENÁRIO"
2250,2004-08-11,"CD02O161E","PLP  Nº 76/2003 - SUBEMENDA SUBSTITUTIVA ÀS EMENDAS DE PLENÁRIO"
2251,2004-08-11,"CD02O161E","PLP  Nº 188/2004 - DO SENADO FEDERAL (PREPARO E EMPREGO DAS FORÇAS ARMADAS)"
2252,2004-08-11,"CD02O161E","PEC  Nº 438/2004 - EMENDA AGLUTINATIVA SUBSTITUTIVA - PRIMEIRO TURNO"
2263,2004-08-24,"CD02O171O","MPV  Nº 191/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2264,2004-08-25,"CD02O173E","MPV  Nº 192/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2265,2004-08-25,"CD02O174E","MPV  Nº 192/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2266,2004-09-14,"CD02O187O","MPV  Nº 192/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2267,2004-10-06,"CD02O206E","MPV  Nº 191/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2268,2004-10-06,"CD02O207E","MPV  Nº 191/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2270,2004-10-19,"CD02O219O","MPV  Nº 192/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2271,2004-10-19,"CD02O219O","MPV  Nº 194/2004 - REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES"
2272,2004-10-19,"CD02O220E","MPV  Nº 195/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2273,2004-10-20,"CD02O222O","MPV  Nº 196/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2274,2004-10-20,"CD02O223E","MPV  Nº 196/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2275,2004-10-26,"CD02O228O","MPV  Nº 196/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2276,2004-11-09,"CD02O240O","MPV  Nº 196/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2277,2004-11-17,"CD02O247O","MPV Nº 198/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2278,2004-11-17,"CD02O248E","MPV  Nº 198/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2280,2004-11-23,"CD02O255E","MPV  Nº 198/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2282,2004-11-24,"CD02O256E","MPV  Nº 200/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2283,2004-11-24,"CD02O257E","MPV  Nº 200/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2284,2004-11-24,"CD02O258E","MPV  Nº 201/2004 - PROJETO DE LEI DE CONVERSÃO"
2285,2004-11-30,"CD02O264O","MPV  Nº 206/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2286,2004-11-30,"CD02O264O","MPV  Nº 206/2004 - DVS DO PSDB - ARTIGO Nº 22 DO PLV"
2287,2004-11-30,"CD02O265E","MPV  Nº 207/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2288,2004-11-30,"CD02O265E","MPV  Nº 207/2004 - REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES"
2289,2004-12-01,"CD02O265E","MPV  Nº 207/2004 - PARECER  DO RELATOR PELA ADMISSIBILIDADE"
2290,2004-12-01,"CD02O267E","MPV  Nº 207/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2291,2004-12-01,"CD02O268E","MPV  Nº 208/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2293,2004-12-08,"CD02O275E","MPV  Nº 219/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2294,2004-12-08,"CD02O276E","MPV  Nº 219/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2295,2004-12-14,"CD02O283O","PLP Nº 72/2003 - TODOS OS ARTIGOS, EXCETO ..."
2296,2004-12-14,"CD02O283O","PLP  Nº 72/203 - ARTIGO Nº 174 INCISO I"
2297,2004-12-14,"CD02O283O","PLP Nº 72/2003 - DVS PSB/PCdoB - ARTIGO Nº 186"
2298,2004-12-14,"CD02O284E","PLP  Nº 72/2003 - DVS PFL - EXPRESSÃO E ÀS AUTORIDADES ... - ART. Nº 185-A"
2299,2004-12-15,"CD02O286E","PEC  Nº 285/2004 - REQUERIMENTO DE RETIRADA DE PAUTA"
2301,2004-12-15,"CD02O287E","PEC Nº 227/2004 - DVS Nº 1 PTB - INCISO XI, ALÍNEA a e e DO ARTIGO 37."
