"orig.vote","dates","session","bill"
100000501,1997-09-03,"CD03O141O","PL. N. 1521/96 - RECURSO N. 165"
100000502,1997-09-09,"CD03O147O","PL N. 2381/96 - PROJETO"
100000503,1997-09-10,"CD03O148O","PL. N. 4695/94 - PROJETO"
100000504,1997-09-16,"CD03O153O","REQUERIMENTO COMISSAO EXTERNA - DEPUTADO GERALDO PASTANA"
100000505,1997-09-23,"CD03O160O","PL. N. 1530/96 - REQUERIMENTO DE URGENCIA"
100000506,1997-09-24,"CD03O161O","PEC N. 338/96 - SUBSTITUTIVO"
100000507,1997-09-24,"CD03O161O","PEC. N. 338/96 - EMENDA AGLUTINATIVA N. 1"
100000508,1997-09-24,"CD03O161O","PEC N. 338/96 - EMENDA AGLUTINATIVA N. 3"
100000509,1997-09-24,"CD03O161O","PL. 2695/97 - EMENDA N. 1 DO SENADO"
100000510,1997-09-24,"CD03O161O","PL. N. 2695/97 - DVS EMENDA N. 13 - FINANCIAMENTO"
100000511,1997-09-24,"CD03O161O","PL. N. 2695/97 - DVS EMENDA N. 32"
100000512,1997-09-30,"CD03O167O","PL. N. 1530/96 - PROJETO"
100000513,1997-10-01,"CD03O168O","PROJETO DE LEI COMPLEMENTAR N. 199/97 (PL. N. 2824/97"
100000514,1997-10-07,"CD03O173O","PL. N. 2085/96 - EMENDAS DO SENADO EM GLOBO"
100000515,1997-10-14,"CD03O181O","PL. N. 4425/94 - SUBSTITUTIVO"
100000516,1997-10-15,"CD03O182O","PL N. 4425/94 - EMENDA N. 99"
100000517,1997-10-15,"CD03O182O","PL N. 4425/94 - EMENDA N.96"
100000518,1997-10-22,"CD03O189O","PEC N. 338/96 - SEGUNDO TURNO"
100000519,1997-10-22,"CD03O189O","PEC N. 338/96 - DVS EXPRESSAO INCISOS II A VIII."
100000520,1997-10-23,"CD03O190O","PDL N. 573/97 - REQUERIMENTO DE RETIRADA DE PAUTA."
100000521,1997-11-04,"CD03O198O","PEC 173/95 - PEDIDO CONCESSAO EFEITO SUSPENSIVO DECISAO"
100000522,1997-11-05,"CD03O199O","PL N. 3553/97 - REQUERIMENTO DE URGENCIA"
100000523,1997-11-11,"CD03O205O","PL N. 3241/97 - REQUERIMENTO DE URGENCIA"
100000524,1997-11-11,"CD03O205O","PL. N. 2688/96 - REQ. DE URGENCIA"
100000525,1997-11-12,"CD03O207O","PEC N. 173/95 - REDACAO PARA SEGUNDO TURNO."
100000526,1997-11-12,"CD03O207O","PL N. 3553/97 - PROJETO"
100000527,1997-11-19,"CD03O212E","PEC. N. 173/95 - SEGUNDO TURNO - PROJETO"
100000528,1997-11-19,"CD03O212E","PEC. N. 173/95 - REQ. DE PREFERENCIA - DVS N. 08"
100000529,1997-11-19,"CD03O212E","PEC. N. 173/95 - DVS. N. 08 - ART. 5"
100000530,1997-11-20,"CD03O213E","PEC. N. 173/95 - DVS N. 14 - ARTIGOS 10 E 21"
100000531,1997-11-20,"CD03O213E","PEC. N. 173/95 - DVS. N. 16"
100000532,1997-11-20,"CD03O213E","PEC. N. 173/95 - DVS. N. 22"
100000533,1997-11-25,"CD03O217O","PEC. N. 173/95 - DVS. N. 02"
100000534,1997-11-25,"CD03O217O","PEC. N. 173/95 - DVS N. 06"
100000535,1997-11-25,"CD03O217O","PEC N. 173/95 - DVS N. 21."
100000536,1997-11-25,"CD03O217O","PEC N. 173/95 - DVS N. 11."
100000537,1997-11-26,"CD03O218O","PEC. N. 173/95 - ART. 169 PARAGRAFO 4 (ESTABILIDADE)"
100000538,1997-11-26,"CD03O218O","PEC N. 173/95 - DVS N. 09 - ARTIGO 39, PARAGRAFO 4"
100000539,1997-12-04,"CD03O226O","PDL  N.2.208/97 - REQUERIMENTO DE URGENCIA."
100000540,1997-12-04,"CD03O226O","PL N.469/95 - REQUERIMENTO DE URGENCIA."
100000541,1997-12-04,"CD03O226O","PL N. 3920/97 - REQUERIMENTO DE URGENCIA."
100000542,1997-12-04,"CD03O226O","PLP N.14/95 - SUBSTITUTIVO."
100000543,1997-12-04,"CD03O226O","PLP N. 14/95 - EMENDA N. 2 DE PLENARIO."
100000544,1997-12-04,"CD03O227E","PLC N. 147/97 - SUBSTITUTIVO."
100000545,1997-12-04,"CD03O227E","PL. N. 2353/96 - DVS PARAGRAFO 4. DO ARTIGO 30"
100000546,1997-12-04,"CD03O227E","PL N.1151/95 - REQUERIMENTO RETIRADA DE PAUTA."
100000547,1997-12-09,"CD03O230O","PLP N. 214/97 - PROJETO."
100000548,1997-12-10,"CD03O232O","PL N. 5430/90 - DVS ART. 104"
100000549,1997-01-07,"CD04E001O","PL. N. 2653/96 - REQUERIMENTO DE URGENCIA"
100000550,1997-01-08,"CD04E002O","PL. N. 720/95 - REQ. URGENCIA"
100000551,1997-01-08,"CD04E002O","PL. N. 1131/95 - REQUERIMENTO RETIRADA DE PAUTA"
100000552,1997-01-28,"CD04E013O","PEC. N. 1/95 - SUBSTITUTIVO DA COMISSAO"
100000721,1997-07-02,"CD05E002O","PEC N.173/95 - DVS 24-a ALINEA C, PARAGRAFO 8 DO"
100000722,1997-07-02,"CD05E002O","PEC N. 173/95 - EMENDA AGLUTINATIVA N. 34."
100000723,1997-07-02,"CD05E002O","PEC N. 173/95 - REQUERIMENTO DE PRORROGACAO DA SESSAO."
100000724,1997-07-03,"CD05E003E","PEC N.173/95 - NOVA REDACAO INCISO X, ARTIGO 167."
100000725,1997-07-08,"CD05E006O","PEC N.173/95 - DVS N. 52-a ART. 169, PARAGRAFO 2."
100000726,1997-07-08,"CD05E006O","PEC N. 173/95 - EMENDA AGLUTINATIVA N. 43 - (ARTIGO"
100000727,1997-07-09,"CD05E007O","PEC. N. 173/95 - DVS N. 40 (ARTIGO 7 - ESTABILIDADE)"
100000728,1997-07-09,"CD05E007O","PEC. N. 173/95 - EMENDA AGLUTINATIVA N. 52 ( ARTIGO N.41"
100000729,1997-07-09,"CD05E007O","PEC. N. 173/95 - EMENDA AGLUTINATIVA N. 18"
100000730,1997-07-09,"CD05E008E","PEC. N. 173/95 - EMENDA AGLUTINATIVA N. 19"
100000731,1997-07-09,"CD05E008E","PEC N. 173/95 - EMENDA AGLUTINATIVA N. 3."
100000732,1997-07-10,"CD05E009E","PEC N. 449/97 - REQUERIMENTO ADIAMENTO DISCUSSAO."
100000733,1997-07-15,"CD05E012O","PEC. N. 449/97 - EMENDAS OFERECIDAS NA COMISSAO, DE"
100000734,1997-07-15,"CD05E012O","PEC. N. 449/97 - EMENDA ADOTADA PELA COMISSAO"
100000735,1997-07-16,"CD05E015E","PEC N. 449/97 - REQUERIMENTO PREFERENCIA DVS N. 22 -"
100000736,1997-07-16,"CD05E015E","PEC N. 449/97 - EMENDA ADOTADA PELA COMISSAO ESPECIAL"
100000737,1997-07-16,"CD05E015E","PEC N. 449/97 - RECURSO CONTRA DECISAO DA PRESIDENCIA EM"
100000738,1997-07-16,"CD05E015E","PEC. N. 449/97 - PROJETO"
100000739,1997-07-16,"CD05E015E","PEC. N. 449/97 - DVS N. 18 - ARTIGO 4 DA EMENDA DA COMISSAO"
100000740,1997-07-16,"CD05E015E","PEC. N. 449/97 - DVS N. 20 ( EXPRESSAO PRIORITARIAMENTE )"
100000741,1997-07-17,"CD05E016E","PEC. N. 449/97 - DVS N. 23 - EMENDA N. 6 COMISSAO ESPECIALSS"
100000742,1997-07-17,"CD05E016E","PEC. 449/97 - EMENDA AGLUTINATIVA N. 12"
100000743,1997-07-17,"CD05E016E","PEC. N. 449/97 - EMENDA AGLUTINATIVA N. 16"
100000747,1997-06-18,"CD03O099E","PL. N. 821/95 - SUBEMENDA A EMENDA N. 33"
100000770,1997-01-29,"CD04E014E","PEC. N. 1/95 - DESTAQUE DA EMENDA N.4"
100000771,1997-01-29,"CD04E014E","PEC. N. 1/95 - DVS EXPRESSAO  OU ELEITOS PARA"
100000772,1997-01-29,"CD04E014E","PEC. N. 1/95 - DVS EXPRESSAO  E CONCORRER NO EXERCICIO"
100000773,1997-01-29,"CD04E014E","PEC. N. 1/95 - DVS EMENDA N. 8 PLEBISCITO"
100000774,1997-01-29,"CD04E014E","PEC. N. 1/95 - EMENDA AGLUTINATIVA N.1 - REFERENDO"
100000775,1997-01-29,"CD04E014E","PEC. N. 1/95 - EMENDA N. 11"
