"id","name","party","state","vote.1369","vote.1370","vote.1378","vote.1380","vote.1381","vote.1382","vote.1383","vote.1384","vote.1385","vote.1386","vote.1388","vote.1391","vote.1392","vote.1393","vote.1398","vote.1399","vote.1400","vote.1401","vote.1402","vote.1403","vote.1404","vote.1405","vote.1406","vote.1407","vote.1409","vote.1413","vote.1414","vote.1415","vote.1416","vote.1417","vote.1418","vote.1420","vote.1421","vote.1422","vote.1423","vote.1424","vote.1426","vote.1427","vote.1429","vote.1431","vote.1432","vote.1478","vote.1479","vote.1480","vote.1483","vote.1484","vote.1485","vote.1486","vote.1487","vote.1488","vote.1489","vote.1490","vote.1491","vote.1493","vote.1494","vote.1496","vote.1503","vote.1509","vote.1513","vote.1517","vote.1518","vote.1526","vote.1527","vote.1528","vote.1529","vote.1530","vote.1532","vote.1533","vote.1534","vote.1535","vote.1538","vote.1540","vote.1541","vote.1544","vote.1545","vote.1548","vote.1551","vote.1552","vote.1572","vote.1573","vote.1574","vote.1575","vote.1576","vote.1577","vote.1578","vote.1579","vote.1580","vote.1581","vote.1583","vote.1584","vote.1589"
293,"DINO FERNANDES","PPB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,1,1,1,2,2,4,1,1,1,1,2,1,4,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,4,4
293,"DINO FERNANDES","PSDB","RJ",1,2,1,2,2,2,1,4,4,4,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,1,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"DIVALDO SURUAGY","PMDB","AL",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"DIVALDO SURUAGY","PST","AL",NA,NA,1,4,4,2,4,4,4,4,1,1,4,4,4,1,4,1,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,2,1,1,1,4,4,1,1,1,4,4,1,2,1,2,1,2,4,4,4,1,2,1,1,1,2,2,2,2,1,1,4,4,1,1,3,1,2,4,1,1,1,4,4,4,1,4,2,1,1,1,1
155,"DJALMA PAES","PSB","PE",1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,4,4,4,1,1,1,1,1,4,1,1,1,1,1,2,1,4,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,4,2,1,1,2,2,1,2,2,2,1,2,1,2,2,4,1,1,1,2,1
624,"DOLORES NUNES","PFL","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"DOLORES NUNES","PMDB","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,1,2,1,4,4,4,4,1,1,1,4
134,"DOMICIANO CABRAL","PSDB","PB",1,2,4,2,2,2,1,1,4,3,4,4,4,4,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,1,1,1,4,4,4,1,2,1,1,1,1,5,1,1,1,1,2,1,2,1,2,5,2,1,5,1,1,2,1,1,1,2,2,2,1,1,4,4,4,1,1,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
620,"DR  ANTONIO CRUZ","PMDB","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,5,2,1,5,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,5,1,1,2,2,2,1,2,1,1,1,4,2,1,1,1,1
12,"DR  BENEDITO DIAS","PPB","AP",1,4,1,4,4,2,1,4,1,4,1,1,1,2,2,1,4,2,2,2,2,2,2,4,2,2,1,2,2,1,1,1,2,1,4,4,1,1,1,2,1,4,4,2,4,1,1,1,1,2,1,2,1,2,5,4,4,5,1,1,4,4,1,1,4,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,2,4,2,1,1,1,1
625,"DR  GOMES","PFL","AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,4,1,4,2,1,1,4,1
625,"DR  GOMES","PL","AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"DR  HELENO","PSDB","RJ",1,2,1,2,2,2,1,1,4,4,1,1,1,1,2,1,4,2,2,4,4,4,2,2,2,2,1,2,2,1,1,1,1,1,1,5,4,1,1,2,1,1,1,4,4,1,1,1,1,2,1,4,1,2,4,2,1,5,1,4,2,1,1,1,2,4,2,1,1,1,1,4,1,1,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,4,1
358,"DR  HELIO","PDT","SP",4,4,1,1,1,1,2,1,2,4,2,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,4,4,4,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1
449,"DR  ROSINHA","PT","PR",1,2,1,1,1,4,2,1,2,4,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,4,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,4,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1
349,"DUILIO PISANESCHI","PTB","SP",1,1,1,4,2,2,1,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,4,4,4,4,4,4,1,2,4,2,5,2,1,4,4,1,2,4,1,1,2,2,2,1,1,1,1,2,1,1,5,1,2,5,1,1,1,2,1,1,1,4,2,1,1,1,1
301,"EBER SILVA","PL","RJ",NA,NA,NA,NA,NA,4,4,4,1,4,2,2,2,2,1,1,4,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,4,4,1,1,1,2,4,4,4,4,4,4,4,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"EBER SILVA","PST","RJ",NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,1,1,4,4,1,4,4,1,1,2,4,4,1,2,1,1,1,4,2,1,1,4,4
301,"EBER SILVA",NA,"RJ",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"EDINHO BEZ","PMDB","SC",4,4,1,4,4,2,1,4,1,4,1,1,1,2,4,1,4,1,2,2,2,4,2,2,2,2,1,2,2,1,1,4,4,1,1,4,4,1,2,4,1,4,4,1,4,4,4,4,4,4,1,4,1,2,4,2,1,4,1,1,4,4,1,1,4,2,2,1,1,1,4,2,1,1,4,1,2,2,2,2,1,2,1,1,1,3,2,1,1,1,1
578,"EDIR OLIVEIRA","PTB","RS",1,2,1,2,2,2,4,1,1,5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,4,4,4,1,2,1,1,1,2,4,1,1,1,1,2,1,4,1,2,5,2,1,4,1,4,4,1,1,1,2,2,2,1,4,1,4,4,1,1,5,2,1,2,2,2,1,2,1,1,1,4,4,4,4,4,4
471,"EDISON ANDRINO","PMDB","SC",1,2,1,2,1,2,2,4,2,4,4,4,4,4,2,4,4,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,4,1,1,1,1,2,4,4,4,4,4,1,2,2,1,1,1,4,1,1,2,2,2,2,1,1,1,2,1,4,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,1,1
231,"EDMAR MOREIRA","PPB","MG",1,4,1,4,4,2,1,1,1,4,1,1,1,1,2,4,4,2,2,2,2,2,4,2,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,4,4,1,4,1,1,4,1,2,1,2,1,2,5,2,4,4,4,1,2,1,1,1,4,4,4,4,1,1,4,4,1,4,5,4,4,4,1,1,1,2,1,4,1,4,4,4,1,1,1
623,"EDMUNDO GALDINO","PSDB","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,2,4,1,1,1,2,1,1,1,4,2,4,1,1,1
230,"EDUARDO BARBOSA","PSDB","MG",1,2,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,4,1,4,1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,2,5,2,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,5,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
140,"EDUARDO CAMPOS","PSB","PE",1,2,1,1,1,1,2,1,2,2,2,2,1,2,4,1,4,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,4,1,4,4,1,1,2,2,1,1,1,4,4,1,1,1,1,2,2,2,1,2,4,4,2,2,1,1,1,1,4,4,4,4,4,4,1,1,4,4,1,1,2,2,1,2,2,2,1,2,4,2,2,4,1,1,1,2,1
14,"EDUARDO SEABRA","PTB","AP",1,2,1,2,2,2,1,1,1,4,1,1,1,1,2,1,4,4,4,4,4,4,2,2,2,2,1,2,2,1,1,1,2,1,1,4,1,1,1,2,1,1,1,2,4,1,1,1,1,2,1,2,1,2,4,2,1,5,1,1,2,1,1,1,2,2,2,1,1,1,4,4,1,1,5,1,1,2,2,2,1,2,1,1,1,4,2,1,2,1,1
131,"EFRAIM MORAIS","PFL","PB",1,1,4,4,4,2,1,1,1,4,1,1,1,1,4,1,4,4,4,2,2,4,2,2,4,2,1,4,2,4,4,4,1,1,1,4,4,4,4,4,4,1,1,1,4,1,4,4,4,2,1,4,4,4,4,2,1,4,4,4,4,4,1,1,2,2,2,1,4,1,4,4,1,4,4,1,2,4,2,4,1,4,4,4,1,4,4,1,1,1,4
22,"ELCIONE BARBALHO","PMDB","PA",1,2,1,4,4,4,4,4,4,4,1,1,1,2,2,1,4,1,2,2,2,4,1,2,1,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,1,1,1,4,4,4,1,1,2,1,4,1,2,4,2,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,4,1,1,4,1,2,2,2,2,1,2,4,1,1,4,2,1,1,1,1
612,"ELIAS MURAD","PSDB","MG",NA,NA,1,2,2,2,4,1,1,4,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,4,4,1,4,2,1,1,1,1,4,1,4,1,1,2,1,2,1,2,4,2,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
73,"ELISEU MOURA","PPB","MA",1,1,4,4,4,4,4,4,4,4,4,1,1,1,2,1,4,4,4,4,4,4,4,4,4,2,1,2,2,1,1,1,1,4,1,4,1,1,1,2,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,2,1,4,4,4,2,1,1,1,2,2,4,1,4,1,4,4,1,1,4,4,2,4,1,1,1,2,1,1,1,4,2,4,1,1,4
232,"ELISEU RESENDE","PFL","MG",1,2,1,2,4,2,1,4,1,4,1,1,1,1,2,1,4,2,2,2,2,4,4,4,2,2,1,4,4,4,4,1,4,1,1,4,1,1,1,2,1,4,1,4,4,4,4,4,1,2,1,2,1,4,4,2,1,4,4,1,2,1,1,1,4,4,2,1,1,4,1,2,1,1,4,1,2,4,1,1,4,2,1,1,1,4,2,1,1,4,4
353,"EMERSON KAPAZ","PPS","SP",1,2,1,1,1,1,2,4,2,2,2,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,2,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,4,4,4,2,4,1,1,1,2,1,2,4,2,1,1,1,4,2,1,1,2,2,1,2,2,2,1,2,1,1,4,4,1,1,1,1,1
477,"ENI VOLTOLINI","PPB","SC",4,4,1,4,4,2,1,1,1,4,4,1,1,1,2,1,4,2,2,4,2,2,2,1,2,2,1,2,2,1,1,1,1,4,1,4,4,1,1,2,1,4,4,1,4,1,4,4,4,4,1,4,1,2,4,2,4,4,1,1,2,4,1,1,2,2,2,1,1,1,4,2,1,1,5,4,1,4,1,1,1,2,1,1,1,5,4,4,4,1,1
493,"ENIO BACCI","PDT","RS",1,2,1,1,1,1,2,1,2,4,2,2,2,2,1,1,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,5,1,1,2,2,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,2,2,4,2,2,4,1,4,4,4,4,4,4,4,4,4,2,2,1,2,1,2,2,1,1,1,4,1,1
132,"ENIVALDO RIBEIRO","PPB","PB",4,1,1,2,2,4,4,4,4,4,1,1,1,1,2,1,4,2,2,4,4,4,2,2,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,4,4,1,1,4,4,1,2,1,2,4,2,1,5,1,4,4,1,1,1,4,4,4,4,4,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,1,1,1
532,"ESTHER GROSSI","PT","RS",4,4,1,1,1,1,2,1,2,4,4,2,2,2,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,4,4,1,2,2,1,1,1,4,4,4,1,1,1,2,4,4,4,4,4,1,2,4,1,1,1,1,2,4,4,4,4,4,4,4,5,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,4,4,4,4,4
190,"EUJACIO SIMOES","PL","BA",1,4,1,1,1,1,1,1,1,5,1,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,4,1,1,1,2,1,1,1,4,4,4,4,4,4,4,1,2,1,2,4,2,2,4,1,1,1,4,4,1,2,2,2,2,4,1,5,2,1,1,2,1,2,4,1,1,4,4,4,4,4,4,2,1,1,2,1
415,"EULER MORAIS","PMDB","GO",4,4,1,2,2,2,1,1,1,5,1,4,1,2,2,1,5,4,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,4,4,4,4,2,2,1,4,1,4,4,1,4,1,1,2,4,4,1,2,2,2,1,5,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,4,5,1,2,2,2,2,1,2,1,1,1,4,2,1,1,4,1
563,"EULER RIBEIRO","PFL","AM",1,1,1,2,2,2,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,1,1,1,1,4,1,1,1,2,1,4,4,4,4,4,4,4,4,4,1,2,4,2,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,1,1,1,2,4,1,1,4,2,1,1,1,1
95,"EUNICIO OLIVEIRA","PMDB","CE",1,4,1,2,2,2,4,1,4,5,4,4,4,1,2,1,4,1,2,2,2,2,2,4,2,4,1,2,2,4,1,1,1,1,1,4,4,4,4,2,1,4,1,1,4,4,1,4,1,2,1,4,4,2,4,2,1,3,1,1,4,1,1,1,2,2,2,1,1,1,1,2,4,1,3,1,2,2,2,4,1,2,1,4,4,4,4,4,4,1,1
295,"EURICO MIRANDA","PPB","RJ",1,2,1,2,2,2,1,4,1,4,1,1,1,1,2,4,4,2,2,2,2,2,4,4,4,2,1,4,4,4,4,4,4,4,1,4,1,4,1,4,1,4,1,1,4,4,1,1,4,2,1,2,1,4,4,2,1,4,1,1,2,4,1,1,2,2,2,1,1,1,1,2,2,1,5,1,2,4,1,1,1,2,1,4,4,4,1,1,1,1,1
47,"EURIPEDES MIRANDA","PDT","RO",1,2,1,1,1,1,2,1,2,5,2,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,2,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,2,2,4,4,4,1,2,2,2,2,2,2,1,1,5,2,1,1,2,2,1,2,2,2,1,2,1,2,2,4,1,1,2,1,1
15,"EVANDRO MILHOMEN","PSB","AP",4,4,1,1,1,1,2,1,2,2,4,2,1,2,1,1,4,4,4,4,4,4,4,4,4,1,1,2,1,1,1,1,2,1,2,4,4,4,2,2,1,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,2,2,4,1,1,4,2,2,2,2,2,2,4,1,4,4,1,1,2,4,4,4,2,2,1,2,4,4,4,4,1,1,1,2,1
48,"EXPEDITO JUNIOR","PFL","RO",4,4,1,2,2,2,1,1,1,4,1,1,1,1,4,1,4,2,2,2,2,2,2,2,2,4,1,2,2,1,4,1,1,1,1,4,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"EXPEDITO JUNIOR","PSDB","RO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,2,1,2,1,2,5,4,1,4,1,4,2,1,1,1,2,2,2,1,1,1,1,2,1,1,4,1,2,4,1,1,1,2,1,1,1,4,2,1,4,4,4
590,"EZIDIO PINHEIRO","PSB","RS",1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,2,4,1,1,2,2,1,1,1,1,4,1,1,4,1,2,2,2,4,4,4,4,4,2,1,1,1,1,4,4,4,4,4,4,1,1,4,2,1,4,2,2,4,2,2,2,1,2,1,1,1,4,4,4,4,4,4
11,"FATIMA PELAES","PSDB","AP",4,4,1,4,4,2,2,1,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4,1,1,1,4,1,1,4,2,1,1,4,1,4,4,1,1,1,4,4,4,4,4,5,4,4,5,1,1,2,4,4,4,4,4,4,4,1,1,1,2,4,1,4,4,4,4,4,4,1,2,4,4,4,4,2,4,1,1,1
191,"FELIX MENDONCA","PTB","BA",4,1,1,2,2,2,1,1,1,4,1,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,1,4,1,1,1,2,1,1,1,4,4,1,1,1,1,2,1,2,1,2,4,2,1,4,4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,2,4,1,1,4,4,4,4,4,4,2,1,1,1,1
478,"FERNANDO CORUJA","PDT","SC",1,2,1,1,1,1,2,1,2,5,2,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,2,2,1,1,1,2,4,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,5,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1
233,"FERNANDO DINIZ","PMDB","MG",1,4,1,2,2,2,1,4,1,4,1,4,4,4,2,1,4,1,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,1,4,1,4,2,2,1,1,1,4,4,1,1,4,1,2,1,2,1,4,4,2,4,4,1,1,2,4,1,1,4,2,4,1,1,1,4,2,4,1,4,1,2,2,1,1,1,2,1,1,1,4,2,1,1,1,1
141,"FERNANDO FERRO","PT","PE",1,2,1,1,1,1,2,1,2,4,2,2,2,2,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,2,1,2,4,1,1,2,2,1,1,1,1,4,1,1,1,1,2,2,2,1,2,2,1,2,2,1,4,1,1,2,1,2,2,2,1,1,1,5,2,1,4,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,1
296,"FERNANDO GABEIRA","PT","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,2,1,2,2,2,1,1,1,4,4,4,1,2,4,4,2,2,2,1,2,1,4,1,4,1,1,1,2,1
296,"FERNANDO GABEIRA","PV","RJ",4,4,1,1,4,4,2,1,2,4,2,2,3,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,4,1,1,4,4,4,1,1,4,4,1,1,4,1,2,2,2,1,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,"FERNANDO GONCALVES","PTB","RJ",1,2,1,2,2,2,1,1,1,4,1,1,1,1,2,1,2,2,2,2,4,2,2,2,2,2,1,2,2,4,1,1,4,4,1,5,1,1,1,2,1,4,1,2,4,1,1,1,1,2,1,2,1,2,4,2,1,4,1,4,2,1,1,4,4,4,4,4,1,1,1,2,1,1,5,1,1,2,2,1,1,2,1,1,4,4,2,1,1,1,1
354,"FERNANDO ZUPPO","PSDC","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,2,2,4,1,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,1,1,2,2,1,2,2,2,1,2,4,4,4,4,1,1,1,4,4
354,"FERNANDO ZUPPO",NA,"SP",1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,5,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,4,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"FETTER JUNIOR","PPB","RS",1,1,1,4,1,2,1,1,1,4,1,1,1,2,1,1,5,1,4,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,4,1,1,1,2,1,1,1,2,4,1,1,1,1,2,1,2,1,2,5,2,1,4,1,4,1,1,1,1,2,2,2,1,1,1,1,4,1,1,5,2,1,4,2,2,1,2,1,1,1,5,4,1,1,1,1
274,"FEU ROSA","PSDB","ES",1,2,4,2,2,4,4,4,4,4,1,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,1,4,2,1,1,4,1,4,1,4,4,1,1,2,1,1,1,1,4,4,4,4,4,4,1,2,1,2,4,2,1,5,1,1,4,1,4,4,4,4,4,4,1,1,1,2,1,1,5,1,2,4,1,1,1,2,1,2,2,4,2,1,1,1,1
514,"FIORAVANTE","PT","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,1,2,2,1,2,2,1,4,1,4,2,1,2,2,4,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,2,1
