"id","name","party","state","vote.100000136","vote.100000137","vote.100000138","vote.100000139","vote.100000140","vote.100000141","vote.100000142","vote.100000143","vote.100000144","vote.100000145","vote.100000146","vote.100000147","vote.100000148","vote.100000149","vote.100000150","vote.100000151","vote.100000152","vote.100000153","vote.100000154","vote.100000155","vote.100000156","vote.100000157","vote.100000158","vote.100000159","vote.100000160","vote.100000161","vote.100000162","vote.100000163","vote.100000164","vote.100000165","vote.100000166","vote.100000167","vote.100000168","vote.100000169","vote.100000170","vote.100000171","vote.100000172","vote.100000173","vote.100000174","vote.100000177","vote.100000178","vote.100000179","vote.100000180","vote.100000181","vote.100000182","vote.100000183","vote.100000184","vote.100000289","vote.100000290","vote.100000291","vote.100000292","vote.100000293","vote.100000294","vote.100000719","vote.100000762","vote.100000763"
506,"EURIDES BRITO","PP","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
506,"EURIDES BRITO","PTR","DF",1,2,NA,1,1,2,2,1,NA,1,1,2,1,1,1,1,1,1,1,2,2,1,1,NA,3,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1
130,"EVALDO GONCALVES","PFL","PB",NA,NA,1,1,1,1,2,NA,NA,NA,NA,2,1,2,1,1,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
176,"EVARALDO DE OLIVEIRA","PFL","SE",1,NA,1,3,1,1,1,1,1,NA,NA,2,1,1,NA,1,1,1,1,NA,2,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
39,"EZIO FERREIRA","PFL","AM",NA,NA,NA,NA,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,1
344,"FABIO FELDMANN","PSDB","SP",NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
345,"FABIO MEIRELLES","PDS","SP",1,NA,1,1,1,1,1,1,1,NA,NA,2,1,1,1,2,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,3,1,1,NA,NA,1,1,NA,NA,3,1,1,1,NA,1,NA,NA,1,NA,NA,2,1,NA,1,2
291,"FABIO RAUNHEITTI","PTB","RJ",NA,3,NA,1,1,1,1,1,1,NA,1,2,1,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2
11,"FATIMA PELAES","PFL","AP",1,2,NA,1,1,1,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
346,"FAUSTO ROCHA","PL","SP",NA,2,NA,1,NA,1,1,NA,NA,1,NA,2,1,1,1,1,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
509,"FELIPE MENDES","PDS","PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
229,"FELIPE NERI","PMDB","MG",1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,3,NA,NA,3,1,1,1,1,NA,NA,NA,1,NA,1,2,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,2,NA,2,NA,NA,NA,NA
186,"FELIX MENDONCA","PTB","BA",1,2,NA,1,1,1,1,NA,1,1,1,2,NA,1,2,2,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,NA,1,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
140,"FERNANDO BEZERRA COELHO","PMDB","PE",1,1,1,1,1,1,1,NA,NA,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA
487,"FERNANDO CARRION","PDS","RS",NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,2,1,2,2,NA,1,3,NA,1,NA,NA,1,NA,1,1,2,2,NA,NA,3,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,NA,NA,1,1,1
230,"FERNANDO DINIZ","PMDB","MG",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,2,1,1,1,NA,1,NA
119,"FERNANDO FREIRE","PDS","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"FERNANDO FREIRE","PPR","RN",NA,2,NA,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA
551,"FERNANDO LYRA","PDT","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"FETTER JUNIOR","PDS","RS",1,2,NA,1,NA,1,1,1,1,1,1,2,1,1,1,NA,NA,2,1,2,3,1,1,1,NA,3,1,NA,NA,NA,1,2,NA,NA,3,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,2,1,2,NA,1,NA,NA
439,"FLAVIO ARNS","PSDB","PR",1,1,2,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,2,1,1,NA,NA,1,1
422,"FLAVIO DERZI","PP","MS",1,2,NA,1,1,NA,1,NA,NA,1,NA,2,1,NA,1,NA,1,NA,1,2,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2
294,"FLAVIO PALMIER DA VEIGA","PSDB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,1,1,NA,2,2,NA,1,NA,NA,NA,NA,3,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1
120,"FLAVIO ROCHA","PL","RN",NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,NA
347,"FLORESTAN FERNANDES","PT","SP",1,1,1,2,1,2,1,2,NA,NA,2,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,NA,1,2,1,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
74,"FRANCISCO COELHO","PDC","MA",NA,2,NA,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,2,3,1,NA,NA,1,NA,NA,1,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
53,"FRANCISCO DIOGENES","PDS","AC",NA,2,NA,NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
295,"FRANCISCO DORNELLES","PPR","RJ",NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
131,"FRANCISCO EVANGELISTA","PDT","PB",1,1,1,1,1,2,2,NA,NA,NA,NA,2,1,1,2,2,1,1,1,2,2,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
131,"FRANCISCO EVANGELISTA",NA,"PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"FRANCISCO RODRIGUES","PTB","RR",NA,2,1,NA,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"FRANCISCO SILVA","PP","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"FRANCISCO SILVA","PST","RJ",NA,1,NA,1,1,1,1,NA,NA,1,3,2,1,1,1,1,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,1,1,NA,NA,NA,NA,2,2,3,NA,NA,NA,1,1
62,"FREIRE JUNIOR","PMDB","TO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,NA,NA,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"GASTONE RIGHI","PTB","SP",1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,2,1,NA,1,NA,1,1
188,"GEDDEL VIEIRA LIMA","PMDB","BA",1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,2,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,1,NA,2,NA,1,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1
189,"GENEBALDO CORREIA","PMDB","BA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,2,1,1,1,1,1,1,3,1,2,NA,1,1,1,1,NA,NA,1,2,1,1,1,NA,1,NA
231,"GENESIO BERNARDINO","PMDB","MG",NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,2,1,1,NA,NA,1,1,NA,1,NA,2,3,3,NA,1,NA,NA,1,NA,1,3,NA,NA,1,1
423,"GEORGE TAKIMOTO","PFL","MS",1,2,1,1,1,2,NA,NA,NA,1,NA,2,NA,1,1,NA,1,1,1,2,2,NA,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,1,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
349,"GERALDO ALCKMIN FILHO","PSDB","SP",1,1,2,1,1,1,1,1,NA,1,NA,1,1,1,1,1,2,2,2,1,1,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA
489,"GERMANO RIGOTTO","PMDB","RS",NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,2,2,1,1,1,2,1,NA,1,1,NA,1,1,NA,2,NA,1,1,1,1,1,NA,1,2,2,1,1,NA,1,NA,NA,1,2,1,1,NA,1,1,1
20,"GERSON PERES","PDS","PA",1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,2,NA,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,1,NA,3,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,1,1
232,"GETULIO NEIVA","PL","MG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,2,2,2,1,2,NA,NA,NA,NA
141,"GILSON MACHADO","PFL","PE",NA,2,NA,NA,NA,1,1,1,1,NA,1,2,1,1,NA,NA,1,1,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,1,NA
12,"GILVAN BORGES","PMDB","AP",NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,2,2,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,1,NA
21,"GIOVANNI QUEIROZ","PDT","PA",1,1,1,1,1,1,2,NA,NA,NA,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,2,2,1,1,NA,NA,NA,NA
100,"GONZAGA MOTA","PMDB","CE",1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,2,2,1,NA,1,2,1,NA,NA,1,NA,1,1,1,2,NA,1,1,1,1,1,NA,3,1,NA,1,1,NA,1,NA,NA,1,2,1,NA,1,NA,NA,NA
512,"HAGAHUS ARAUJO","PMDB","TO",1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,2,1,NA,NA,NA,1,2
190,"HAROLDO LIMA","PCdoB","BA",1,1,1,NA,1,2,2,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
75,"HAROLDO SABOIA","PDT","MA",1,1,2,2,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
75,"HAROLDO SABOIA","PT","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
350,"HEITOR FRANCO","PPR","SP",1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
352,"HELIO BICUDO","PT","SP",1,1,2,2,1,2,1,2,NA,NA,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,NA,1,NA,NA,NA,2,1,1,NA,1,1,1,2,1,NA,2,2,2,2,1,1,NA,2,1,NA,NA,1,NA,NA,1,1
351,"HELIO ROSAS","PMDB","SP",NA,1,1,1,NA,1,1,1,1,NA,NA,2,1,1,1,1,2,2,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,2,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
121,"HENRIQUE EDUARDO ALVES","PMDB","RN",1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,2,2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
22,"HERMINIO CALVINHO","PMDB","PA",2,1,1,1,2,1,1,1,NA,NA,1,3,1,1,1,1,2,2,2,NA,2,1,2,1,NA,NA,1,NA,NA,NA,1,2,1,2,NA,NA,1,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1
547,"HILARIO BRAUN","PMDB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
23,"HILARIO COIMBRA","PTB","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"HILARIO COIMBRA","PTR","PA",1,2,1,1,1,1,2,NA,NA,1,1,2,1,NA,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
464,"HUGO BIEHL","PDS","SC",1,1,NA,1,1,1,1,NA,NA,1,1,2,1,1,1,2,1,1,1,2,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,2,1,NA,NA,NA,1,2
233,"HUMBERTO SOUTO","PFL","MG",1,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,NA
122,"IBERE FERREIRA","PFL","RN",NA,2,NA,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,2,2,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA
234,"IBRAHIM ABI ACKEL","PDS","MG",NA,1,3,1,1,2,2,NA,2,NA,1,1,1,1,NA,2,2,2,2,1,1,NA,1,2,NA,NA,1,NA,1,1,2,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,2,1,2,NA,NA,1,1
490,"IBSEN PINHEIRO","PMDB","RS",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,3,NA,NA,3,3,3,3,1,3,NA,3,3
143,"INOCENCIO OLIVEIRA","PFL","PE",1,2,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,3,1,1,2,1,NA,NA,3,1,1
235,"IRANI BARBOSA","PL","MG",NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,2,2,1,1,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"IRANI BARBOSA","PSD","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,1,2,2,NA,NA,2
353,"IRMA PASSONI","PT","SP",1,1,NA,1,1,2,1,2,NA,NA,2,1,NA,1,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,1,2,NA,NA,2,2,NA,NA,NA,1,NA,NA,1,2,2,1,NA,NA,1,1
236,"ISRAEL PINHEIRO","PRS","MG",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,2,NA,NA,1,NA,NA,1,NA,1,1,2,1,NA,NA,NA,1,NA
132,"IVAN BURITY","PFL","PB",1,NA,1,NA,NA,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
133,"IVANDRO CUNHA LIMA","PMDB","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,2,2,1,1,NA,1,NA,NA,1,2,1,1,1,NA,1,1
442,"IVANIO GUERRA","PFL","PR",1,2,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,2,1,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,2,1,2,NA,NA,1,1
491,"IVO MAINARDI","PMDB","RS",1,1,1,1,1,1,1,1,NA,1,NA,2,NA,1,1,1,2,2,2,1,1,1,2,1,NA,1,1,NA,1,1,1,2,1,1,1,1,1,1,NA,1,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1
191,"JABES RIBEIRO","PSDB","BA",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,NA,1,NA,1,NA,2,1,1,1,2,1,1,1,1,NA,2,NA,NA,1,1,NA,1,NA,NA,1,2,1,NA,1,NA,1,1
95,"JACKSON PEREIRA","PSDB","CE",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,2,1,NA,1,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,1
296,"JAIR BOLSONARO","PDC","RJ",1,1,3,1,1,1,1,1,1,1,3,NA,1,1,3,3,2,2,2,1,1,3,3,1,NA,3,1,NA,3,3,1,1,1,3,1,1,1,1,NA,1,NA,1,1,2,3,1,NA,3,1,2,1,1,NA,NA,2,3
192,"JAIRO AZI","PDC","BA",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,1
519,"JAIRO CARNEIRO","PFL","BA",1,2,NA,NA,NA,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,1,1,2,1,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,1,3,NA,1,2,1,NA,NA,NA,1,1
297,"JAMIL HADDAD","PSB","RJ",1,1,2,1,1,2,2,2,3,1,NA,1,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1
298,"JANDIRA FEGHALI","PCdoB","RJ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,2,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,NA,2,NA,1,1,1,1,NA,NA,2,2,2,NA,NA,NA,1,1
193,"JAQUES WAGNER","PT","BA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,1,1,2,2,1,2,NA,1,NA,NA,NA,2,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
465,"JARVIS GAIDZINSKI","PL","SC",1,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
76,"JAYME SANTANA","PSDB","MA",1,1,2,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,NA,1,2,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
