"id","name","party","state","vote.587","vote.588","vote.589","vote.590","vote.591","vote.592","vote.597","vote.598","vote.599","vote.605","vote.606","vote.608","vote.609","vote.610","vote.611","vote.618","vote.619","vote.620","vote.621","vote.622","vote.623","vote.624","vote.625"
236,"HUGO RODRIGUES DA CUNHA","PFL","MG",2,2,4,4,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1
144,"HUMBERTO COSTA","PT","PE",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
124,"IBERE FERREIRA","PPB","RN",2,2,1,1,4,1,4,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
238,"IBRAHIM ABI ACKEL","PPB","MG",4,4,4,4,4,4,1,2,1,4,2,1,1,1,2,4,2,2,1,1,2,2,1
94,"INACIO ARRUDA","PCdoB","CE",1,1,2,1,1,1,4,1,2,1,4,2,2,2,1,4,4,4,4,4,4,4,4
145,"INOCENCIO OLIVEIRA","PFL","PE",2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1
239,"ISRAEL PINHEIRO","PTB","MG",4,2,1,1,1,1,1,4,4,1,1,2,2,1,4,1,2,2,1,1,2,2,1
301,"ITAMAR SERPA","PSDB","RJ",2,2,1,4,4,4,1,2,1,1,1,1,1,4,2,4,4,2,1,1,2,2,1
358,"IVAN VALENTE","PT","SP",1,1,2,1,1,1,4,1,1,1,2,2,2,2,1,4,4,4,4,4,4,4,4
134,"IVANDRO CUNHA LIMA","PMDB","PB",2,2,1,1,1,1,4,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4
525,"JAIME FERNANDES","PFL","BA",4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
240,"JAIME MARTINS","PFL","MG",2,4,1,2,2,1,1,2,4,1,1,1,4,1,2,4,2,2,4,1,2,2,1
302,"JAIR BOLSONARO","PPB","RJ",2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2
359,"JAIR MENEGUELLI","PT","SP",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
499,"JAIR SOARES","PPB","RS",1,2,2,2,2,1,2,1,2,1,2,2,2,2,4,2,1,1,2,2,1,1,2
195,"JAIRO AZI","PFL","BA",2,2,1,4,4,4,1,2,1,1,1,1,1,1,2,1,4,2,1,1,2,2,1
196,"JAIRO CARNEIRO","PFL","BA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
638,"JAMIL HADDAD","PSB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,5,4,4,4,4,4,4,4,4
303,"JANDIRA FEGHALI","PCdoB","RJ",1,4,4,4,4,4,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
197,"JAQUES WAGNER","PT","BA",1,1,4,1,1,1,2,1,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4
500,"JARBAS LIMA","PPB","RS",2,2,2,2,2,1,2,1,2,1,2,2,2,2,4,2,1,1,2,2,1,1,2
76,"JAYME SANTANA","PSDB","MA",4,4,4,4,4,4,1,2,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4
600,"JOANA DARC","PT","MG",1,1,2,4,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
77,"JOAO ALBERTO","PMDB","MA",4,2,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4
198,"JOAO ALMEIDA","PSDB","BA",2,2,1,4,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
634,"JOAO BROCHADO","PPB","DF",2,2,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"JOAO BROCHADO",NA,"DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,1,1,2,2,1
580,"JOAO CARLOS BACELAR","PFL","BA",NA,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,4,4
146,"JOAO COLACO","PSB","PE",2,2,1,4,1,1,1,2,1,1,4,1,1,1,4,1,2,4,1,1,4,2,1
275,"JOAO COSER","PT","ES",1,1,4,1,1,1,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
242,"JOAO FASSARELLA","PT","MG",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
115,"JOAO HENRIQUE","PMDB","PI",2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
450,"JOAO IENSEN","PPB","PR",2,4,4,4,4,4,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
199,"JOAO LEAO","PSDB","BA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
569,"JOAO MAGALHAES","PMDB","MG",4,4,1,3,3,1,1,4,1,4,4,4,4,2,1,2,4,1,2,2,4,1,2
473,"JOAO MATOS","PMDB","SC",1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2
360,"JOAO MELLAO NETO","PFL","SP",4,2,1,2,2,4,1,4,4,1,3,1,1,1,2,1,2,2,1,1,2,4,4
304,"JOAO MENDES","PPB","RJ",4,4,4,4,4,4,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
361,"JOAO PAULO","PT","SP",4,4,4,4,4,4,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
474,"JOAO PIZZOLATTI","PPB","SC",4,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
64,"JOAO RIBEIRO","PFL","TO",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,1,2,2,1,1,2,2,1
40,"JOAO THOME MESTRINHO","PMDB","AM",4,2,1,1,1,1,2,1,2,1,1,1,1,1,4,1,2,2,1,1,2,2,1
614,"JOAO TOTA","PPB","AC",2,2,1,1,1,1,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
411,"JOFRAN FREJAT","PPB","DF",2,2,4,1,1,1,2,1,2,1,1,2,2,2,4,2,1,1,2,2,1,1,2
200,"JONIVAL LUCAS","PFL","BA",4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,4,2,1,1,2,2,1
201,"JORGE KHOURY","PFL","BA",2,2,1,1,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
362,"JORGE TADEU MUDALEN","PPB","SP",2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,4,4,1,1,2,2,4
305,"JORGE WILSON","PMDB","RJ",2,4,1,1,1,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
135,"JOSE ALDEMIR","PMDB","PB",2,2,4,1,4,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
363,"JOSE ANIBAL","PSDB","SP",4,2,4,4,1,1,1,2,1,1,1,1,1,1,4,1,4,2,1,1,2,2,1
364,"JOSE AUGUSTO","PPS","SP",4,4,4,4,4,4,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
451,"JOSE BORBA","PTB","PR",2,2,1,1,1,4,5,2,1,1,1,1,1,1,2,4,4,2,1,1,2,2,1
202,"JOSE CARLOS ALELUIA","PFL","BA",4,2,4,1,1,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
306,"JOSE CARLOS COUTINHO","PFL","RJ",2,4,4,4,4,4,1,2,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4
475,"JOSE CARLOS VIEIRA","PFL","SC",2,2,1,4,1,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
147,"JOSE CHAVES","PMDB","PE",4,4,4,4,4,4,1,2,1,1,4,1,1,1,4,1,4,2,4,1,2,2,4
365,"JOSE COIMBRA","PTB","SP",2,4,1,2,2,1,1,2,1,1,1,1,1,1,2,4,2,2,1,1,2,2,1
625,"JOSE COSTA","PSD","AL",2,4,4,4,4,4,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2
366,"JOSE DE ABREU","PSDB","SP",2,4,1,4,1,1,1,2,1,4,1,1,1,1,2,1,2,2,1,1,2,2,1
308,"JOSE EGYDIO","PFL","RJ",2,2,1,1,1,4,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
367,"JOSE GENOINO","PT","SP",1,1,2,1,1,1,2,1,2,1,2,2,2,2,5,4,4,4,4,4,4,4,4
452,"JOSE JANENE","PPB","PR",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
148,"JOSE JORGE","PFL","PE",4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,2,2,1,1,2,2,1
96,"JOSE LINHARES","PPB","CE",2,2,1,1,1,1,4,2,1,1,1,1,1,1,4,1,2,2,1,4,4,4,4
574,"JOSE LOURENCO","PFL","BA",4,4,4,4,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4
136,"JOSE LUIZ CLEROT","PMDB","PB",4,4,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,4,1,1,2,2,1
368,"JOSE MACHADO","PT","SP",4,4,4,4,4,4,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
309,"JOSE MAURICIO","PDT","RJ",4,4,4,1,4,4,2,1,4,4,2,2,2,4,1,4,4,4,4,4,4,4,4
41,"JOSE MELO","PFL","AM",2,2,1,1,1,1,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
149,"JOSE MENDONCA BEZERRA","PFL","PE",2,2,1,1,1,4,1,2,1,1,4,1,1,1,4,1,2,2,1,1,2,2,1
150,"JOSE MUCIO MONTEIRO","PFL","PE",2,2,1,1,1,4,4,4,4,1,1,1,1,1,4,1,2,2,1,1,2,2,1
97,"JOSE PIMENTEL","PT","CE",1,1,4,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2
369,"JOSE PINOTTI","PSB","SP",4,1,2,1,4,4,2,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4
27,"JOSE PRIANTE","PMDB","PA",2,2,1,1,1,1,1,2,1,4,1,1,1,1,2,1,4,4,4,4,4,4,4
243,"JOSE REZENDE","PPB","MG",2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
203,"JOSE ROCHA","PFL","BA",4,4,4,4,4,4,1,2,4,1,4,1,1,1,2,1,2,2,1,1,2,2,1
244,"JOSE SANTANA DE VASCONCELLOS","PFL","MG",2,2,1,1,1,1,4,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
178,"JOSE TELES","PPB","SE",4,3,1,1,2,4,4,4,4,1,1,2,2,4,4,1,1,1,2,2,1,1,2
169,"JOSE THOMAZ NONO","PSDB","AL",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
418,"JOSIAS GONZAGA","PMDB","GO",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
419,"JOVAIR ARANTES","PSDB","GO",2,4,4,4,1,1,1,2,4,1,1,1,1,1,2,1,2,2,4,3,2,2,1
116,"JULIO CESAR","PFL","PI",4,2,4,4,1,1,4,2,1,1,4,1,1,1,2,1,2,4,1,4,4,4,4
518,"JULIO REDECKER","PPB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
370,"JURANDYR PAIXAO","PPB","SP",4,4,4,4,4,4,4,4,4,4,4,2,4,1,2,4,4,4,4,4,4,4,4
371,"KOYU IHA","PSDB","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,4,4,4,4,4,4
245,"LAEL VARELLA","PFL","MG",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
125,"LAIRE ROSADO","PMDB","RN",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
583,"LAMARTINE POSELLA","PPB","SP",2,4,4,1,1,1,1,2,1,1,1,1,1,4,4,1,2,2,1,1,2,2,1
310,"LAPROVITA VIEIRA","PPB","RJ",4,4,4,4,4,4,3,2,2,1,1,2,3,2,4,3,4,2,1,3,2,2,3
311,"LAURA CARNEIRO","PFL","RJ",4,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,4,2,1
98,"LEONIDAS CRISTINO","PPS","CE",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
246,"LEOPOLDO BESSONE","PTB","MG",2,4,1,3,2,1,1,2,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4
204,"LEUR LOMANTO","PFL","BA",2,4,1,4,1,1,1,2,1,1,1,1,1,1,4,1,2,4,1,1,2,2,1
420,"LIDIA QUINAN","PMDB","GO",2,2,1,1,1,1,4,4,4,1,1,1,1,1,2,1,4,2,1,1,2,2,1
312,"LIMA NETTO","PFL","RJ",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
313,"LINDBERG FARIAS","PSTU","RJ",4,1,2,1,1,1,2,1,2,1,4,2,2,2,1,4,4,4,4,4,4,4,4
4,"LUCIANO CASTRO","PSDB","RR",2,3,4,3,1,4,1,4,1,1,4,1,1,1,4,1,2,2,1,3,2,2,1
453,"LUCIANO PIZZATTO","PFL","PR",2,2,4,4,4,4,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
372,"LUCIANO ZICA","PT","SP",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
5,"LUIS BARBOSA","PPB","RR",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,1,2,2,1,1,2,2,1
526,"LUIS ROBERTO PONTE","PMDB","RS",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"LUIZ ALBERTO","PT","BA",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
206,"LUIZ BRAGA","PFL","BA",2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
277,"LUIZ BUAIZ","PL","ES",2,1,2,1,1,4,2,1,2,1,1,1,1,1,4,1,2,2,1,1,4,4,1
454,"LUIZ CARLOS HAULY","PSDB","PR",4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
373,"LUIZ CARLOS SANTOS","PFL","SP",4,2,4,1,1,4,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
278,"LUIZ DURAO","PFL","ES",4,4,4,4,4,4,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1
586,"LUIZ EDUARDO GREENHALGH","PT","SP",1,1,2,1,1,1,4,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
42,"LUIZ FERNANDO","PPB","AM",2,4,1,4,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
374,"LUIZ GUSHIKEN","PT","SP",1,1,4,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
502,"LUIZ MAINARDI","PT","RS",1,1,4,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
207,"LUIZ MOREIRA","PFL","BA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
151,"LUIZ PIAUHYLINO","PSDB","PE",2,2,1,1,1,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
639,"LUIZ SALOMAO","PDT","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,4,4,4,4,4,4,4,4
79,"MAGNO BACELAR","PFL","MA",2,2,1,1,1,4,1,4,4,1,4,1,1,1,4,1,2,2,1,3,2,2,1
375,"MALULY NETTO","PFL","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,4,2,1
208,"MANOEL CASTRO","PFL","BA",2,2,1,1,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
573,"MARCAL FILHO","PSDB","MS",2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
376,"MARCELO BARBIERI","PMDB","SP",1,2,2,1,1,1,2,4,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2
179,"MARCELO DEDA","PT","SE",1,1,4,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
99,"MARCELO TEIXEIRA","PMDB","CE",4,2,1,1,1,1,4,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
314,"MARCIA CIBILIS VIANA","PDT","RJ",4,4,4,4,4,4,2,1,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4
80,"MARCIA MARINHO","PSDB","MA",4,4,4,4,4,4,1,2,1,4,4,1,1,4,4,4,4,4,4,4,4,4,4
315,"MARCIO FORTES","PSDB","RJ",2,2,1,4,1,1,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
632,"MARCIO MATOS","PT","PR",1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
247,"MARCIO REINALDO MOREIRA","PPB","MG",2,2,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
248,"MARCOS LIMA","PMDB","MG",5,1,2,1,4,4,2,1,2,1,4,2,2,2,1,4,4,1,4,4,4,1,2
608,"MARCUS VICENTE","PSDB","ES",2,4,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
292,"MARIA DA CONCEICAO TAVARES","PT","RJ",1,1,2,4,1,1,4,4,4,1,2,2,2,4,4,4,4,4,4,4,4,4,4
249,"MARIA ELVIRA","PMDB","MG",4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,4,4,1,2,2,1
412,"MARIA LAURA","PT","DF",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
422,"MARIA VALADAO","PTB","GO",2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
435,"MARILU GUIMARAES","PFL","MS",2,4,4,4,4,4,4,4,1,4,4,1,1,1,4,4,4,4,4,4,4,4,4
50,"MARINHA RAUPP","PSDB","RO",4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,1,4,2,1,1,2,2,1
628,"MARIO ASSAD JUNIOR","PFL","MG",2,2,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
479,"MARIO CAVALLAZZI","PPB","SC",4,2,4,1,1,1,1,2,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4
250,"MARIO DE OLIVEIRA","PPB","MG",2,2,1,4,1,1,1,2,1,4,4,1,1,1,2,4,4,4,4,4,4,4,4
563,"MARIO MARTINS","PMDB","PA",2,2,1,1,4,1,1,2,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4
210,"MARIO NEGROMONTE","PSDB","BA",2,2,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
436,"MARISA SERRANO","PSDB","MS",4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,4,4
377,"MARQUINHO CHEDID","PSD","SP",4,4,4,4,4,4,1,2,1,4,1,1,4,4,4,4,2,2,1,1,2,2,1
378,"MARTA SUPLICY","PT","SP",1,1,2,4,4,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
503,"MATHEUS SCHMIDT","PDT","RS",1,1,2,1,1,1,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
251,"MAURICIO CAMPOS","PSDB","MG",2,2,1,1,4,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
379,"MAURICIO NAJAR","PFL","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,4,2,2,1,1,2,2,1
455,"MAURICIO REQUIAO","PMDB","PR",1,1,2,2,4,4,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2
81,"MAURO FECURY","PFL","MA",4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4
252,"MAURO LOPES","PMDB","MG",4,2,1,1,4,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
456,"MAX ROSENMANN","PSDB","PR",4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
504,"MENDES RIBEIRO FILHO","PMDB","RS",2,2,1,1,1,1,1,2,1,1,2,1,1,1,4,1,2,2,1,1,1,2,1
380,"MICHEL TEMER","PMDB","SP",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
637,"MILTON BARBOSA","PFL","BA",NA,2,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,4,1,1,2,2,1
480,"MILTON MENDES","PT","SC",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
316,"MILTON TEMER","PT","RJ",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
317,"MIRO TEIXEIRA","PDT","RJ",1,1,2,1,1,1,2,4,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4
611,"MOACIR MICHELETTO","PMDB","PR",2,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
171,"MOACYR ANDRADE","PPB","AL",4,1,3,4,2,1,2,1,2,4,1,2,2,2,1,2,1,1,4,4,1,1,2
578,"MOISES BENNESBY","PSDB","RO",4,4,4,4,4,4,1,4,1,1,1,1,1,1,4,1,2,2,3,1,2,2,1
6,"MOISES LIPNIK","PL","RR",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
318,"MOREIRA FRANCO","PMDB","RJ",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,4,4
561,"MURILO DOMINGOS","PTB","MT",2,2,1,4,1,1,1,2,1,4,4,1,1,1,2,4,2,2,1,1,2,2,1
14,"MURILO PINHEIRO","PFL","AP",4,2,1,4,1,1,1,2,1,1,1,1,3,1,2,1,2,2,1,1,4,2,1
117,"MUSSA DEMES","PFL","PI",4,4,4,4,4,4,4,2,1,1,4,1,1,1,2,1,4,4,4,1,4,2,1
537,"NAN SOUZA","PFL","MA",2,2,1,1,1,1,1,4,1,4,1,1,1,1,2,1,4,2,1,4,4,4,4
457,"NEDSON MICHELETI","PT","PR",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
592,"NEIF JABUR","PMDB","MG",4,2,1,1,4,1,3,2,3,1,1,2,2,2,1,2,1,1,2,2,1,1,2
598,"NEIVA MOREIRA","PDT","MA",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
506,"NELSON MARCHEZAN","PSDB","RS",2,2,1,4,1,4,1,2,1,1,1,1,1,1,2,4,2,2,2,1,2,2,1
381,"NELSON MARQUEZELLI","PTB","SP",2,2,3,2,4,1,1,2,1,1,1,1,1,1,2,1,2,2,4,1,2,2,1
458,"NELSON MEURER","PPB","PR",2,2,1,4,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
100,"NELSON OTOCH","PSDB","CE",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
507,"NELSON PROENCA","PMDB","RS",NA,2,4,1,4,1,1,2,1,1,1,1,1,4,2,1,2,2,1,1,2,2,1
437,"NELSON TRAD","PTB","MS",2,2,4,4,1,4,1,2,1,1,1,1,1,1,2,1,2,4,1,1,4,2,1
211,"NESTOR DUARTE","PSDB","BA",2,2,1,4,4,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
481,"NEUTO DE CONTO","PMDB","SC",2,2,1,1,1,1,1,2,1,1,1,1,4,1,2,1,2,2,1,2,2,2,1
126,"NEY LOPES","PFL","RN",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,2,2,1,1,2,2,1
28,"NICIAS RIBEIRO","PSDB","PA",4,4,4,1,1,1,4,2,1,1,4,1,1,4,4,1,2,2,1,1,2,2,1
254,"NILMARIO MIRANDA","PT","MG",4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4
153,"NILSON GIBSON","PSB","PE",2,1,2,1,1,1,1,1,1,1,1,2,2,2,4,5,5,5,5,5,5,5,5
279,"NILTON BAIANO","PPB","ES",2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2
320,"NILTON CERQUEIRA","PSDB","RJ",2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1
321,"NOEL DE OLIVEIRA","PMDB","RJ",2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,4,1,4,4,4,4,4
508,"ODACIR KLEIN","PMDB","RS",2,2,1,1,1,1,1,2,1,4,4,1,1,1,2,1,4,2,1,1,2,2,1
255,"ODELMO LEAO","PPB","MG",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
459,"ODILIO BALBINOTTI","PSDB","PR",2,2,1,1,1,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
29,"OLAVIO ROCHA","PSDB","PA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,4,4
423,"ORCINO GONCALVES","PMDB","GO",2,4,2,1,1,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
557,"OSCAR ANDRADE","PFL","RO",2,4,4,1,1,4,1,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4
438,"OSCAR GOLDONI","PMDB","MS",4,4,4,4,4,4,1,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4
256,"OSMANIO PEREIRA","PSDB","MG",2,4,1,1,1,1,1,2,1,4,1,1,1,1,2,1,2,2,1,1,2,2,1
566,"OSMAR LEITAO","PPB","RJ",2,2,1,1,1,1,1,2,1,1,1,1,2,1,4,1,2,2,1,1,2,2,1
555,"OSMIR LIMA","PFL","AC",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
413,"OSORIO ADRIANO","PFL","DF",2,2,1,4,2,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
509,"OSVALDO BIOLCHI","PTB","RS",2,2,1,4,1,4,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,2,1
154,"OSVALDO COELHO","PFL","PE",4,2,1,1,4,4,4,4,4,4,1,1,1,1,2,1,2,2,1,1,2,4,1
65,"OSVALDO REIS","PPB","TO",2,2,1,1,1,1,1,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4
460,"PADRE ROQUE","PT","PR",1,1,2,1,1,1,2,1,2,1,2,2,2,4,1,4,4,4,4,4,4,4,4
101,"PAES DE ANDRADE","PMDB","CE",1,1,2,1,4,4,4,4,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4
118,"PAES LANDIM","PFL","PI",4,2,4,4,1,4,1,2,1,1,1,1,1,1,2,4,2,2,1,1,2,2,1
43,"PAUDERNEY AVELINO","PFL","AM",4,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
483,"PAULO BORNHAUSEN","PFL","SC",2,2,1,4,1,4,1,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
462,"PAULO CORDEIRO","PFL","PR",4,4,4,4,4,4,1,2,1,4,4,4,4,1,2,4,4,4,4,4,4,4,4
