"id","name","party","state","vote.2650","vote.2652","vote.2654","vote.2659","vote.2660","vote.2664","vote.2665","vote.2671","vote.2673","vote.2674","vote.2675","vote.2677","vote.2680","vote.2681","vote.2684","vote.2726","vote.2727","vote.2728","vote.2729","vote.2730","vote.2731","vote.2732","vote.2735","vote.2737","vote.2739","vote.2741","vote.2744","vote.2746","vote.2747","vote.2748","vote.2749","vote.2751","vote.2752","vote.2753","vote.2757","vote.2758","vote.2761","vote.2762","vote.2763","vote.2776","vote.2777","vote.2781","vote.2784","vote.2785","vote.2788","vote.2789","vote.2790","vote.2791","vote.2792","vote.2793","vote.2795","vote.2796","vote.2798","vote.2799","vote.2804","vote.2813","vote.2815","vote.2816","vote.2817","vote.2818","vote.2830","vote.2831","vote.2834","vote.2841","vote.2842","vote.2844","vote.2846","vote.2854","vote.2855","vote.2856","vote.2857","vote.2858","vote.2859","vote.2860","vote.2861","vote.2868","vote.2869","vote.2920","vote.2921","vote.2922","vote.2925","vote.2926","vote.2927","vote.2928","vote.2929","vote.2930","vote.2932","vote.2935","vote.2936","vote.2937","vote.2941","vote.2942","vote.2943","vote.2945","vote.2947","vote.2948","vote.2949","vote.2950","vote.2953","vote.2955","vote.2957","vote.2958","vote.2961","vote.2962","vote.2964","vote.2967","vote.2968","vote.2970","vote.2972","vote.2973","vote.2975","vote.2976","vote.2977","vote.2978","vote.2979","vote.2980","vote.2981","vote.2982","vote.2983","vote.2984"
348,"DR  UBIALI","PSB","SP",2,4,2,1,2,1,2,1,1,1,5,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,5,1,1,1,2,2,1,2,1,4,4,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,4,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
350,"DUARTE NOGUEIRA","PSDB","SP",2,4,5,2,5,1,1,2,1,1,4,2,2,2,2,4,2,4,5,1,2,5,5,4,5,1,2,4,2,2,1,1,2,2,2,1,1,2,4,2,2,2,2,1,1,1,2,1,2,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,2,1,4,4,4,1,1,2,2,2,5,4,4,2,2,2,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,2,2,4,4,5,5,5,4,4,2,2,2,2,2,1,2
154,"EDGAR MOURY","PMDB","PE",2,4,2,2,2,1,1,2,1,1,2,4,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,1,1,1,1,1,4,1,2,2,2,2,2,4,4,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,4,4,2,1,1,2,4,4,2,2,2,2,4,2,1,1,1,1,1,1,2,1,1,2,2,2,2,4,2,2,1,1,1,1,1,2,1
534,"EDIGAR MAO BRANCA","PV","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,2,2,1,4,2,2,2,2,2,2,4,2,2,2,1,2,2,2,4,1,2,4,1,1,2,1,2,4,4,1,1,2,2,1,2,2,1,5,1,1,1,2,5,2,4,4,1,4,4,4,2,1,2,2,2,2,2,2,1,1,1,2,4,2,2,2,2,2,1,4,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
470,"EDINHO BEZ","PMDB","SC",2,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,4,2,4,2,2,4,2,2,1,2,4,2,2,2,2,2,4,2,4,2,1,2,2,4,4,1,4,2,1,1,1,1,1,4,1,4,4,1,2,1,4,1,1,4,4,1,1,4,4,4,4,4,1,4,1,1,2,1,2,2,1,4,2,4,1,1,1,2,4,2,4,4,4,2,1,4,4,2,4,4,1,4,4,4,2,2,4,2,1,2,4,2,1,1,4,2,2,1,1,1,1,1,4,1
2,"EDIO LOPES","PMDB","RR",2,4,2,1,2,4,4,1,4,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,1,1,2,2,2,4,4,2,1,2,1,2,1,2,2,4,4,1,5,2,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,4,1,1,1,1,2,1,4,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,4,2,2,2,2,1,1,1,1,1,4,1
231,"EDMAR MOREIRA","DEM","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,4,1,1,1,1,2,4,1,1,1,4,4,1,2,2,2,5,4,4,4,4,4,4,4,1,4,4,4,4,4,1,2,2,2,4,1,5,2,2,2,4,4,4,5,5,5,5,5,4,4,5,1,1,4,1,4,5,4,4,4,4,1,1,4,4,4,5,5,5,5,3,4,4,4,1,5,1
231,"EDMAR MOREIRA","PFL","MG",2,4,1,1,4,1,1,2,1,4,2,4,1,1,1,4,4,4,4,1,4,4,5,1,4,2,4,4,4,4,4,2,4,4,1,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"EDMILSON VALENTIM","PCdoB","RJ",4,4,4,1,2,2,2,1,1,2,4,1,1,1,1,1,2,2,2,4,2,2,2,4,4,4,4,4,2,2,2,2,1,2,1,2,1,2,4,2,3,1,5,2,1,1,2,1,1,5,1,1,1,2,2,1,1,1,1,4,1,1,2,1,2,1,4,4,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
351,"EDSON APARECIDO","PSDB","SP",2,4,5,2,5,1,1,2,1,1,1,4,2,2,2,2,2,1,4,1,4,5,5,1,5,1,2,4,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,2,2,2,4,5,4,2,2,2,4,4,4,5,5,5,5,4,5,5,5,4,4,5,4,4,5,4,5,5,5,2,2,5,4,5,5,5,5,4,2,2,2,2,2,1,2
189,"EDSON DUARTE","PV","BA",1,4,4,4,4,4,4,1,4,4,4,4,4,1,1,4,4,4,4,4,4,4,2,2,1,2,4,2,2,2,2,4,4,2,1,2,4,4,2,2,4,4,2,4,2,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,1,4,4,4,2,1,2,2,2,4,4,4,4,4,4,2,3,2,2,4,2,2,4,2,4,2,4,1,1,2,4,4,4,2,1,4,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
298,"EDSON EZEQUIEL","PMDB","RJ",2,4,2,1,2,1,2,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,4,2,1,1,3,1,4,5,4,4,4,1,4,1,1,1,1,5,1,1,1,1,4,1,5,5,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
299,"EDSON SANTOS","PT","RJ",4,4,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,1,2,1,2,1,2,2,2,2,4,4,2,1,1,2,4,4,4,1,1,1,2,2,1,2,1,1,4,1,1,1,4,2,1,4,4,1,4,4,4,2,1,2,1,1,4,2,2,1,1,1,2,1,2,2,2,2,2,1,4,2,4,1,1,1,2,1,2,2,2,1,2,1,2,2,4,2,2,2,4,2,1,1,1,1,1,2,1
175,"EDUARDO AMORIM","PSC","SE",2,4,2,2,2,1,2,1,1,2,5,4,1,1,1,4,2,2,2,2,4,2,2,2,1,1,2,2,4,2,4,4,1,2,1,2,1,2,2,4,4,1,2,2,1,1,2,4,4,4,1,1,1,1,2,1,1,1,1,5,1,1,1,4,4,4,4,4,1,4,4,4,1,1,2,2,2,4,4,4,2,2,2,2,1,1,2,5,1,2,1,4,2,2,1,4,4,2,1,1,2,4,1,2,1,2,2,2,2,2,4,2,2,1,1,1,1,1,2,1
230,"EDUARDO BARBOSA","PSDB","MG",2,4,1,2,5,1,1,2,1,1,1,2,2,2,2,2,2,1,5,4,2,5,4,4,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,4,1,2,4,1,1,1,2,2,2,5,5,4,2,2,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,5,5,5,2,2,2,2,2,1,2
300,"EDUARDO CUNHA","PMDB","RJ",2,4,2,1,4,2,2,1,1,4,4,4,1,4,4,1,2,4,2,2,4,4,4,4,4,4,2,4,2,4,4,2,1,2,1,2,1,2,2,2,2,4,5,2,1,1,2,1,4,4,1,1,1,1,2,1,1,2,2,4,1,1,1,1,1,2,2,4,1,2,1,1,2,1,4,1,2,2,2,2,1,1,1,2,4,2,2,1,2,4,1,4,2,2,1,1,4,4,4,2,2,2,1,4,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
156,"EDUARDO DA FONTE","PP","PE",2,4,4,4,4,1,1,1,1,1,1,4,1,4,4,1,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,4,4,5,2,1,1,2,1,1,4,1,1,1,1,2,1,2,2,1,4,4,1,1,1,3,2,4,3,2,2,2,2,2,4,2,2,2,4,4,4,1,1,1,4,1,2,2,4,2,2,1,2,2,2,1,4,1,2,1,2,4,2,1,2,1,2,4,2,4,2,4,2,2,1,1,1,1,1,4,1
60,"EDUARDO GOMES","PSDB","TO",2,4,5,2,5,1,1,2,1,1,1,2,2,2,2,4,2,4,4,1,2,5,5,1,5,1,4,2,4,2,1,4,2,4,4,1,1,2,4,4,4,4,4,1,1,4,4,1,2,2,2,4,2,1,1,2,1,1,1,4,2,2,2,2,2,2,4,4,1,4,4,4,1,4,4,2,2,5,4,4,2,2,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
525,"EDUARDO LOPES","PSB","RJ",NA,4,2,1,2,1,2,1,1,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,5,2,1,1,2,1,1,4,1,1,1,2,2,1,2,1,1,4,1,1,1,1,1,2,4,4,1,2,2,1,2,1,2,2,2,2,2,2,1,4,4,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,4,1,2,1
461,"EDUARDO SCIARRA","DEM","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,2,1,2,2,2,4,2,2,2,2,2,1,1,2,1,4,4,4,4,2,2,2,2,1,4,4,1,4,4,4,2,1,2,1,1,4,5,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,2,1,4,4,4,1,4,4,4,2,2,2,2,2,5,2
461,"EDUARDO SCIARRA","PFL","PR",1,4,4,2,5,1,1,2,1,1,1,2,1,2,2,5,4,5,4,1,4,4,5,4,5,1,4,4,5,5,1,1,4,5,2,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"EDUARDO VALVERDE","PT","RO",2,4,2,1,2,2,2,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,4,4,2,2,4,1,2,1,2,1,4,2,2,2,1,5,2,1,4,2,1,1,4,1,1,1,2,4,1,2,1,1,4,1,1,1,1,2,1,4,3,4,4,2,2,4,1,4,1,1,4,2,2,1,1,1,4,1,2,4,2,2,4,4,4,2,4,1,1,1,4,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1
128,"EFRAIM FILHO","DEM","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,1,2,2,1,1,2,2,2,2,4,1,1,4,1,1,1,1,2,2,2,4,4,4,4,1,1,4,2,1,4,4,4,1,1,4,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,2,2,2,4,2
128,"EFRAIM FILHO","PFL","PB",1,4,4,2,5,1,4,2,1,1,1,2,1,2,2,5,4,4,4,4,4,4,5,4,4,1,4,4,4,4,1,1,4,4,2,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"ELCIONE BARBALHO","PMDB","PA",2,4,2,1,4,1,4,1,4,4,4,1,1,1,1,4,4,4,4,4,2,4,2,4,1,1,2,2,2,2,4,2,1,2,1,2,4,2,1,2,4,4,4,4,1,1,2,1,1,4,1,1,1,1,2,1,1,1,1,4,4,4,4,2,2,1,4,4,1,2,4,1,2,1,2,1,2,2,2,2,1,1,1,4,1,4,2,2,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,1,1,1,1,1,2,1
401,"ELIENE LIMA","PP","MT",2,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,1,2,1,2,1,2,2,4,2,4,4,2,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2,4,4,2,2,2,2,2,1,2,2,2,2,2,2,4,1,1,4,1,2,2,2,2,2,1,2,2,4,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,4,2,1,1,1,1,1,2,1
495,"ELISEU PADILHA","PMDB","RS",4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,2,1,2,4,2,2,2,4,4,1,2,1,2,1,2,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,4,4,4,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,4,4,2,4,2,4,4,5,4,1,4,2,4,5,4,1,2,1,5,4,4,5,5,1,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4
237,"ELISMAR PRADO","PT","MG",2,4,2,1,4,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,5,2,1,1,4,1,1,4,4,1,1,2,2,1,2,1,1,4,1,1,1,1,2,1,5,4,1,2,4,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,4,2,4,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,4,2,1,1,1,1,1,4,1
352,"EMANUEL","PSDB","SP",2,4,1,2,5,1,1,2,1,1,1,2,2,2,2,4,2,1,5,1,2,5,4,1,5,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,5,2,1,2,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"EMANUEL FERNANDES","PSDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,2,2,2,2,2,1,2
353,"ENEAS","PR","SP",4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"ENIO BACCI","PDT","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,2,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,4,2,2,2,4,4,4,4,1,4,4,4,4,4,4
44,"ERNANDES AMORIM","PTB","RO",2,4,2,1,2,1,2,1,4,4,4,1,1,1,1,4,4,4,4,4,2,2,4,2,1,2,2,2,2,4,2,4,1,2,1,2,1,2,2,2,2,4,4,2,1,1,2,1,1,4,1,1,4,4,4,1,2,1,4,4,4,4,4,1,3,4,4,4,4,2,2,2,2,4,4,4,4,2,2,2,1,1,1,2,4,2,2,2,2,2,4,4,2,2,4,1,1,2,1,2,2,2,1,2,1,2,2,2,4,2,2,2,2,1,1,1,1,1,2,1
91,"EUDES XAVIER","PT","CE",2,4,4,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,1,2,4,4,4,4,4,4,1,2,1,2,1,2,4,2,2,4,4,4,2,1,2,1,1,4,1,1,1,2,2,1,2,1,1,4,1,4,1,1,2,1,4,4,4,2,2,2,2,1,2,1,1,2,2,4,1,1,1,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
93,"EUGENIO RABELO","PP","CE",4,4,2,1,2,1,2,1,1,1,1,4,1,1,1,1,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,4,3,2,1,1,4,1,1,3,4,4,1,1,2,1,2,1,1,3,4,4,4,1,3,2,4,4,2,2,4,2,4,1,2,2,2,4,2,2,1,1,1,2,4,2,2,2,2,2,1,2,2,4,1,1,1,2,1,4,2,2,1,2,1,2,4,2,2,2,2,4,2,1,1,1,1,1,2,1
95,"EUNICIO OLIVEIRA","PMDB","CE",2,4,2,1,2,1,2,1,1,1,4,1,1,1,4,1,2,2,2,2,2,2,2,4,1,2,4,2,4,2,4,4,1,4,1,2,4,2,2,2,4,4,4,4,1,1,1,1,1,4,1,1,1,4,2,1,1,1,1,4,1,4,4,3,2,1,4,4,4,4,4,4,4,1,2,1,3,4,4,2,1,1,1,4,1,2,4,2,2,2,1,2,2,2,4,1,1,2,4,4,4,2,4,2,1,2,4,2,4,2,4,4,2,1,1,1,1,1,2,1
11,"EVANDRO MILHOMEN","PCdoB","AP",4,4,2,1,2,2,2,1,4,5,2,1,1,1,1,1,2,2,2,1,2,2,4,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,5,2,1,1,1,1,1,4,1,1,1,2,2,1,1,1,1,4,1,1,1,1,2,1,4,1,4,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,4,2,2,1,1,1,1,1,2,1
119,"FABIO FARIA","PMN","RN",2,4,2,1,2,1,2,1,1,2,5,4,4,4,4,1,2,4,2,2,4,2,2,2,1,1,4,2,2,2,2,2,1,2,1,2,4,4,4,4,4,4,4,2,1,1,1,1,2,4,1,4,1,4,2,4,1,2,1,4,1,1,1,1,3,2,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,1,2,4,4,4,4,4,4,4,2,4,4,1,2,1,4,4,2,2,2,2,4,2,1,1,1,1,1,2,1
238,"FABIO RAMALHO","PV","MG",2,4,2,1,4,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,4,2,4,4,4,4,1,1,1,1,1,4,1,1,1,2,2,1,2,2,1,4,1,1,1,1,1,2,4,4,1,2,4,2,2,1,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,1,1,1,2,1,2,2,4,1,4,1,2,4,2,2,2,4,2,2,1,1,1,1,1,4,1
190,"FABIO SOUTO","DEM","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,2,2,1,1,2,4,2,2,2,1,1,2,1,1,1,2,2,2,2,4,2,1,4,5,1,2,2,1,2,1,2,1,1,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,1,4,5,4,4,5,4,4,2,2,2,2,2,5,2
190,"FABIO SOUTO","PFL","BA",1,4,5,2,5,4,4,2,1,4,4,2,1,2,2,4,5,5,4,1,4,4,5,4,4,1,5,4,5,5,4,4,4,4,2,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"FATIMA BEZERRA","PT","RN",4,4,4,4,4,2,2,1,1,4,4,4,1,4,1,1,4,2,2,2,2,2,2,4,1,2,2,2,2,2,2,4,1,4,1,2,1,4,2,2,4,4,5,2,2,4,2,4,4,4,1,4,1,2,2,1,2,2,1,4,4,4,4,1,4,1,4,4,1,4,4,4,4,1,2,1,1,2,2,2,4,1,1,2,4,4,2,2,2,2,1,2,4,2,4,1,1,2,1,2,2,2,1,4,1,4,2,4,4,2,2,4,2,1,1,1,1,1,2,1
12,"FATIMA PELAES","PMDB","AP",4,4,4,1,2,4,2,1,1,4,1,4,1,4,1,4,4,4,4,4,2,2,4,2,1,2,2,2,2,4,2,2,1,2,1,2,1,2,2,2,2,4,5,4,1,1,4,1,1,4,1,1,1,1,2,1,1,1,1,4,1,1,1,4,2,1,4,5,1,4,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,4,4,2,2,2,1,1,1,2,1,2,2,4,1,2,1,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4
301,"FELIPE BORNIER","PHS","RJ",4,4,4,1,2,2,2,1,1,4,4,4,1,4,4,1,2,2,2,4,2,2,2,2,1,4,2,2,2,2,2,2,1,2,1,2,1,2,4,2,2,4,5,1,1,1,2,1,4,4,4,4,1,1,2,1,1,1,1,5,4,1,1,1,1,2,5,3,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,4,4,1,2,2,2,1,1,4,2,4,5,5,2,1,2,1,2,4,2,2,2,2,2,2,1,1,1,1,1,2,1
120,"FELIPE MAIA","DEM","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,4,1,2,3,1,2,2,2,2,2,4,1,2,1,1,1,4,2,2,2,2,2,1,5,5,1,2,2,1,2,1,4,1,1,4,5,4,2,2,2,5,4,5,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,4,1,2,1,4,4,5,1,4,5,5,2,2,2,2,2,5,2
120,"FELIPE MAIA","PFL","RN",1,4,5,2,5,1,1,2,1,1,1,2,1,2,2,4,5,4,4,1,5,4,5,4,5,4,5,4,5,4,4,1,5,4,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"FELIX MENDONCA","DEM","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,4,2,2,2,2,5,3,4,4,1,2,2,1,4,1,2,2,2,4,4,4,2,2,2,4,4,2,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,2,1,4,4,5,4,4,5,5,2,2,4,4,4,4,4
