"id","name","party","state","vote.2312","vote.2338","vote.2339","vote.2346","vote.2347","vote.2348","vote.2349","vote.2350","vote.2351","vote.2356","vote.2360","vote.2361","vote.2362","vote.2365","vote.2366","vote.2370","vote.2371","vote.2373","vote.2374","vote.2375","vote.2380","vote.2381","vote.2383","vote.2387","vote.2389","vote.2391","vote.2392","vote.2393","vote.2394","vote.2396","vote.2400","vote.2401","vote.2403","vote.2406","vote.2408","vote.2409","vote.2413","vote.2422","vote.2424","vote.2425","vote.2429","vote.2430","vote.2432","vote.2434","vote.2435","vote.2436","vote.2437","vote.2439","vote.2441","vote.2442","vote.2445","vote.2452","vote.2458","vote.2459","vote.2460","vote.2463","vote.2467","vote.2468","vote.2470","vote.2471","vote.2473","vote.2474","vote.2475","vote.2476","vote.2478","vote.2479"
582,"ARY KARA","PTB","SP",4,4,4,4,1,4,2,4,1,4,2,4,4,4,4,2,2,4,4,2,1,2,1,2,2,2,4,2,2,1,4,4,4,2,4,1,2,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,1,2,4,1,4,1,1,1,1,1,2,1,4
20,"ASDRUBAL BENTES","PMDB","PA",1,2,5,4,1,1,4,4,4,4,4,4,2,4,2,2,2,2,2,2,4,2,4,2,2,2,4,4,4,1,2,2,2,4,1,1,1,4,1,2,4,2,2,2,4,4,2,2,4,2,2,1,4,2,2,1,4,4,4,4,4,4,4,4,4,4
443,"ASSIS MIGUEL DO COUTO","PT","PR",1,4,4,4,1,1,1,4,1,4,4,2,2,2,4,4,4,4,2,2,1,4,1,2,2,2,2,2,2,4,2,1,5,4,1,1,2,1,1,2,4,2,2,4,4,2,2,2,2,2,2,1,2,2,2,1,1,4,1,1,4,1,4,2,2,2
38,"ATILA LINS","PMDB","AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,2,2,4,2,4,4,2,4,2,2,4,2,2,1,4,4,4,4,1,1,1,1,2,1,2
38,"ATILA LINS","PPS","AM",4,4,3,4,1,1,4,2,2,4,2,1,2,4,4,2,2,2,2,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"ATILA LIRA","PSDB","PI",4,4,2,4,2,2,2,2,2,2,5,1,2,2,5,5,5,5,4,5,2,5,5,5,4,5,5,5,5,1,2,1,2,2,1,1,2,2,2,1,1,1,1,5,1,5,4,5,5,5,2,1,2,4,2,4,1,5,1,1,1,1,1,1,1,1
489,"AUGUSTO NARDES","PP","RS",1,2,2,4,4,1,2,2,4,4,4,2,4,4,2,4,2,2,2,2,1,2,4,2,2,2,2,2,2,4,4,4,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"B  SA","PPS","PI",1,4,4,4,1,1,1,5,1,4,2,2,2,2,4,2,2,2,4,2,1,2,1,2,4,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"B  SA","PSB","PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,2,1,1,4,1,2,2,4,2,2,2,4,4,2,2,1,2,2,2,1,1,1,1,1,4,1,1,2,1,2
111,"B  SA",NA,"PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"BABA","PSOL","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,4,2,4,4,5,5,4,4,5,5,2,5,1,2,1,1,4,4,1,4,1,1,2,1,2
21,"BABA",NA,"PA",1,2,4,4,2,1,2,4,2,5,2,1,4,5,5,4,5,5,5,5,2,5,4,5,4,4,5,5,5,4,4,4,4,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"BADU PICANCO","PL","AP",4,4,4,4,4,4,1,4,4,4,2,2,2,4,4,4,2,2,2,4,1,4,4,4,4,4,4,2,4,2,2,2,4,2,1,1,4,4,4,4,1,4,4,4,4,2,2,4,4,2,2,1,2,4,4,4,1,4,1,1,4,1,1,2,1,2
416,"BARBOSA NETO","PSB","GO",1,4,4,4,4,4,1,4,4,4,2,2,2,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,2,1,4,1,4,2,4,1,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2
162,"BENEDITO DE LIRA","PP","AL",1,2,4,4,1,1,1,2,1,4,2,2,2,4,2,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,4,2,4,1,4,2,1,2,4,2,2,4,2,5,2,2,2,2,2,1,2,2,2,1,1,4,1,4,4,1,1,2,4,2
128,"BENJAMIN MARANHAO","PMDB","PB",1,2,4,4,4,4,1,2,1,4,4,4,4,4,4,2,4,4,4,2,1,2,1,4,4,2,4,2,2,1,4,4,2,4,4,4,4,1,1,2,4,1,2,4,4,5,2,4,4,4,4,4,4,4,4,1,1,1,4,4,1,1,1,2,1,4
291,"BERNARDO ARISTON","PMDB","RJ",1,4,4,4,4,4,2,4,2,4,2,1,1,4,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,2,1,2,4,2,4,1,2,1,1,2,1,2,1,4,4,4,4,1,4,1,2,4,2,4,2,1,1,1,4,4,4,4,4,4,4,4
120,"BETINHO ROSADO","PFL","RN",2,4,1,4,2,2,2,2,4,4,4,4,4,4,4,5,4,2,4,4,5,1,5,4,4,4,4,4,4,1,4,1,2,4,1,4,4,2,4,1,4,4,1,4,5,4,4,4,4,5,4,4,4,1,4,4,4,5,4,1,1,4,1,1,2,2
490,"BETO ALBUQUERQUE","PSB","RS",1,2,5,4,1,1,1,5,1,1,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,4,4,1,2,1,4,4,1,2,4,4,4,4,2,4,4,2,2,1,2,2,2,1,1,1,4,1,1,1,1,4,2,2
88,"BISMARCK MAIA","PSDB","CE",2,1,2,4,2,2,2,2,4,2,5,1,2,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,5,1,1,1,4,2,1,1,4,2,2,4,1,4,1,4,1,5,4,4,5,5,4,4,4,4,1,4,1,5,1,1,1,1,1,1,1,1
221,"BONIFACIO DE ANDRADA","PSDB","MG",2,4,4,4,4,4,2,2,2,4,4,1,2,2,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,2,1,4,4,1,3
172,"BOSCO COSTA","PSDB","SE",2,1,2,4,2,2,2,2,4,5,4,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,2,1,4,4,1,1,4,2,1,1,1,4,1,4,4,5,5,5,5,4,5,4,1,4,1,1,1,4,1,1,1,1,1,4,1,1
224,"CABO JULIO","PMDB","MG",4,4,4,4,1,4,4,4,4,4,4,1,2,4,4,4,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,1,2,4,4,4,4,2,2,2,2,5,4,4,4,4,1,2,4,1,1,1,1,1,1,1,4,2,2
590,"CAPITAO WAYNE","PSDB","GO",4,4,4,4,2,2,2,2,2,4,5,1,2,2,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,2,1,2,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"CARLITO MERSS","PT","SC",1,2,4,4,1,1,1,4,1,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,5,2,1,1,2,4,1,2,4,4,2,2,2,4,4,2,2,2,2,1,2,2,2,1,1,1,4,1,4,1,4,2,1,2
399,"CARLOS ABICALIL","PT","MT",1,2,4,4,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,1,4,1,4,2,1,1,2,1,1,2,5,2,2,2,2,2,2,2,4,2,2,1,2,4,2,4,1,1,1,1,1,1,1,2,3,2
415,"CARLOS ALBERTO LEREIA","PSDB","GO",2,4,2,5,2,2,2,2,2,4,5,1,2,4,4,5,4,5,5,4,5,4,4,4,4,4,5,4,5,1,4,4,2,2,1,1,2,4,2,1,1,4,4,4,1,5,5,4,4,4,4,4,5,4,1,4,1,4,4,1,1,1,1,1,1,4
604,"CARLOS BATATA","PSDB","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,4,1,4,1,5,5,4,4,5,4,4,4,4,4,2,4,5,4,1,1,4,1,4,4,4
130,"CARLOS DUNGA","PTB","PB",1,4,5,5,1,1,1,5,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,2,4,4,2,2,1,1,2,1,4,2,4,1,2,2,2,2,2,2,1,2,2,2,1,4,1,4,1,1,1,1,2,1,1
152,"CARLOS EDUARDO CADOCA","PMDB","PE",1,1,5,4,1,1,2,2,4,2,5,1,4,4,4,2,5,2,2,5,2,4,5,4,4,5,4,5,1,1,2,1,4,2,1,1,2,1,1,2,4,2,2,4,1,5,5,4,4,2,5,1,5,1,2,1,1,4,4,4,4,4,4,4,4,4
226,"CARLOS MELLES","PFL","MG",2,4,1,4,4,2,4,4,2,4,3,4,4,4,4,5,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,2,4,5,4,4,4,1,1,1,1,4
521,"CARLOS MOTA","PL","MG",1,4,4,4,1,1,1,5,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,1,2,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,"CARLOS MOTA","PSB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,2,2,4,1,1,1,1,1,1,1,2,5,1,2,1,1,4,4,4,4,1,1,4,4,4
532,"CARLOS NADER","PL","RJ",1,5,5,5,1,1,1,4,4,4,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,1,5,2,1,1,2,1,1,2,1,2,4,4,1,2,2,2,5,2,2,1,2,2,2,1,1,5,1,1,1,1,1,2,1,2
289,"CARLOS RODRIGUES","PL","RJ",1,4,5,4,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,2,1,2,2,2,4,4,2,1,2,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"CARLOS SAMPAIO","PSDB","SP",2,4,4,1,2,2,2,2,2,4,4,1,2,2,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,1,1,2,2,4,4,2,2,4,4,1,2,1,4,4,5,4,4,5,3,4,4,5,4,4,2,4,4,4,1,4,4,1,1,4,4
290,"CARLOS SANTANA","PT","RJ",1,4,4,4,1,1,1,4,1,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,3,2,1,1,2,1,1,4,4,2,2,4,2,2,4,2,2,2,2,1,2,2,1,1,1,1,4,1,1,1,4,2,1,2
37,"CARLOS SOUZA","PP","AM",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,4,1,2,2,2,4,4,4,1,2,1,4,2,1,4,1,4,1,2,4,2,2,4,4,4,2,4,4,4,2,1,2,2,2,4,5,5,4,4,4,4,4,2,1,2
222,"CARLOS WILLIAN","PMDB","MG",4,4,4,4,1,4,4,4,1,1,4,4,2,4,4,2,3,4,4,4,5,4,4,2,4,4,4,4,4,1,4,4,4,2,4,4,4,1,4,4,4,4,2,4,4,4,2,4,4,4,2,4,2,4,2,4,4,4,1,1,4,1,1,1,4,1
400,"CELCITA PINHEIRO","PFL","MT",4,1,2,4,2,2,2,2,2,4,5,1,2,2,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,2,1,4,4,4,1,5,5,4,4,5,5,1,4,4,2,2,1,5,1,1,1,1,1,1,1,1
344,"CELSO RUSSOMANNO","PP","SP",1,4,4,4,1,1,1,4,1,4,2,2,4,4,4,2,2,4,2,2,1,2,1,2,2,2,4,4,2,2,2,2,4,2,4,4,1,2,1,4,4,4,4,4,4,4,2,2,4,4,2,1,2,4,2,1,1,4,4,4,4,4,4,4,4,4
70,"CESAR BANDEIRA","PFL","MA",1,2,1,4,1,1,2,2,1,4,5,2,2,4,2,2,2,4,4,2,1,1,5,4,4,4,4,4,4,4,4,4,2,2,1,1,4,1,1,4,1,2,4,4,2,2,2,4,4,2,2,1,2,2,4,1,1,1,1,1,1,1,1,2,1,4
225,"CESAR MEDEIROS","PT","MG",1,2,4,4,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,5,2,1,4,2,1,1,2,2,2,2,4,2,2,2,2,4,2,2,1,2,2,2,1,1,4,4,4,4,4,4,4,4,4
494,"CEZAR SCHIRMER","PMDB","RS",4,4,4,4,2,2,4,4,2,4,2,4,4,4,4,1,2,2,5,5,2,1,2,1,4,4,4,5,1,2,4,4,4,4,1,1,2,2,2,1,4,2,2,4,1,4,1,1,4,1,1,2,4,4,2,4,1,1,4,4,4,3,3,4,4,4
447,"CEZAR SILVESTRI","PPS","PR",4,4,2,4,2,1,2,2,2,2,4,4,4,4,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,1,2,1,4,4,2,1,4,1,1,4,4,2,1,4,1,5,5,4,5,5,5,4,5,1,4,2,1,1,1,1,4,1,1,4,1,1
594,"CHICAO BRIGIDO","PMDB","AC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"CHICO ALENCAR","PSOL","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,1,4,1,1,1,1,4,1,1,4,2,1,2
295,"CHICO ALENCAR","PT","RJ",1,2,5,5,1,1,1,4,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,4,1,2,1,1,1,2,2,2,5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"CHICO DA PRINCESA","PL","PR",1,4,4,4,1,1,1,4,4,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,4,4,2,4,4,2,1,1,4,4,2,2,4,1,4,2,2,4,2,2,1,2,2,2,4,1,4,4,1,1,1,1,2,1,2
597,"CHICO SARDELLI","PFL","SP",NA,NA,4,4,4,4,4,4,4,2,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,2,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"CHICO SARDELLI","PV","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,2
112,"CIRO NOGUEIRA","PP","PI",4,4,5,4,4,4,4,4,4,4,4,2,4,4,2,4,2,4,2,2,1,2,4,2,2,2,2,2,2,1,4,4,5,4,1,1,4,2,1,4,4,4,4,4,2,2,2,4,4,4,4,1,2,2,4,1,4,4,4,1,1,4,4,4,4,4
186,"CLAUDIO CAJADO","PFL","BA",2,1,2,4,4,4,2,2,4,2,5,1,2,4,1,5,5,4,4,5,4,4,4,4,4,4,4,4,5,1,1,1,2,2,1,1,1,2,2,4,4,5,5,4,1,5,4,5,5,5,4,5,5,1,2,2,1,4,1,1,1,1,4,1,1,2
339,"CLAUDIO MAGRAO","PPS","SP",1,2,5,4,1,1,2,2,2,4,2,1,2,4,4,5,5,5,5,5,2,1,5,4,4,5,5,5,5,1,2,1,2,2,4,4,2,1,1,2,4,2,1,4,4,3,5,5,4,5,5,4,4,1,2,2,1,1,1,1,1,1,1,2,1,2
608,"CLAUDIO RORATO","PMDB","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,1,1,2,1,1
176,"CLEONANCIO FONSECA","PP","SE",4,4,5,4,1,1,1,2,2,4,2,2,2,4,2,2,4,4,4,2,1,2,4,4,2,2,2,2,2,2,1,4,4,4,4,4,4,2,4,2,1,4,2,2,2,2,2,4,4,2,2,1,4,4,1,4,4,4,4,4,4,1,1,4,4,4
527,"CLEUBER CARNEIRO","PTB","MG",1,4,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,2,2,2,1,1,4,4,4,1,4,2,2,1,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,2,2,1,2,1,4,4,4,4,1,4,4,4,4,2,1,2
73,"CLOVIS FECURY","PFL","MA",4,3,4,4,4,4,4,4,4,4,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,2,1,1,1,4,1,1,4,4,4,4
184,"COLBERT MARTINS","PPS","BA",1,2,2,1,2,1,2,2,2,2,4,1,2,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,1,1,1,2,2,2,1,2,1,4,2,4,2,3,2,1,5,5,5,5,5,5,5,4,1,2,2,1,4,4,4,4,4,4,2,1,1
453,"COLOMBO","PT","PR",1,2,4,4,1,1,1,4,4,4,2,2,2,4,2,2,2,2,2,2,1,4,1,2,2,2,4,4,2,1,4,1,4,4,1,2,4,4,4,2,2,2,4,4,2,2,2,4,2,2,4,1,2,2,2,4,4,4,1,1,4,1,4,4,1,4
345,"CORAUCI SOBRINHO","PFL","SP",2,1,2,3,2,2,2,2,4,2,1,1,2,2,1,1,1,1,4,1,5,5,5,4,4,5,5,5,5,1,1,1,2,2,1,1,1,2,2,1,1,1,1,4,1,4,1,5,5,5,3,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1
187,"CORIOLANO SALES","PFL","BA",3,1,2,4,1,1,2,2,2,4,5,1,1,1,4,4,5,5,4,4,1,1,4,5,4,5,5,5,4,1,2,1,2,2,1,1,1,2,2,1,1,4,1,4,1,5,5,4,4,5,5,5,4,1,2,2,1,4,1,1,4,1,1,1,1,3
9,"CORONEL ALVES","PL","AP",NA,4,4,4,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,2,1,1,4,4,1,2,4,2,2,4,4,2,2,2,4,2,2,1,4,2,1,4,4,4,1,1,4,1,1,2,1,2
71,"COSTA FERREIRA","PSC","MA",NA,4,2,4,4,4,2,2,4,4,2,1,2,2,2,4,2,1,2,4,3,4,1,2,2,2,4,2,2,1,2,1,2,2,1,4,2,1,1,2,1,4,2,4,4,5,2,2,4,2,2,1,4,2,2,1,1,1,1,4,2,1,1,2,1,2
71,"COSTA FERREIRA",NA,"MA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"CUSTODIO MATTOS","PSDB","MG",2,4,2,1,2,2,2,2,4,4,5,1,2,2,4,4,5,4,4,4,2,5,4,5,4,4,5,5,5,1,2,1,4,2,1,1,2,2,4,1,1,2,1,4,5,4,4,4,2,5,4,1,4,1,1,2,1,4,4,1,1,1,1,3,1,1
188,"DANIEL ALMEIDA","PCdoB","BA",1,2,5,5,1,1,2,2,2,5,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2
61,"DARCI COELHO","PP","TO",1,2,5,4,1,1,1,2,1,5,2,2,2,2,4,2,2,4,4,2,1,2,1,2,4,2,2,2,2,2,2,2,5,2,1,1,2,1,1,2,1,2,2,4,2,4,2,2,2,2,2,1,2,2,2,4,1,4,1,4,4,1,4,2,1,2
491,"DARCISIO PERONDI","PMDB","RS",4,4,2,4,4,1,4,4,4,4,1,1,4,2,2,4,4,4,4,4,2,4,5,4,4,5,4,5,5,2,1,2,2,2,1,1,2,2,2,1,4,4,1,4,1,4,4,4,4,1,1,4,2,4,4,1,4,4,1,1,4,1,1,2,1,2
10,"DAVI ALCOLUMBRE","PFL","AP",4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,1,2,4,1,4,4,1,4,4,1,4,1,4
297,"DELEY","PMDB","RJ",1,2,4,4,1,4,2,2,4,4,4,4,4,4,2,5,5,2,2,2,4,4,1,2,4,4,5,2,2,1,4,4,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,"DELEY","PSC","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,2,4,4,5,2,2,4,2,2,1,4,4,4,4,1,1,1,4,1,1,1,2,2,2
348,"DELFIM NETTO","PMDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,2,4,4,4,2,4,4,2,4,4,2,4,2,4,5,4,4,4,4,4,4,4,4,4
348,"DELFIM NETTO","PP","SP",4,4,1,4,1,1,1,4,1,4,2,2,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"DEVANIR RIBEIRO","PT","SP",1,4,5,4,1,1,1,5,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,2,4,4,2,4,2,2,2,2,4,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2
444,"DILCEU SPERAFICO","PP","PR",4,2,4,4,1,1,1,4,1,4,2,2,2,2,2,2,4,2,4,4,1,2,1,2,2,2,4,4,4,4,4,4,4,2,1,4,1,2,1,2,4,2,2,4,2,2,2,2,4,2,2,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2
346,"DIMAS RAMALHO","PPS","SP",1,2,3,4,4,1,2,2,4,4,2,1,4,5,5,4,4,4,5,4,5,1,4,4,4,4,4,4,4,1,2,1,2,2,2,1,2,1,4,4,4,1,1,4,1,4,3,4,4,5,4,4,4,1,2,2,1,4,1,4,1,1,1,2,1,1
134,"DOMICIANO CABRAL","PSDB","PB",4,4,4,4,4,4,2,2,2,4,4,1,2,4,1,4,4,5,4,5,2,5,4,4,4,4,5,5,5,1,4,1,2,2,4,1,2,2,4,1,1,1,1,4,4,4,4,4,4,4,1,5,4,1,1,2,4,4,1,4,1,1,4,1,1,1
12,"DR  BENEDITO DIAS","PP","AP",4,4,5,4,4,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,1,2,4,2,2,2,4,4,2,1,4,1,4,4,1,1,2,2,1,4,4,4,2,4,4,2,2,4,4,2,2,1,2,2,1,4,1,2,1,4,1,1,4,4,1,4
227,"DR  FRANCISCO GONCALVES","PPS","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,4,4,2,1,4
227,"DR  FRANCISCO GONCALVES","PTB","MG",4,4,4,4,4,4,2,4,1,4,2,1,2,4,4,2,2,2,2,2,1,2,4,2,4,4,4,4,4,2,4,4,4,4,1,4,1,4,1,2,4,2,4,4,1,4,4,3,3,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"DR  HELENO","PMDB","RJ",1,1,4,5,1,1,2,4,2,4,2,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
