"id","name","party","state","vote.2312","vote.2338","vote.2339","vote.2346","vote.2347","vote.2348","vote.2349","vote.2350","vote.2351","vote.2356","vote.2360","vote.2361","vote.2362","vote.2365","vote.2366","vote.2370","vote.2371","vote.2373","vote.2374","vote.2375","vote.2380","vote.2381","vote.2383","vote.2387","vote.2389","vote.2391","vote.2392","vote.2393","vote.2394","vote.2396","vote.2400","vote.2401","vote.2403","vote.2406","vote.2408","vote.2409","vote.2413","vote.2422","vote.2424","vote.2425","vote.2429","vote.2430","vote.2432","vote.2434","vote.2435","vote.2436","vote.2437","vote.2439","vote.2441","vote.2442","vote.2445","vote.2452","vote.2458","vote.2459","vote.2460","vote.2463","vote.2467","vote.2468","vote.2470","vote.2471","vote.2473","vote.2474","vote.2475","vote.2476","vote.2478","vote.2479"
531,"IBRAHIM ABI ACKEL","PP","MG",1,4,4,4,1,1,1,2,4,4,4,1,2,2,2,2,2,2,4,2,1,2,1,2,4,2,4,2,2,1,3,1,4,4,4,4,4,2,1,4,1,4,2,4,2,4,2,4,4,4,2,4,4,4,4,4,1,4,1,1,1,1,1,2,4,2
355,"ILDEU ARAUJO","PP","SP",1,2,5,4,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,4,1,1,1,2,1,2,1,2,2,2,2,5,2,2,2,2,2,1,2,2,2,1,1,5,1,1,1,1,4,2,1,2
94,"INACIO ARRUDA","PCdoB","CE",1,4,4,5,4,1,4,2,2,4,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,4,4,1,4,4,1,2,1,2,2,2,4,4,2,2,4,2,2,4,2,2,2,1,1,4,1,1,1,1,4,2,4,2
543,"INALDO LEITAO","PL","PB",1,5,4,4,1,4,1,5,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,4,4,4,2,2,2,4,4,2,1,1,2,4,4,2,1,2,2,2,1,2,2,4,4,2,4,4,2,2,1,4,1,1,1,1,4,4,4,2,1,4
145,"INOCENCIO OLIVEIRA","PL","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,4,4,4,2,4,2,4,4,5,2,2,1,4,4,2,1,1,1,4,1,1,1,1,2,1,2
145,"INOCENCIO OLIVEIRA","PMDB","PE",4,2,5,5,1,1,2,2,2,2,2,1,2,4,4,5,5,4,2,2,1,2,1,2,2,2,4,4,4,4,4,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"IRINY LOPES","PT","ES",1,2,4,4,4,1,4,4,4,5,2,4,4,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,2,4,1,4,2,4,2,2,4,4,2,2,4,4,2,2,1,2,2,2,4,1,4,1,1,4,4,4,2,2,2
455,"IRIS SIMOES","PTB","PR",1,4,4,4,1,1,4,4,1,5,4,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,4,4,4,4,2,4,2,1,1,1,2,1,2,2,2,2,4,2,2,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,2,1,4
237,"ISAIAS SILVESTRE","PSB","MG",1,2,4,4,4,4,1,4,1,4,2,2,2,2,4,2,2,1,4,2,1,2,1,2,2,4,4,2,2,1,2,1,5,2,4,1,2,4,1,4,1,2,4,4,2,2,2,2,2,3,4,1,2,5,2,1,4,1,4,4,4,1,1,2,1,2
539,"ITAMAR SERPA","PSDB","RJ",4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,5,4,4,4,2,4,4,4,2,1,1,4,2,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,2,4,4,4,4,2,1,1,4,4,4
570,"IVAN PAIXAO","PPS","SE",1,2,2,4,1,1,4,5,1,4,2,2,2,5,5,2,5,5,5,4,2,1,4,4,4,5,5,5,5,1,2,1,4,2,4,4,4,4,1,4,4,2,1,2,1,4,4,5,4,4,5,5,4,1,2,4,1,1,4,1,4,1,1,2,1,1
472,"IVAN RANZOLIN","PFL","SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,5,4,1,5,5,5,4,5,5,5,5,1,2,2,1,5,4,1,1,1,4,4,4,4
472,"IVAN RANZOLIN","PP","SC",1,3,4,5,4,1,2,2,2,2,4,1,3,2,2,2,4,2,2,4,1,4,4,2,2,4,4,4,4,2,4,1,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"IVAN RANZOLIN",NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,"IVAN VALENTE","PSOL","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,2,2,4,1,5,5,1,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,4,4,4
359,"IVAN VALENTE","PT","SP",1,2,4,4,1,1,2,5,2,4,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,4,4,1,2,1,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"IVO JOSE","PT","MG",1,2,5,4,4,4,1,4,1,4,4,4,4,2,4,4,2,2,2,4,1,2,1,2,2,2,2,2,2,1,2,1,4,4,1,2,4,4,1,4,2,2,2,2,4,2,4,2,4,4,2,1,2,4,4,1,4,1,1,4,1,1,4,4,1,2
174,"JACKSON BARRETO","PTB","SE",1,4,4,4,1,1,2,4,1,4,2,2,4,4,4,4,4,4,4,4,1,2,1,2,2,2,2,2,2,1,2,1,2,2,4,4,2,4,1,2,4,2,4,4,4,2,2,2,2,2,2,1,2,2,1,4,4,1,1,1,1,1,1,2,1,1
22,"JADER BARBALHO","PMDB","PA",1,4,4,4,1,4,4,4,1,4,2,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,1,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4
240,"JAIME MARTINS","PL","MG",1,5,4,4,4,4,1,4,1,4,4,4,4,4,4,4,2,2,4,2,1,4,1,2,2,2,2,2,2,1,2,1,5,4,4,1,2,4,1,4,1,2,4,4,4,4,4,2,4,2,2,1,2,4,2,4,1,4,1,4,1,1,1,2,4,2
302,"JAIR BOLSONARO","PFL","RJ",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"JAIR BOLSONARO","PP","RJ",NA,NA,4,4,2,2,2,2,2,4,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,4,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,4,1,1,2,1,4,1,1,2,1,1,3,2,1,5,1,1,1,1,1,1,3,2
580,"JAIR DE OLIVEIRA","PMDB","ES",1,3,5,5,4,4,2,2,2,4,2,1,2,2,4,1,2,1,5,2,1,1,1,5,4,1,4,4,1,1,4,4,2,2,1,1,2,1,1,2,4,2,2,4,2,5,2,4,4,2,2,1,2,2,2,1,4,1,4,4,4,4,4,4,2,2
196,"JAIRO CARNEIRO","PFL","BA",2,1,3,4,2,2,2,2,2,4,5,1,4,4,4,4,5,5,4,4,5,1,2,4,4,5,5,5,5,1,1,1,2,2,4,1,1,2,2,3,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,2,1,4,1,1,1,1,1,1,1,2
362,"JAMIL MURAD","PCdoB","SP",1,2,4,5,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,4,2,2,1,2,1,4,2,1,1,4,1,1,2,4,2,2,2,2,2,4,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,2,2
303,"JANDIRA FEGHALI","PCdoB","RJ",1,2,4,4,4,4,2,4,2,4,2,2,4,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,1,1,2,1,2
16,"JANETE CAPIBERIBE","PSB","AP",1,2,4,4,1,1,1,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,4,1,4,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
363,"JEFFERSON CAMPOS","PMDB","SP",1,4,4,4,1,1,2,4,4,4,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,"JEFFERSON CAMPOS","PTB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,4,4,4,1,4,2,2,2,2,2,4,2,2,2,4,1,4,4,1,4,4,4,4,4,4
93,"JOAO ALFREDO","PSOL","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,2,4,4,4,5,5,5,5,4,5,4,5,1,2,1,4,4,4,1,1,1,1,4,1,2
93,"JOAO ALFREDO","PT","CE",4,2,5,4,1,1,2,5,2,5,2,1,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,1,4,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"JOAO ALMEIDA","PSDB","BA",2,4,2,4,2,4,4,2,4,5,5,1,2,2,4,4,4,4,4,5,5,5,5,4,4,5,4,4,5,1,2,1,2,2,2,1,2,2,2,4,1,2,1,5,1,5,5,4,4,4,4,4,4,4,1,2,1,5,1,1,2,1,1,4,1,4
335,"JOAO BATISTA","PFL","SP",2,4,4,4,2,2,4,2,2,4,5,1,2,2,4,1,5,5,4,5,5,1,5,4,4,5,4,4,5,1,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,"JOAO BATISTA","PP","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,4,2,4,2,2,2,4,4,2,2,1,4,4,2,1,1,5,4,4,2,1,1,4,1,2
335,"JOAO BATISTA",NA,"SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"JOAO CALDAS","PL","AL",4,2,4,4,4,4,1,4,4,4,4,4,4,4,2,4,2,4,4,2,1,2,1,4,4,4,4,4,4,4,4,4,3,2,1,4,2,4,4,4,4,4,2,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,2,4,4
418,"JOAO CAMPOS","PSDB","GO",4,4,2,4,2,4,2,2,2,2,4,1,2,1,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,2,4,4,2,4,1,2,2,4,1,1,4,1,4,1,1,4,4,2,4,4,4,4,1,1,4,1,1,4,1,2,1,1,4,4,4
524,"JOAO CARLOS BACELAR","PFL","BA",4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"JOAO CARLOS BACELAR","PL","BA",NA,NA,NA,NA,NA,NA,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,2,4,4,2,4,4,4,4,4,4,4,2,1,4,4,4,4,1,5,4,4,1,1,1,2,1,4
72,"JOAO CASTELO","PSDB","MA",2,4,2,4,4,4,2,2,4,4,4,4,4,4,1,5,4,5,4,4,5,5,5,5,5,5,4,4,4,1,1,1,4,2,4,4,4,4,2,1,1,4,1,5,1,4,5,4,4,5,5,5,4,4,4,2,4,4,1,1,4,1,4,1,1,4
53,"JOAO CORREIA","PMDB","AC",1,4,4,5,1,1,4,4,4,5,2,1,1,5,4,5,2,2,2,5,2,4,2,1,5,1,4,1,4,1,2,1,4,2,4,1,2,1,4,2,4,4,2,4,1,5,1,4,4,4,2,1,2,4,4,1,1,1,4,1,4,1,4,2,1,2
177,"JOAO FONTES","PDT","SE",2,2,2,4,1,1,2,2,2,2,2,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,1,4,1,4,2,2,1,2,4,1,2,1,4,1,4,1,4,4,4,4,5,1,4,5,1,2,4,1,1,4,1,1,1,1,1,1,2
433,"JOAO GRANDAO","PT","MS",4,4,5,4,1,4,1,4,1,5,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,1,4,1,4,2,1,4,4,1,1,2,4,4,2,4,4,2,2,4,4,2,2,1,2,4,2,1,4,4,1,4,1,1,1,4,1,2
364,"JOAO HERRMANN NETO","PDT","SP",4,4,4,4,4,4,4,4,2,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,1,2,1,1,4,4,2,1,4,4,4,4,4,4,5,5,4,4,1,4,4,4,4,4,4,4,1,3,4,4,4
199,"JOAO LEAO","PL","BA",1,5,5,4,4,4,1,5,1,5,4,4,4,4,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,1,2,1,3,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"JOAO LEAO","PP","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,2,2,4,4,2,2,2,2,4,4,4,4,4,4,1,5,1,4,1,1,1,1,4,1,2
165,"JOAO LYRA","PTB","AL",1,2,4,4,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,1,4,4,1,1,1,1,1,2,1,2
239,"JOAO MAGALHAES","PMDB","MG",2,4,4,4,4,1,1,5,1,4,2,2,4,4,4,2,2,1,2,2,1,2,1,2,5,2,2,2,2,4,4,3,2,4,1,4,4,1,1,2,4,2,2,4,2,4,4,2,4,2,2,1,4,4,1,1,1,4,4,1,2,1,4,4,1,2
242,"JOAO MAGNO","PT","MG",1,4,5,4,1,1,1,4,1,4,2,2,4,4,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,1,2,1,4,2,1,1,2,1,1,4,2,4,4,4,2,2,2,2,2,2,2,1,4,2,4,1,1,1,1,1,1,1,1,2,1,2
473,"JOAO MATOS","PMDB","SC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"JOAO MENDES DE JESUS","PSB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,2,2,4,2,2,2,2,5,2,2,1,2,2,2,1,4,1,1,1,4,1,1,2,2,2
293,"JOAO MENDES DE JESUS","PSL","RJ",1,4,4,5,1,1,4,4,1,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"JOAO MENDES DE JESUS",NA,"RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,"JOAO PAULO CUNHA","PT","SP",4,4,4,4,1,4,1,5,4,4,2,2,4,4,2,2,2,4,4,4,1,4,1,2,2,2,4,2,2,4,2,1,4,4,1,4,4,1,1,2,3,2,2,2,4,5,2,2,2,2,4,1,2,2,2,1,1,1,4,1,1,1,1,4,1,2
246,"JOAO PAULO GOMES DA SILVA","PL","MG",1,2,5,5,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"JOAO PAULO GOMES DA SILVA","PSB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,4,4,2,2,2,5,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2
474,"JOAO PIZZOLATTI","PP","SC",1,4,4,4,4,1,1,2,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,4,2,1,1,1,2,4,4,4,4,2,4,2,2,2,4,4,2,2,1,4,2,2,1,2,4,1,4,1,1,1,4,4,4
549,"JOAO TOTA","PL","AC",NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,"JOAO TOTA","PP","AC",NA,NA,NA,NA,1,1,1,2,1,4,4,2,2,4,4,2,2,2,2,2,1,2,1,2,4,2,2,2,2,4,2,4,5,4,1,1,1,2,1,2,4,4,2,4,4,2,2,2,2,2,2,4,2,2,1,4,1,4,4,1,1,1,4,2,1,4
156,"JOAQUIM FRANCISCO","PFL","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,1,4,4,4,4,4,5,5,4,4,5,1,2,4,4,4,4,4,4,4,4,1,1,4
156,"JOAQUIM FRANCISCO","PTB","PE",1,4,4,4,4,4,4,5,4,5,4,4,4,4,2,2,2,4,4,2,1,1,1,4,4,4,4,2,2,4,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"JONIVAL LUCAS JUNIOR","PTB","BA",1,4,4,4,1,1,2,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,4,2,4,1,2,2,4,4,4,2,1,2,2,1,1,1,4,4,4,1,1,1,2,4,4
175,"JORGE ALBERTO","PMDB","SE",1,4,4,5,1,1,1,5,1,5,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,5,2,2,1,2,1,4,4,1,1,2,1,1,2,1,2,2,2,2,5,2,2,5,2,2,1,2,4,2,1,1,1,1,1,1,1,1,2,1,2
310,"JORGE BITTAR","PT","RJ",1,2,4,4,1,1,1,4,1,5,2,2,4,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,1,2,1,4,2,4,4,4,1,1,2,4,4,2,4,2,2,2,4,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2
475,"JORGE BOEIRA","PT","SC",4,4,4,4,1,1,1,4,1,4,2,2,2,4,4,2,2,2,2,4,1,2,1,2,2,2,4,4,4,1,2,1,4,4,1,4,2,1,1,1,4,4,4,2,4,2,2,4,2,2,2,1,2,4,2,4,1,1,4,4,4,4,4,4,4,2
561,"JORGE GOMES","PSB","PE",1,2,4,4,1,1,1,5,1,5,4,4,4,4,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,1,2,1,5,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,5,2,2,1,2,2,2,1,1,1,1,1,4,1,1,4,4,4
411,"JORGE PINHEIRO","PL","DF",1,4,4,4,1,1,1,5,4,4,4,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,2,2,1,1,2,4,4,4,1,2,2,2,1,2,2,2,4,2,2,1,2,2,1,4,1,4,4,1,1,1,1,2,1,2
598,"JORGE VI","PSC","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"JORGE VI","PSDB","AL",NA,NA,2,4,1,2,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"JOSE BORBA","PMDB","PR",4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,4,4,4,4,4,4,4,2,4,1,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"JOSE CARLOS ALELUIA","PFL","BA",2,1,2,4,2,2,2,2,4,2,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,1,2,2,4,1,4,4,5,1,5,4,4,4,5,4,5,4,1,2,2,4,4,1,1,4,1,4,1,1,1
197,"JOSE CARLOS ARAUJO","PFL","BA",2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"JOSE CARLOS ARAUJO","PL","BA",NA,NA,NA,NA,1,1,1,5,4,5,2,2,2,4,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,4,4,4,1,1,4,2,1,2,1,4,1,4,1,5,2,2,5,2,2,1,2,2,2,1,1,5,1,1,4,1,4,2,1,2
178,"JOSE CARLOS MACHADO","PFL","SE",2,4,2,5,2,2,4,4,2,4,5,4,4,4,4,5,4,4,4,5,2,4,4,4,4,4,4,5,4,1,1,4,2,2,4,1,1,4,2,1,1,5,5,4,4,4,5,4,4,5,5,4,4,1,2,2,1,4,4,1,1,1,1,1,1,2
147,"JOSE CHAVES","PTB","PE",1,4,4,4,1,4,1,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,1,4,4,2,4,2,4,1,4,4,4,2,1,4,1,1,4,2,4,2,2,4,2,4,2,4,4,2,4,4,4,4,1,4,1,4,4,1,1,1,1,4,2,1
365,"JOSE DIRCEU","PT","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,2,1,2,1,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
305,"JOSE DIVINO","PMDB","RJ",4,2,5,4,1,1,1,5,1,4,2,1,2,2,2,4,2,1,1,1,1,2,1,2,2,2,5,2,5,1,2,1,2,2,1,1,4,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"JOSE DIVINO","PMR","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,5,2,2,5,2,2,1,2,2,1,1,1,4,1,4,4,1,1,2,1,5
366,"JOSE EDUARDO CARDOZO","PT","SP",1,2,4,4,1,1,1,5,4,5,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,4,1,4,2,4,2,2,1,1,4,4,2,4,2,2,2,2,4,4,2,4,1,2,2,1,1,1,4,1,1,4,1,1,2,4,4
