"id","name","party","state","vote.2486","vote.2487","vote.2488","vote.2489","vote.2490","vote.2491","vote.2493","vote.2494","vote.2495","vote.2496","vote.2497","vote.2498","vote.2499","vote.2500","vote.2501","vote.2502","vote.2504","vote.2505","vote.2508","vote.2509","vote.2510","vote.2511","vote.2512","vote.2514","vote.2516","vote.2517","vote.2519","vote.2520","vote.2523","vote.2525","vote.2554","vote.2555","vote.2557","vote.2558","vote.2559","vote.2561","vote.2563","vote.2564","vote.2565","vote.2566","vote.2568","vote.2570","vote.2573","vote.2576","vote.2577","vote.2581","vote.2584","vote.2585","vote.2586","vote.2587","vote.2588","vote.2589","vote.2590","vote.2591","vote.2592","vote.2593","vote.2595","vote.2599","vote.2600","vote.2601","vote.2602","vote.2603","vote.2605","vote.2614","vote.2615","vote.2616","vote.2617","vote.2618","vote.2619","vote.2620","vote.2621","vote.2622","vote.2623","vote.2624","vote.2626","vote.2627","vote.2628","vote.2629","vote.2631","vote.2632","vote.2633","vote.2634","vote.2635","vote.2636","vote.2637","vote.2639","vote.2642"
443,"ASSIS MIGUEL DO COUTO","PT","PR",1,1,1,2,1,1,1,1,1,2,1,4,2,4,4,1,1,2,1,1,1,1,1,4,1,1,4,4,1,2,2,1,5,4,2,2,2,2,1,4,1,4,4,4,4,4,4,2,4,2,2,2,4,2,2,1,2,4,3,4,5,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,4,4,1,1,4,4,1,1,2,4,2
38,"ATILA LINS","PMDB","AM",1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,4,1,2,1,1,1,1,4,1,1,2,2,4,2,2,4,4,5,2,2,1,4,4,1,1,4,4,4,1,2,2,2,2,4,4,4,4,1,2,1,2,2,4,1,4,1,4,4,2,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,1,4,4,1,1,1,4,1
109,"ATILA LIRA","PSDB","PI",1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,4,1,1,1,2,2,2,1,5,5,5,5,1,1,1,1,1,5,4,4,5,5,4,4,4,5,5,1,4,4,1,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,4,1,1,4,2,2,1,1,4,4,1,1,1,4,1
111,"B  SA","PSB","PI",1,1,3,2,1,1,1,1,1,2,1,2,1,2,4,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,4,2,2,2,4,4,1,1,4,4,4,4,2,2,1,2,4,4,4,4,5,4,5,1,2,2,4,5,5,1,1,2,1,4,1,1,2,1,1,2,4,4,1,2,2,4,4,1,4,4,1,4,1,4,1
21,"BABA","PSOL","PA",4,1,1,2,2,4,1,1,1,2,2,2,2,1,1,4,2,4,1,1,2,1,4,1,2,2,2,2,2,5,2,2,1,4,4,2,2,4,2,2,2,4,4,1,4,4,4,2,4,4,1,5,1,2,1,2,1,1,1,4,1,2,1,4,1,3,3,1,2,1,1,2,4,4,1,2,2,4,1,1,4,4,4,4,4,4,2
573,"BADU PICANCO","PL","AP",1,1,4,4,1,1,1,1,1,2,1,4,1,2,2,4,1,2,1,1,1,1,4,2,1,4,2,2,1,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,1,4,4,4,4,4,1,1,4,1,2,1,1,4,1,1,4,2,1,4,4,4,4,4,1,4,4,4,4,4,4,1
416,"BARBOSA NETO","PSB","GO",4,1,1,4,4,1,1,4,1,2,1,4,1,4,2,4,1,4,1,1,1,1,4,4,1,4,4,4,4,2,4,2,4,2,4,1,2,2,4,4,4,4,4,4,2,4,2,2,4,4,2,5,4,4,4,4,2,4,4,4,3,4,1,2,4,4,4,4,4,4,4,2,2,4,4,2,2,4,1,4,4,4,4,4,4,4,4
162,"BENEDITO DE LIRA","PP","AL",2,1,4,2,1,1,1,1,1,2,1,4,1,1,2,1,1,2,1,4,1,4,4,1,1,1,2,2,1,2,2,2,4,2,2,4,2,4,4,4,1,4,2,1,2,1,1,4,4,4,4,4,4,2,4,1,2,4,2,4,4,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,4,4,4,1,1,1,4,1
128,"BENJAMIN MARANHAO","PMDB","PB",1,1,4,2,1,1,1,1,1,2,1,2,1,2,2,4,1,2,1,1,1,1,1,4,1,4,2,2,1,2,4,4,2,2,4,4,4,4,1,4,4,4,2,4,4,4,2,2,4,2,2,4,4,2,5,1,2,4,4,4,1,4,4,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
291,"BERNARDO ARISTON","PMDB","RJ",1,1,1,2,1,1,1,1,4,4,4,2,1,2,1,4,2,2,1,1,1,1,1,4,1,4,4,4,4,4,4,4,5,4,4,4,4,2,2,1,1,4,1,1,4,4,4,2,4,2,1,4,1,2,1,4,2,1,1,1,1,1,1,1,4,4,4,4,4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,1,4,1
120,"BETINHO ROSADO","PFL","RN",1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,5,5,4,4,1,4,1,4,4,5,1,4,2,1,4,1,2,5,4,1,4,4,4,1,2,4,2,1,2,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,2,4,4,1,2,1,2,4,1,4,4,1,1,2,4,1
490,"BETO ALBUQUERQUE","PSB","RS",1,1,1,4,1,1,1,1,4,4,1,2,1,4,2,4,4,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,4,4,2,2,4,4,4,4,1,4,2,1,4,2,2,4,4,2,2,4,1,2,1,4,2,2,4,5,5,1,1,2,1,2,1,1,2,1,1,4,4,1,1,2,4,4,1,4,4,4,1,1,1,4,1
88,"BISMARCK MAIA","PSDB","CE",1,1,1,2,1,2,1,1,1,2,1,2,1,4,4,4,2,1,1,1,1,1,1,1,1,2,4,5,5,5,4,4,1,1,4,4,4,1,2,5,4,4,1,4,5,4,1,1,4,4,4,4,5,2,1,2,1,4,1,4,1,4,1,1,1,4,1,1,2,4,1,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4,1
221,"BONIFACIO DE ANDRADA","PSDB","MG",1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,2,1,5,4,4,4,1,4,4,4,4,4,1,2,4,4,4,1,2,5,4,1,1,4,4,1,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1,4,2,2,4,4,4,4,4,4,4,4,4
172,"BOSCO COSTA","PSDB","SE",1,4,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,4,1,4,1,1,4,2,1,2,4,5,5,5,5,1,1,1,1,1,4,1,2,5,5,4,1,2,5,5,1,4,4,1,1,4,1,2,1,2,1,1,1,1,1,4,1,2,4,4,1,1,2,1,1,4,2,1,1,4,2,2,1,1,4,4,4,4,4,4,1
224,"CABO JULIO","PMDB","MG",4,1,1,2,1,1,1,1,1,2,1,2,1,2,2,4,4,2,1,4,1,1,4,4,4,2,2,2,4,4,2,2,4,2,2,1,2,2,1,4,1,4,2,1,4,4,1,4,4,4,2,5,5,2,1,2,4,1,1,4,1,4,1,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
590,"CAPITAO WAYNE","PSDB","GO",1,1,1,2,1,2,1,1,1,2,4,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"CARLITO MERSS","PT","SC",1,4,4,2,1,4,1,1,4,2,1,2,1,2,2,1,1,4,1,1,1,1,1,2,1,1,2,2,1,2,2,2,5,4,4,2,4,4,4,4,1,4,2,1,2,2,2,4,4,4,2,4,4,1,5,1,2,4,4,4,5,1,1,2,1,2,1,1,2,1,1,2,2,1,1,4,2,2,1,1,4,4,1,1,1,4,2
399,"CARLOS ABICALIL","PT","MT",1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,4,2,2,1,2,2,4,5,4,2,2,2,2,1,1,1,4,4,4,4,4,2,2,4,2,2,2,4,1,5,1,4,4,5,4,4,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,4,2,1,1,4,4,1,4,1,4,2
415,"CARLOS ALBERTO LEREIA","PSDB","GO",1,1,1,2,1,4,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,4,1,2,2,4,1,4,4,5,5,1,4,1,1,4,4,4,2,4,4,4,4,4,5,5,1,4,4,1,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,2,1,1,2,1,4,4,4,4,1,4,2,2,1,4,4,4,1,1,1,4,1
604,"CARLOS BATATA","PFL","PE",1,1,1,2,1,4,1,1,1,1,2,2,1,4,3,4,2,1,4,4,1,1,4,1,1,4,4,4,4,4,5,4,1,4,4,1,4,4,4,4,4,4,4,4,4,5,1,4,4,1,4,4,1,2,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,1,4,4,1,4,4,4,4,4,4,1,4,4,4,4,1,4,4
130,"CARLOS DUNGA","PTB","PB",1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,4,2,1,1,2,2,1,2,4,4,4,2,2,4,4,2,1,1,1,4,2,4,4,2,1,4,4,2,2,4,4,4,5,1,2,4,4,4,5,1,1,2,4,4,1,1,2,1,4,4,4,1,1,1,2,4,1,4,4,4,1,1,1,4,4
152,"CARLOS EDUARDO CADOCA","PMDB","PE",1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,4,2,1,1,1,1,1,4,4,1,2,2,2,4,4,5,1,4,2,1,4,2,1,1,4,1,4,1,1,4,2,1,4,4,2,1,4,4,4,1,2,1,4,1,4,1,1,1,4,1,2,1,1,4,1,1,4,4,1,1,2,2,4,1,1,4,4,1,4,1,4,1
226,"CARLOS MELLES","PFL","MG",1,1,4,4,4,4,1,1,4,4,2,4,1,1,4,2,4,1,4,4,4,1,1,4,1,4,5,4,4,4,4,4,1,4,4,4,5,4,2,4,5,4,4,2,5,5,1,4,4,1,4,4,1,2,1,2,4,4,1,4,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,4,4,4,1,1,4,1
521,"CARLOS MOTA","PSB","MG",1,1,1,2,1,1,1,1,4,2,2,2,1,2,1,4,1,1,1,1,1,1,1,2,1,4,2,2,1,2,2,2,5,2,4,2,2,2,1,4,1,4,4,1,4,2,1,2,4,2,2,4,4,1,1,2,2,4,1,4,4,4,1,2,1,2,1,1,2,1,4,4,4,1,1,4,2,2,1,4,4,4,4,1,2,4,1
532,"CARLOS NADER","PL","RJ",1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,4,2,1,1,2,2,1,2,2,2,5,2,2,1,2,2,1,1,1,4,2,1,2,2,1,2,4,2,2,4,4,2,1,1,2,1,4,4,4,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
338,"CARLOS SAMPAIO","PSDB","SP",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,1,2,2,2,1,5,5,4,4,1,4,4,4,1,5,4,4,5,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,1,1,1,4,4,1,4,1,4,4,2,1,4,2,4,4,1,1,4,4,1,1,1,4,4
290,"CARLOS SANTANA","PT","RJ",1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,3,2,2,2,2,4,4,2,1,4,2,1,2,2,2,4,4,4,2,4,4,4,4,1,4,2,4,4,4,4,4,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
37,"CARLOS SOUZA","PP","AM",1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,4,1,2,1,1,1,1,1,1,1,4,4,4,4,2,4,2,4,4,4,4,2,2,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,4,4,1,4,4,4,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,4,4,4,4,4,4,4,4
222,"CARLOS WILLIAN","PTC","MG",4,4,4,4,4,4,4,1,1,2,1,2,1,4,1,1,1,2,1,4,1,1,4,1,1,4,2,4,1,4,4,4,4,4,4,1,4,2,4,4,1,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,4,4,1,4,4,4,4,4,1,1,1,1,4,1,1,4,4,1,4,2,4,2,1,4,4,4,1,1,1,4,4
400,"CELCITA PINHEIRO","PFL","MT",1,1,1,2,1,1,1,1,1,2,3,2,1,1,1,4,4,1,1,1,1,1,1,1,1,1,3,4,5,4,4,1,3,4,1,4,4,4,4,4,4,4,1,1,4,4,4,2,4,1,1,4,1,2,1,2,4,1,1,1,1,1,4,1,1,2,1,1,2,1,1,2,2,4,1,2,2,2,1,1,4,4,1,1,1,4,1
344,"CELSO RUSSOMANNO","PP","SP",1,1,4,2,1,4,1,4,4,2,1,4,2,4,1,4,1,4,1,4,1,1,4,2,2,4,2,2,4,2,4,2,4,4,2,1,4,4,1,1,4,4,4,1,2,4,1,4,4,2,2,4,4,2,1,1,2,2,4,4,4,1,1,4,1,2,1,1,2,1,1,2,2,1,4,2,4,4,4,1,4,4,1,4,4,4,1
70,"CESAR BANDEIRA","PFL","MA",3,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,3,1,1,4,1,2,1,4,4,2,1,2,2,2,4,4,4,4,2,2,1,4,1,4,2,4,2,2,1,4,4,2,2,4,4,1,5,1,2,2,2,3,3,4,4,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
225,"CESAR MEDEIROS","PT","MG",1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,5,2,2,2,2,2,1,1,1,4,2,1,2,2,2,2,4,2,2,2,4,1,4,1,2,4,4,4,5,1,1,2,1,2,1,1,2,1,1,2,2,4,4,2,2,2,1,1,4,4,2,1,2,4,2
494,"CEZAR SCHIRMER","PMDB","RS",1,1,3,3,1,3,1,4,1,2,2,2,1,2,4,1,2,2,1,4,4,1,4,1,1,4,2,2,4,4,2,1,4,4,1,1,4,4,4,4,4,4,1,4,4,2,1,2,4,4,4,4,4,4,1,2,1,4,4,4,4,1,1,1,4,4,4,4,4,4,1,2,2,1,4,2,2,4,4,1,4,4,1,1,2,4,4
447,"CEZAR SILVESTRI","PPS","PR",1,1,1,2,1,2,1,1,4,2,4,4,4,4,4,2,2,1,1,1,1,1,4,1,1,4,2,2,5,5,2,1,4,2,1,2,1,1,2,2,1,4,1,4,4,4,4,2,4,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,4,2,2,1,1,4,4,1,1,2,4,1
594,"CHICAO BRIGIDO","PMDB","AC",1,1,4,2,1,1,1,1,1,2,1,2,1,2,2,1,1,4,1,1,1,1,4,4,4,4,2,4,1,4,4,4,5,2,2,1,2,4,4,4,1,4,2,4,2,2,2,2,4,2,1,4,4,2,1,2,4,4,2,4,4,1,1,2,1,4,1,1,2,1,1,2,4,4,1,2,2,2,1,1,4,4,4,4,1,4,1
295,"CHICO ALENCAR","PSOL","RJ",1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,4,1,2,2,2,2,2,5,2,2,4,4,1,2,2,1,2,2,2,4,1,1,2,2,2,2,4,2,1,3,4,4,1,2,1,1,1,1,1,3,1,1,1,4,3,1,4,1,4,4,4,3,1,2,2,2,1,1,4,4,2,1,2,4,2
446,"CHICO DA PRINCESA","PL","PR",1,1,1,4,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,4,1,2,1,4,4,2,1,2,2,2,4,2,4,2,2,2,1,1,4,4,2,1,2,2,2,2,4,4,4,4,4,1,4,1,2,4,4,3,4,1,1,2,4,2,1,1,2,1,1,4,4,1,1,2,2,2,1,1,4,4,1,4,1,4,1
597,"CHICO SARDELLI","PV","SP",1,1,1,2,1,1,1,1,1,2,1,4,1,1,1,4,4,4,4,4,4,4,1,2,1,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"CIRO NOGUEIRA","PP","PI",1,1,4,4,4,1,1,4,4,2,1,4,2,1,4,1,4,2,3,4,4,1,1,2,2,4,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,5,4,2,4,4,4,4,1,1,2,4,4,4,1,4,1,1,4,2,4,1,2,2,2,4,4,4,4,4,1,1,4,4
186,"CLAUDIO CAJADO","PFL","BA",1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,4,2,1,1,1,1,1,1,1,2,1,5,5,5,4,5,1,1,1,1,1,5,1,2,2,2,4,1,2,4,5,1,2,4,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,2,5,1,2,2,2,1,1,4,4,1,1,1,4,1
620,"CLAUDIO DIAZ","PSDB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
339,"CLAUDIO MAGRAO","PPS","SP",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,5,5,4,4,1,2,1,2,1,1,2,2,1,4,4,1,2,2,1,2,4,2,1,5,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,4,4,4,1,1,2,4,4
608,"CLAUDIO RORATO","PMDB","PR",1,1,1,2,1,1,1,1,1,2,1,2,1,4,4,1,2,2,1,1,1,1,1,1,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"CLEONANCIO FONSECA","PP","SE",1,1,1,2,1,4,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,2,2,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,2,1,4,4,1,4,1,4,4,4,1,1,2,2,2,4,4,4,4,1,1,1,4,4
527,"CLEUBER CARNEIRO","PTB","MG",1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,1,4,1,1,1,1,1,2,1,1,2,4,1,4,4,2,2,4,2,1,4,4,4,4,1,4,2,4,4,2,2,4,4,2,4,4,1,4,1,1,2,4,2,NA,NA,NA,NA,4,1,4,4,4,4,4,1,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4
73,"CLOVIS FECURY","PFL","MA",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,4,4,4,4,1,2,2,4,1,4,2,4,4,4,4,4,4,4,4,4,4
184,"COLBERT MARTINS","PPS","BA",1,4,4,4,4,4,1,4,4,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,5,2,1,1,2,1,2,1,1,2,2,1,4,1,1,4,4,4,2,4,2,1,5,4,2,1,2,4,1,1,1,1,1,1,4,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,4,4,1,1,2,4,1
453,"COLOMBO","PT","PR",1,1,2,2,1,1,1,1,1,2,4,2,2,2,2,4,4,4,4,4,4,4,1,4,2,1,2,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,4,4,2,2,2,4,4,4,4,2,4,4,4,4,4,4,2,1,2,1,1,2,1,1,4,4,1,1,2,2,2,1,1,4,4,1,1,1,4,2
345,"CORAUCI SOBRINHO","PFL","SP",1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,2,4,2,1,4,1,2,1,2,1,4,4,4,4,1,1,1,1,2,4,1,2,1,1,2,2,5,4,4,4,4,4,4,4,4,1,1,1,4,2
187,"CORIOLANO SALES","PFL","BA",1,1,4,2,1,4,1,1,1,1,1,4,2,4,4,2,2,1,1,4,1,1,1,1,2,1,4,3,4,4,4,1,4,1,4,1,4,1,4,4,5,4,1,4,1,5,1,2,4,3,1,4,1,1,4,4,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"CORONEL ALVES","PL","AP",1,4,4,4,4,4,4,4,4,4,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,2,1,2,2,2,4,2,2,1,4,2,1,4,1,4,2,4,2,4,1,4,4,4,4,4,4,4,1,1,2,4,4,5,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
71,"COSTA FERREIRA","PSC","MA",1,4,4,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,4,2,2,4,4,4,4,4,2,2,4,2,2,1,1,1,4,2,4,2,4,2,4,4,2,2,2,5,2,1,1,4,2,1,4,1,1,1,2,1,2,1,1,2,1,1,4,2,1,4,4,4,4,1,1,4,4,4,4,1,4,1
228,"CUSTODIO MATTOS","PSDB","MG",1,1,1,2,1,2,1,1,4,2,1,2,1,1,1,1,2,3,1,1,1,1,1,2,1,2,4,5,5,5,5,1,1,1,1,1,5,1,2,5,5,4,1,4,4,4,1,4,4,4,1,4,1,2,1,2,1,1,1,1,4,1,1,1,1,2,1,1,2,1,1,4,4,1,1,2,4,2,1,1,4,4,1,1,2,4,4
188,"DANIEL ALMEIDA","PCdoB","BA",1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,4,1,4,1,1,1,1,1,1,1,4,2,2,1,2,2,2,5,2,2,2,4,4,2,1,1,4,4,4,2,2,2,4,4,4,4,4,4,2,5,1,4,1,4,4,1,1,1,1,1,2,1,1,4,4,1,4,2,1,4,4,2,4,4,4,4,4,1,1,2,4,2
229,"DANILO DE CASTRO","PSDB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"DARCI COELHO","PP","TO",1,1,1,2,1,4,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,4,4,2,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,2,1,4,4,4,1,4,2,1,4,2,2,2,1,1,4,4,1,4,1,4,1
491,"DARCISIO PERONDI","PMDB","RS",1,1,1,2,4,1,1,1,1,4,1,2,1,1,1,1,4,4,1,1,1,1,1,1,1,2,4,2,2,4,2,1,1,4,1,1,2,4,4,1,1,4,1,1,2,1,1,4,4,1,1,4,4,2,1,2,1,1,1,4,1,1,1,1,4,4,4,4,4,4,1,2,2,1,1,2,2,2,1,1,4,4,1,1,1,4,1
10,"DAVI ALCOLUMBRE","PFL","AP",4,1,4,4,4,2,1,1,1,1,2,2,1,4,1,4,4,1,1,1,1,1,4,1,1,4,5,4,5,4,5,1,1,4,4,4,4,4,2,2,4,4,4,2,5,4,1,4,4,1,1,2,4,4,4,2,4,4,1,4,1,4,4,4,4,2,1,1,2,1,1,2,2,5,4,4,4,2,4,4,4,4,4,4,4,4,1
297,"DELEY","PSC","RJ",1,1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,4,1,1,4,2,1,4,2,5,5,5,2,2,4,2,2,4,4,4,1,1,1,4,2,1,2,4,2,2,4,2,4,4,4,2,1,2,4,1,4,1,1,1,1,4,4,2,1,1,2,1,1,4,2,1,1,2,2,2,1,4,4,4,1,1,1,4,4
348,"DELFIM NETTO","PMDB","SP",1,4,4,4,4,4,1,4,4,1,1,2,1,1,1,1,4,2,1,1,1,4,1,1,1,4,2,2,1,4,2,1,4,4,4,4,2,4,4,4,1,4,4,4,4,4,4,2,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
342,"DEVANIR RIBEIRO","PT","SP",1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,4,4,2,1,2,2,2,5,2,2,2,2,2,1,1,4,4,2,1,2,4,2,4,4,2,2,2,5,2,5,1,2,4,4,4,5,1,1,2,1,2,1,1,2,1,1,2,2,1,1,4,2,2,1,1,4,4,4,4,4,4,1
444,"DILCEU SPERAFICO","PP","PR",4,1,4,2,1,1,1,1,4,2,1,2,2,1,2,1,1,4,1,1,1,1,4,1,2,4,2,2,2,2,2,2,4,2,2,4,2,2,1,4,1,4,2,4,2,2,1,2,4,2,2,4,4,2,4,1,2,4,4,1,5,1,1,2,4,2,1,1,2,1,1,2,2,4,4,4,4,4,4,1,4,4,1,1,1,4,1
346,"DIMAS RAMALHO","PPS","SP",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,1,1,1,2,2,5,4,4,4,4,2,1,4,4,1,2,4,1,4,4,1,4,2,1,4,4,2,1,4,4,2,1,2,4,1,1,4,4,1,1,1,1,2,4,1,2,1,1,2,4,4,4,2,2,2,4,1,4,4,4,4,4,4,NA
134,"DOMICIANO CABRAL","PSDB","PB",1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,4,4,4,1,1,1,1,1,2,2,2,4,5,5,4,4,1,4,4,4,4,4,4,2,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,1,2,1,4,4,2,1,1,4,2,4,1,4,4,4,4,4,4,4,1
