"id","name","party","state","vote.100000295","vote.100000296","vote.100000297","vote.100000298","vote.100000299","vote.100000300","vote.100000301","vote.100000302","vote.100000303","vote.100000304","vote.100000305","vote.100000306","vote.100000307","vote.100000308","vote.100000309","vote.100000310","vote.100000311","vote.100000312","vote.100000313","vote.100000314","vote.100000315","vote.100000316","vote.100000317","vote.100000318","vote.100000319","vote.100000320","vote.100000321","vote.100000643","vote.100000644","vote.100000645","vote.100000646","vote.100000647","vote.100000648","vote.100000649","vote.100000650","vote.100000651","vote.100000652","vote.100000653","vote.100000654","vote.100000655","vote.100000656","vote.100000657","vote.100000658","vote.100000659","vote.100000660","vote.100000661","vote.100000662","vote.100000663","vote.100000664","vote.100000665","vote.100000666","vote.100000667","vote.100000668","vote.100000669","vote.100000670","vote.100000671","vote.100000672","vote.100000673","vote.100000674","vote.100000675","vote.100000676","vote.100000677","vote.100000678","vote.100000679","vote.100000680","vote.100000681","vote.100000682","vote.100000683","vote.100000685","vote.100000686","vote.100000687","vote.100000688","vote.100000689","vote.100000746","vote.100000764"
580,"EDSON MENEZES SILVA","PCdoB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,1,2,1,1,2,2,NA,1,1,2,NA,1,1,2,NA,NA,3,NA,2,NA,2,NA,NA,2,2,2,1,NA,1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
90,"EDSON SILVA","PDT","CE",2,2,NA,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,1,NA,1,1,1,NA,1,1,2,1,1,NA,1,1,NA,1,1,1,1,1,2,NA,2,NA,2,2,2,1,NA,2,1,1,1,1,1,1,1,NA,1,1,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
340,"EDUARDO JORGE","PT","SP",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,NA,1,2,2,2,1,2,1,1,2,2,2,NA,1,2,1,1,1,2,1,1,2,1,2,NA,2,1,2,NA,2,2,NA,2,1,NA,2,1,2,2,1,2,NA,2,1,2,1,2
529,"EDUARDO MASCARENHAS","PSDB","RJ",2,2,NA,NA,1,1,2,2,2,2,2,2,1,2,1,1,NA,NA,1,1,1,1,2,2,1,1,1,NA,NA,2,NA,2,2,1,3,NA,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,2,NA,2,NA,1,1,NA,NA,1,1,2,2,1,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
72,"EDUARDO MATIAS","PP","MA",2,NA,NA,1,1,NA,1,2,2,2,2,2,1,1,NA,1,NA,1,2,NA,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,2,2,NA,1,NA,NA,1,2,2,NA,1,NA,NA,1,NA,NA,1
129,"EFRAIM MORAIS","PFL","PB",2,2,1,1,1,1,2,2,2,2,2,2,1,1,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,NA,1,2,1,NA,1,1,NA,NA,1,2,1,NA,NA,1,NA,1,1,2,NA,NA,NA,3,NA,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,NA,NA
241,"ELIAS MURAD","PSDB","MG",1,2,1,NA,1,1,2,2,3,2,2,2,1,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,2,1,1,2,NA,3,1,1,NA,NA,1,1,NA,1,1,2,2,NA,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,NA,NA,2,1,2,1,1,NA
515,"ELIEL RODRIGUES","PMDB","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,2,1,NA,NA,1,2,NA,2,NA,1,1,2,NA,NA,NA,2,NA,1,1,1,1,NA,1,1,1,1,2,2,1,1,NA,2,2,2,NA,NA,NA,NA,1,NA,2,1,1
515,"ELIEL RODRIGUES","PPR","PA",2,2,1,1,1,1,2,2,2,2,2,2,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"ELIO DALLA VECCHIA","PDT","PR",2,2,3,1,1,1,2,2,2,NA,NA,2,1,2,1,1,NA,1,NA,NA,1,NA,NA,2,2,2,3,1,NA,2,1,NA,2,1,1,NA,1,NA,2,2,NA,1,NA,2,1,1,2,1,NA,NA,NA,2,1,1,1,1,1,2,2,3,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1
421,"ELISIO CURVO","PTB","MS",2,2,1,1,1,1,2,2,2,2,2,2,2,NA,1,NA,1,1,2,1,1,NA,NA,2,1,NA,1,NA,1,NA,NA,NA,2,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,2,2,NA,1,NA,NA,2,1,NA,NA,1,NA,1,NA,NA,1,1
185,"ERALDO TINOCO","PFL","BA",2,NA,NA,1,2,2,2,2,2,2,2,NA,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,NA,2,3,NA,2,1,NA,1,1,2,1,NA,NA,1,1,2,NA,NA,NA,2,NA,1,1,2,2,2,NA,2,3,NA,NA,NA,NA,1,NA,2,2,2,2,2,1,NA,1,NA,1,1,1
10,"ERALDO TRINDADE","PPR","AP",NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,2,2,2,2,1,1,3,1,2,NA,NA,2,1,NA,NA,1,NA,1,1,NA,2,NA,3,1,2,NA,1,NA,2,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,1,1,2,1,1
91,"ERNANI VIANA","PP","CE",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,NA,1,NA,NA,NA,1,NA,2,2,1,1,NA,2,2,2,NA,1,NA,1,1,1,NA,1,1,1,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA
341,"ERNESTO GRADELLA","PSTU","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,1,3,2,3,1,2,2,3,NA,1,2,2,1,1,2,1,1,2,1,2,2,2,NA,2,2,2,2,1,2,1,1,2,1,2,NA,NA,2,NA,3,1,2,NA,2
341,"ERNESTO GRADELLA",NA,"SP",2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,3,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"ETEVALDA GRASSI DE MENEZES","PTB","ES",2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,NA,3,2,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,1,2,NA,1,NA,NA,NA,1,1,NA,1,1,1,1,2,2,NA,1,NA,1,NA,1,NA,NA,1,2,2,1,2,NA,1
92,"ETEVALDO NOGUEIRA","PFL","CE",2,NA,1,NA,1,1,2,2,NA,NA,NA,2,NA,1,1,2,1,3,2,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,2,1,1,NA,1,1,1,3,NA,2,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
343,"EUCLYDES MELLO","PRN","SP",2,2,1,1,1,1,2,2,2,2,NA,NA,NA,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,NA,2,2,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA
38,"EULER RIBEIRO","PMDB","AM",NA,NA,NA,NA,1,1,2,2,2,2,NA,NA,1,1,1,1,NA,1,1,1,NA,1,2,1,1,1,1,NA,NA,NA,2,2,2,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,1,1,NA,2,1,NA,1,1,1,NA,1,1,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA
506,"EURIDES BRITO","PP","DF",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"EVALDO GONCALVES","PFL","PB",2,2,1,NA,1,1,2,2,2,2,2,2,1,1,NA,2,1,NA,2,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,NA,1,NA,2,1,1
176,"EVARALDO DE OLIVEIRA","PFL","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,1,2,2,2,1,1,1,NA,1,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,1,1,NA,NA,NA,NA,NA
39,"EZIO FERREIRA","PFL","AM",2,2,NA,1,1,1,2,2,2,2,2,2,2,1,1,2,NA,NA,1,1,1,1,2,1,1,1,1,NA,1,NA,1,1,NA,NA,2,NA,1,2,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,1,1,2,1,NA,NA,1,2,2,2,2,NA,NA,1,1,NA,NA,1
344,"FABIO FELDMANN","PSDB","SP",2,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,NA,NA,1,2,NA,NA,1,2,NA,NA,2,1,2,NA,NA,NA,NA,1,1,2,2,NA,1,1,1,1,NA,1,1,1,2,2,1,2,NA,NA,1,2,2,1,2,NA,NA,NA,NA,NA,1,NA
345,"FABIO MEIRELLES","PPR","SP",2,2,1,1,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,2,1,NA,1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA
291,"FABIO RAUNHEITTI","PTB","RJ",1,NA,1,NA,1,1,2,2,2,2,2,2,2,NA,1,2,NA,NA,1,NA,1,1,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,1,NA,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,1
11,"FATIMA PELAES","PFL","AP",NA,2,1,1,1,1,2,2,2,2,NA,NA,NA,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,1,1,NA,NA,NA,2,1,NA,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,2,NA,1,1,NA,1,2,2,2,1,NA,NA,2,2,2,2,1,2,1,NA,2,1,1
346,"FAUSTO ROCHA","PL","SP",NA,NA,NA,NA,2,2,2,1,2,2,2,2,2,1,1,2,NA,NA,2,2,2,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"FELIPE MENDES","PFL","PI",2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"FELIPE MENDES","PPR","PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,2,NA,1,NA,NA,1,NA,NA,NA,1,1,2,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,2,1,1,2,NA,2,2,NA,2,1,NA,NA,NA,2,NA,1
229,"FELIPE NERI","PMDB","MG",2,2,1,1,1,1,2,2,2,NA,2,2,1,1,1,2,2,NA,1,1,1,1,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,2,1,NA,1,1,1,2,NA,1,NA,NA,NA,2,2,2,2,1,NA,1,NA,NA,1,1
186,"FELIX MENDONCA","PTB","BA",2,NA,NA,NA,2,2,2,NA,2,2,2,2,2,1,1,2,NA,NA,2,2,2,2,2,1,1,1,1,2,1,NA,NA,NA,1,1,2,1,1,2,1,1,NA,NA,1,1,1,2,NA,1,NA,NA,NA,2,2,NA,NA,2,3,NA,2,2,NA,1,2,NA,2,2,2,2,1,2,3,NA,NA,1,1
578,"FERES NADER","PSC","RJ",NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,1,1,2,NA,NA,1,NA,1,1,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"FERNANDO CARRION","PPR","RS",2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,NA,2,1,1,1,1,NA,NA,NA,2,1,NA,2,NA,1,NA,1,2,NA,NA,NA,NA,NA,2,1,2,1,1,1,1,2,2,1,1,NA,2,2,2,NA,NA,1,NA,1,NA,NA,1,1
230,"FERNANDO DINIZ","PMDB","MG",2,2,NA,NA,1,1,2,2,2,NA,NA,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,NA,1,1,2,NA,1,1,NA,NA,NA,2,NA,1,2,1,1,2,NA,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,2,2,NA,1,NA,1,2,2,2,1,1,NA,1,NA,2,1,1
119,"FERNANDO FREIRE","PPR","RN",2,NA,1,2,2,2,2,2,2,NA,2,2,2,1,NA,NA,NA,NA,2,2,2,2,NA,1,2,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2,1,1
551,"FERNANDO LYRA","PSB","PE",2,NA,1,NA,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,2,1,2,1,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1
476,"FETTER JUNIOR","PPR","RS",2,2,1,1,2,2,2,1,2,2,2,NA,NA,1,1,2,NA,2,2,2,2,2,NA,1,2,1,1,NA,1,2,1,NA,1,1,1,1,1,2,1,NA,NA,NA,1,2,1,2,NA,2,NA,1,NA,2,2,2,2,2,1,NA,NA,NA,NA,1,NA,2,NA,2,2,2,1,NA,1,3,3,1,1
439,"FLAVIO ARNS","PSDB","PR",2,2,1,1,1,1,2,2,2,2,2,2,1,2,NA,1,1,NA,1,1,1,1,2,1,1,2,1,NA,1,1,2,2,2,1,2,NA,NA,2,NA,2,NA,NA,NA,1,1,1,2,2,1,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,NA,2,1,2,2,2,2,NA,2,1,1,2,NA,2
422,"FLAVIO DERZI","PP","MS",2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,1,2,2,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,2,NA,NA,1,NA,1,1,1,NA,1,1,1,1,NA,2,NA,1,2,2,NA,NA,2,NA,1,NA,NA,NA,2,1,1
294,"FLAVIO PALMIER DA VEIGA","PSDB","RJ",2,2,1,1,1,1,2,2,NA,2,2,2,2,1,1,1,NA,3,2,1,1,1,2,NA,NA,1,1,NA,1,2,2,2,2,1,NA,1,1,NA,3,3,2,1,1,NA,1,1,2,2,NA,1,1,1,1,1,1,1,1,1,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
120,"FLAVIO ROCHA","PL","RN",1,NA,NA,NA,2,1,2,NA,2,NA,2,2,NA,NA,1,2,NA,NA,2,2,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,1,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
347,"FLORESTAN FERNANDES","PT","SP",2,2,NA,1,1,1,1,2,2,2,2,2,1,2,2,1,1,NA,1,1,1,1,NA,NA,1,2,2,1,NA,1,2,3,2,1,NA,NA,NA,NA,2,2,NA,1,NA,1,1,1,2,1,NA,2,1,NA,NA,NA,1,2,2,2,NA,NA,NA,1,NA,NA,NA,1,2,1,1,NA,2,NA,2,1,1
74,"FRANCISCO COELHO","PFL","MA",2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
53,"FRANCISCO DIOGENES","PMDB","AC",2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,2,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"FRANCISCO DIOGENES","PPR","AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
295,"FRANCISCO DORNELLES","PPR","RJ",NA,NA,NA,1,1,1,2,1,2,2,2,2,2,NA,NA,2,1,NA,NA,1,1,2,NA,1,1,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,NA,NA,2,2,2,1,1,NA,NA,1,2,NA,1
131,"FRANCISCO EVANGELISTA","PPR","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA
131,"FRANCISCO EVANGELISTA",NA,"PB",2,2,1,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,1,2,2,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"FRANCISCO RODRIGUES","PTB","RR",NA,NA,NA,1,2,1,2,2,2,2,2,2,1,NA,NA,2,NA,NA,1,1,2,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,1,NA,1,NA,2,1,2,NA,NA,1,NA,1,2,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,2,2,1,1,NA,2,NA,NA,1,2,1,NA,NA,NA,2,1,NA
312,"FRANCISCO SILVA","PP","RJ",3,2,1,NA,1,1,2,3,2,NA,2,2,1,1,1,2,NA,NA,2,1,1,2,2,1,1,1,1,NA,1,2,2,NA,1,1,2,NA,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,2,2,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,1
62,"FREIRE JUNIOR","PMDB","TO",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
348,"GASTONE RIGHI","PTB","SP",1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,NA,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,1,2,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,2,NA,1,2,1,NA,1,1,NA,1,NA
188,"GEDDEL VIEIRA LIMA","PMDB","BA",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2,1,1,NA,1,2,NA,NA,NA,1,NA,NA,1,1,NA,2,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,1,3,3,1,NA,2,1,NA
189,"GENEBALDO CORREIA","PMDB","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,NA,1,1,NA,1,1,2,NA,NA,NA,1,NA,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,NA,1,2,2,2,1,NA,NA,1,NA,2,NA,NA
189,"GENEBALDO CORREIA","PPR","BA",2,2,1,1,1,1,2,2,2,2,2,2,1,1,NA,3,2,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"GENESIO BERNARDINO","PMDB","MG",NA,NA,1,1,1,1,NA,2,2,2,2,2,1,1,NA,2,2,1,1,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,1,1,1,3,2,NA,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,NA,1,2,2,2,2,NA,NA,1,1,2,1,1
423,"GEORGE TAKIMOTO","PFL","MS",NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,1,NA,2,NA,2,2,1,1,1,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,NA,1,2,2,2,NA,NA,1,2,2,2,NA,1,NA,NA,2,NA,1,1
349,"GERALDO ALCKMIN FILHO","PSDB","SP",2,2,1,1,1,1,2,2,2,NA,2,2,1,1,1,1,1,NA,1,1,1,1,NA,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,NA,1,NA,1,1,1,2,2,1,1,1,1,NA,1,1,1,1,NA,2,1,2,1,NA,1,2,2,2,2,NA,2,1,2,1,1,1
489,"GERMANO RIGOTTO","PMDB","RS",2,2,1,1,1,1,2,2,NA,NA,NA,NA,1,NA,1,2,2,NA,1,1,1,1,NA,1,1,NA,1,NA,1,1,2,2,2,1,NA,NA,3,2,1,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,1,1,1,2,2,1,1,2,1,NA,2,2,NA,1,2,1,1,2,NA,1
20,"GERSON PERES","PPR","PA",NA,NA,NA,1,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,2,2,2,2,1,NA,1,1,1,1,1,1,NA,NA,NA,2,1,1,1,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,1,1,2,2,NA,NA,1,NA,1,1,1,2,1,1,2,NA,2,2,2,1,NA,2,NA,NA,2,NA,NA
232,"GETULIO NEIVA","PL","MG",3,3,3,1,1,1,2,2,2,NA,NA,NA,1,NA,1,2,1,NA,1,1,1,1,2,1,NA,NA,1,NA,1,2,3,3,NA,NA,2,NA,1,2,2,2,2,NA,NA,3,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,NA,2,2,2,2,2,1,NA,NA,NA,2,NA,1
141,"GILSON MACHADO","PFL","PE",NA,NA,NA,NA,2,2,2,1,2,NA,2,NA,2,1,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,2,NA,NA,1,NA,NA
12,"GILVAN BORGES","PMDB","AP",2,2,1,1,1,1,2,2,2,NA,NA,2,1,1,1,1,2,1,NA,NA,1,1,NA,2,1,2,1,NA,2,NA,1,NA,1,1,1,NA,1,NA,NA,NA,2,NA,1,1,1,NA,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA
