"id","name","party","state","vote.2026","vote.2027","vote.2028","vote.2029","vote.2030","vote.2031","vote.2032","vote.2033","vote.2034","vote.2035","vote.2036","vote.2037","vote.2038","vote.2039","vote.2065","vote.2161","vote.2162","vote.2164","vote.2165","vote.2166","vote.2167","vote.2168","vote.2169","vote.2170","vote.2171","vote.2172","vote.2173","vote.2174","vote.2176","vote.2177","vote.2178","vote.2179","vote.2181","vote.2182","vote.2183","vote.2184","vote.2185","vote.2186","vote.2187","vote.2188","vote.2189","vote.2190","vote.2191","vote.2192","vote.2193","vote.2194","vote.2195","vote.2196","vote.2197","vote.2198","vote.2199","vote.2201","vote.2202","vote.2203","vote.2204","vote.2205","vote.2206","vote.2207","vote.2208","vote.2209","vote.2248","vote.2249","vote.2250","vote.2251","vote.2252","vote.2263","vote.2264","vote.2265","vote.2266","vote.2267","vote.2268","vote.2270","vote.2271","vote.2272","vote.2273","vote.2274","vote.2275","vote.2276","vote.2277","vote.2278","vote.2280","vote.2282","vote.2283","vote.2284","vote.2285","vote.2286","vote.2287","vote.2288","vote.2289","vote.2290","vote.2291","vote.2293","vote.2294","vote.2295","vote.2296","vote.2297","vote.2298","vote.2299","vote.2301"
568,"DAMIAO FELICIANO","PMDB","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,"DAMIAO FELICIANO","PP","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"DANIEL ALMEIDA","PCdoB","BA",1,4,2,4,2,2,1,1,2,1,4,2,2,2,1,2,1,1,2,2,1,4,4,4,4,2,4,1,1,4,1,2,1,1,1,1,1,1,1,4,1,2,1,4,2,4,2,2,2,4,4,4,2,2,2,2,1,2,4,1,4,1,1,1,1,2,2,4,2,2,2,4,4,4,2,2,2,2,4,2,2,4,2,4,4,1,2,4,1,2,2,2,4,1,1,2,1,5,2
229,"DANILO DE CASTRO","PSDB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"DARCI COELHO","PFL","TO",1,4,2,4,4,2,1,4,4,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"DARCI COELHO","PP","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,5,4,4,5,4,5,4,2,1,1,2,1,2,1,1,1,1,1,1,1,4,4,1,1,1,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,4,1,1,2,2,4,2,2,2,2,4,2,2,2,5,4,4,4,2,4,2,4,2,1,2,2,1,2,2,4,4,1,1,1,1,5,2
491,"DARCISIO PERONDI","PMDB","RS",1,1,2,4,2,2,2,1,4,2,4,2,4,1,1,1,4,5,4,5,4,4,4,4,5,1,4,2,5,1,4,2,1,4,1,2,4,4,4,2,1,2,1,1,2,4,2,1,1,4,4,4,4,4,3,4,3,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,4,5,5,4,4,4,4,4,4,4,2,1,2,4,4,2,2,1,4,4,4,2,1,5,1
10,"DAVI ALCOLUMBRE","PDT","AP",1,4,2,1,4,4,4,4,2,1,4,4,2,2,4,4,4,1,2,4,4,2,2,2,2,2,4,4,2,4,2,2,4,4,1,2,4,1,1,2,1,1,1,1,4,4,2,1,1,4,2,4,4,4,4,4,4,4,4,4,2,1,4,1,1,2,5,4,4,4,4,2,2,2,2,2,4,4,4,4,2,4,2,4,2,4,4,2,1,4,4,4,4,4,1,4,4,4,4
297,"DELEY","PV","RJ",1,2,4,4,2,2,4,1,2,1,2,4,2,2,4,2,1,1,2,2,1,4,2,2,2,4,2,1,2,4,2,2,4,1,4,2,1,1,1,4,1,1,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,1,4,2,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,2,4,2,4,1,2,2,2,4,1,1,4,1,4,4
348,"DELFIM NETTO","PP","SP",4,4,4,4,4,2,4,1,2,1,2,4,4,4,1,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,2,2,1,4,1,4,4,2,2,2,2,2,2,2,4,2,2,4,2,2,4,4,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,1,4,4,2,5,1,1,1,2,4,4
558,"DERVAL DE PAIVA","PMDB","TO",1,1,2,4,2,2,1,1,2,1,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"DEVANIR RIBEIRO","PT","SP",1,1,2,4,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,4,2,1,1,2,1,2,1,1,4,1,1,1,1,2,1,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,2,2,1,4,2,2,2,1,1,1,1,5,2
444,"DILCEU SPERAFICO","PP","PR",1,1,2,1,4,4,4,4,4,4,4,4,2,1,1,4,5,3,5,5,4,5,4,5,4,2,2,1,1,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,2,2,2,2,4,2,2,4,2,1,2,1,4,2,1,4,1,2,4,4,4,2,2,4,2,2,2,2,2,4,4,4,4,2,2,2,1,2,1,2,4,1,2,2,2,4,1,1,1,1,4,2
346,"DIMAS RAMALHO","PPS","SP",1,1,2,4,2,2,1,4,2,1,2,2,2,1,1,4,1,1,2,2,1,2,2,2,2,4,4,1,1,2,1,2,4,1,1,1,1,1,1,4,1,1,1,4,2,4,4,2,2,2,4,2,2,5,2,2,1,2,2,1,4,1,1,1,1,2,2,5,4,2,2,2,2,2,5,5,4,2,4,2,2,2,2,1,2,1,2,2,1,4,4,2,4,1,1,4,4,4,2
134,"DOMICIANO CABRAL","PSDB","PB",1,1,2,4,4,2,1,1,2,1,4,4,4,4,1,2,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,1,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,4,1,4,1,1,1,1,2,2,2,4,4,4,2,4,2,2,4,5,5,4,4,4,4,4,1,4,1,2,2,1,4,4,2,4,1,5,1,2,2,2
12,"DR  BENEDITO DIAS","PP","AP",1,1,2,1,4,2,1,1,2,1,4,4,4,4,1,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,2,2,1,1,4,4,4,4,4,4,4,2,1,4,2,2,2,1,4,1,1,2,4,1,1,4,3,4,4,4,2,2,2,4,2,2,2,4,4,4,4,4,4,2,4,4,1,2,4,1,2,2,5,4,1,4,1,2,4,4
356,"DR  EVILASIO","PSB","SP",1,1,2,4,4,2,4,1,4,1,2,4,2,2,4,4,1,4,2,2,1,2,2,2,2,2,2,1,1,4,4,4,1,1,1,1,1,1,2,4,1,1,2,1,4,4,2,2,2,2,2,2,4,2,2,4,1,4,2,1,2,1,4,4,4,4,4,4,4,2,4,2,2,2,2,2,4,4,4,4,2,4,2,1,4,4,2,2,1,4,2,2,4,1,1,2,1,4,2
227,"DR  FRANCISCO GONCALVES","PTB","MG",1,1,2,4,2,4,1,1,2,1,2,4,2,2,1,2,1,1,2,2,4,2,2,2,2,2,2,1,1,2,1,2,1,4,4,4,4,4,4,2,1,1,1,1,2,4,2,2,2,2,2,2,2,2,4,2,1,2,4,1,4,4,4,4,4,2,4,4,4,3,2,4,4,4,2,2,4,3,4,4,4,4,4,4,2,4,2,2,1,4,2,2,4,1,1,1,1,4,1
294,"DR  HELENO","PP","RJ",1,1,2,4,4,2,4,1,2,1,4,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,2,1,1,2,4,2,1,4,4,1,1,1,1,4,1,1,1,4,2,4,2,2,4,4,2,1,2,2,2,2,1,2,1,1,2,1,4,1,1,4,4,4,4,4,2,2,4,2,2,2,2,4,4,4,2,4,2,1,4,1,2,2,1,2,4,4,4,4,4,4,4,4,4
358,"DR  HELIO","PDT","SP",1,1,2,4,2,4,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,4,1,2,2,2,2,1,4,1,4,4,4,4,2,1,2,4,4,2,4,2,1,1,2,4,1,4,4,4,4,4,4,4,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4
349,"DR  PINOTTI","PFL","SP",4,5,5,4,4,4,5,4,4,4,5,2,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,5,5,4,5,4,1,4,4,2,1,4,4,1,1,4,5,5,4,4,1,1,4,4,1,4,5,5,4,5,5,1,1,1,1,1,1,1,4,5,5,4,4,4,4,4,4,5,5,5,5,4,5,4,5,5,4,4,5,4,4,2,4,4,5,4,4,4,4,4,4,4
74,"DR  RIBAMAR ALVES","PSB","MA",1,4,2,4,4,4,4,4,4,4,2,4,4,2,1,2,1,1,2,4,1,2,2,4,4,2,2,1,1,4,1,4,2,4,1,1,1,1,1,4,4,4,1,4,4,4,2,2,2,4,4,2,2,2,2,4,1,2,2,4,2,1,1,1,1,2,2,2,4,4,4,2,2,2,2,2,4,4,4,2,2,4,2,1,2,1,4,2,1,4,4,4,4,4,4,4,4,4,4
2,"DR  RODOLFO PEREIRA","PDT","RR",1,1,2,4,2,2,1,4,4,1,2,2,2,2,4,2,1,1,2,4,1,2,4,4,2,2,4,4,2,2,2,4,1,4,4,1,4,1,1,2,1,1,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,2,1,1,2,1,1,1,1,4,4,4,2,4,4,2,2,2,2,2,2,4,2,2,2,4,4,1,2,1,4,2,1,4,2,4,4,1,4,2,1,4,2
449,"DR  ROSINHA","PT","PR",4,4,2,4,2,2,4,1,2,1,2,2,2,2,1,4,1,1,2,2,1,4,4,4,4,4,2,1,1,2,1,2,4,4,4,4,4,4,4,4,1,1,4,1,2,4,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,1,2,2,2,2,2,2,4,4,4,4,4,4,4
460,"DRA  CLAIR","PT","PR",1,1,3,1,4,2,1,1,2,1,4,4,4,4,4,2,1,1,2,2,1,2,2,2,4,4,2,1,3,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,2,4,4,1,1,2,2,1,2,2,2,2,1,2,2,1,4,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,1,2,1,5,2
350,"DURVAL ORLATO","PT","SP",1,1,4,4,2,2,1,4,2,1,2,2,4,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,2,2,4,2,2,2,1,2,4,1,2,1,1,1,1,4,2,2,4,4,4,2,2,2,2,2,4,2,4,2,2,4,2,1,2,1,4,2,1,2,2,2,2,1,4,1,1,5,2
544,"EDISON ANDRINO","PMDB","SC",1,1,2,1,4,2,1,1,2,1,2,1,4,2,1,2,1,1,2,2,1,2,4,2,2,2,2,1,1,4,2,4,1,1,1,1,4,1,1,4,4,4,1,1,2,4,2,1,1,4,2,1,2,2,3,2,1,2,1,4,4,1,4,1,1,2,2,2,2,4,4,2,2,2,4,4,4,3,5,4,2,4,2,1,2,1,2,4,1,2,2,4,4,4,4,4,4,4,4
231,"EDMAR MOREIRA","PL","MG",1,1,2,4,2,4,1,1,2,1,2,4,2,2,4,2,1,1,2,4,4,2,2,4,4,2,2,1,1,4,1,4,4,1,1,1,4,4,4,4,1,1,4,1,4,4,4,2,4,4,2,2,4,4,4,2,4,4,2,1,2,1,1,1,1,1,4,5,4,4,4,2,2,2,2,2,4,4,4,4,2,4,4,4,2,4,2,2,1,2,2,4,4,4,4,4,4,4,4
351,"EDNA MACEDO","PTB","SP",1,1,4,4,4,4,4,4,4,4,2,2,4,2,1,4,1,1,2,2,4,2,2,2,2,2,2,1,2,2,2,2,1,4,4,1,1,1,1,2,1,1,1,4,4,4,2,2,4,4,4,2,2,2,2,2,1,2,4,1,2,4,1,1,1,2,3,3,4,4,4,2,4,2,2,2,2,4,4,5,2,4,2,4,2,1,4,2,1,2,2,2,4,1,1,1,1,4,1
189,"EDSON DUARTE","PV","BA",1,2,4,4,2,2,4,1,4,1,2,5,4,4,4,4,1,1,2,4,4,4,2,2,2,2,2,1,2,4,2,2,4,1,4,4,1,1,1,4,1,1,1,1,2,4,2,2,2,4,4,4,4,2,2,2,4,4,4,1,2,1,1,1,1,4,2,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,1,2,1,2,2,1,2,4,2,2,4,4,4,4,4,1
298,"EDSON EZEQUIEL","PMDB","RJ",1,1,2,4,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,2,1,3,3,1,2,4,2,1,1,2,5,1,2,2,5,2,1,2,1,1,1,1,1,1,1,2,5,5,2,4,4,2,2,2,5,5,4,5,4,5,4,4,4,4,4,2,1,5,2,5,2,5,5,1,2,2,1,2,1
230,"EDUARDO BARBOSA","PSDB","MG",5,5,1,4,4,5,5,5,5,5,4,4,4,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,1,1,2,1,1,1,1,1,2,1,4,5,4,5,1,1,5,1,1,5,5,5,4,5,5,1,1,1,1,1,1,1,5,5,5,4,2,2,4,2,5,5,5,5,5,4,4,5,5,4,2,5,5,5,5,2,5,5,5,4,1,2,1,2,2,2
140,"EDUARDO CAMPOS","PSB","PE",4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"EDUARDO CUNHA","PMDB","RJ",1,1,2,4,2,2,1,1,2,4,2,4,2,2,1,5,4,5,5,5,5,4,4,5,4,4,5,2,5,5,2,5,4,3,1,2,2,1,1,2,1,2,1,5,5,4,5,1,1,5,5,1,4,4,5,5,5,4,1,4,4,4,4,4,4,5,5,4,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,2,2,2,4,5,4,4,4,1,2,2,4,4,1
60,"EDUARDO GOMES","PSDB","TO",4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,5,4,4,4,4,4,2,1,1,2,1,1,1,4,4,4,1,5,5,4,4,4,4,4,1,1,4,4,5,4,5,5,1,1,4,1,4,1,1,5,4,4,4,4,2,5,2,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,1,2,1,2,4,2
307,"EDUARDO PAES","PSDB","RJ",5,5,4,4,5,5,4,5,4,5,5,1,4,1,1,1,5,4,4,5,5,4,4,4,4,5,5,4,4,4,5,5,2,1,1,2,4,1,2,1,1,2,2,4,5,4,5,1,1,4,1,1,4,5,4,5,4,5,4,1,4,4,4,4,4,5,5,5,1,4,2,4,2,5,5,4,4,5,5,5,5,4,4,2,5,2,4,5,2,4,5,5,4,1,4,1,2,2,1
461,"EDUARDO SCIARRA","PFL","PR",5,1,4,4,4,4,5,2,4,5,5,4,5,1,1,4,4,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,4,4,4,2,2,1,1,4,1,1,1,5,4,4,5,1,1,5,5,1,5,5,5,5,5,5,1,1,1,1,1,1,3,5,5,5,5,4,5,4,4,4,4,5,4,5,4,4,2,5,5,2,4,5,4,4,2,5,4,5,4,4,1,4,4,2,1
14,"EDUARDO SEABRA","PTB","AP",1,1,2,4,2,2,1,4,2,4,2,2,2,2,1,4,1,1,2,2,4,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,5,4,2,2,4,2,4,2,2,2,4,4,4,2,4,2,1,2,1,2,2,1,2,2,2,4,1,1,1,1,4,1
48,"EDUARDO VALVERDE","PT","RO",1,1,2,1,4,2,4,1,2,1,4,4,2,2,4,2,1,1,2,2,4,2,4,2,2,2,2,1,1,4,1,2,1,1,4,4,1,1,3,4,4,4,2,1,4,4,2,2,2,2,2,2,2,2,2,2,4,2,4,1,4,4,4,4,4,4,2,4,2,2,4,4,4,2,2,2,4,4,4,2,4,4,4,4,2,1,2,2,1,2,2,4,4,1,1,2,1,5,2
560,"EDVALDO BAIAO","PT","MG",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"ELAINE COSTA","PTB","RJ",1,1,4,4,2,2,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,2,2,4,1,2,1,2,1,4,4,4,4,4,4,2,1,1,1,1,2,4,2,2,2,2,4,2,4,2,2,4,1,4,2,1,4,1,4,4,1,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,2,2,4,2,4,2,2,1,4,2,2,4,4,1,1,1,4,1
352,"ELIMAR MAXIMO DAMASCENO","PRONA","SP",5,2,1,5,5,4,4,2,1,2,5,5,1,1,4,4,4,4,5,5,5,1,4,5,5,5,5,5,5,5,5,5,2,4,1,2,2,2,1,1,1,1,1,5,5,4,5,1,1,5,4,1,5,5,5,4,5,5,1,2,4,2,2,2,3,5,5,1,5,5,5,5,5,4,5,5,4,1,4,5,5,4,5,2,5,5,5,4,2,5,5,5,5,1,2,1,2,4,1
552,"ELISEU MOURA","PP","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,4,4,4,3,4,2,1,1,4,4,2,1,4,1,1,1,1,1,2,4,3,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,4,1,2,4,1,1,4,4,4,4,2,4,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"ELISEU PADILHA","PMDB","RS",1,1,2,4,2,1,2,2,1,2,2,4,4,1,4,4,4,4,4,4,4,1,5,5,5,4,5,4,2,5,2,5,5,4,4,4,4,4,4,4,1,2,1,5,4,5,5,1,1,5,4,1,4,3,5,5,5,5,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,2,5,4,5,4,2,4,5,4,4,3,2,4,4,4,1
232,"ELISEU RESENDE","PFL","MG",5,5,4,4,4,5,4,5,5,5,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,5,5,4,4,5,5,2,1,1,2,2,1,1,4,1,1,1,5,4,4,4,1,1,5,5,1,4,4,5,4,4,5,1,1,1,4,1,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,5,4,4,1,1,2,2,1
353,"ENEAS","PRONA","SP",5,2,1,5,4,4,4,2,1,2,4,4,1,1,5,4,4,5,5,4,5,1,5,5,4,4,5,5,5,5,5,5,4,1,1,2,2,2,1,4,1,1,1,4,5,4,5,1,1,5,4,1,4,4,4,4,5,4,4,2,4,4,2,2,3,5,5,4,4,5,5,4,4,4,5,5,4,1,4,5,4,5,5,2,4,5,5,5,2,5,4,4,4,4,4,4,4,4,1
493,"ENIO BACCI","PDT","RS",1,1,4,4,2,2,1,1,2,1,2,4,4,2,4,4,1,1,4,2,1,3,2,2,2,4,2,5,4,4,2,4,4,4,4,4,4,4,4,4,1,2,1,1,4,4,2,1,1,4,2,4,4,4,4,4,4,4,4,4,1,1,1,2,1,4,4,4,2,2,2,2,2,2,4,2,2,2,4,4,4,2,2,4,2,2,4,4,4,2,2,2,5,1,1,2,1,2,1
517,"ENIO TATICO","PTB","GO",4,4,2,4,2,4,4,1,4,4,2,4,4,4,1,2,1,1,2,2,4,2,2,2,2,2,2,1,2,2,1,2,4,4,4,4,4,4,4,2,1,1,1,4,4,4,2,2,2,4,4,1,2,2,4,4,1,4,2,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,5,4,4,5,1,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4
132,"ENIVALDO RIBEIRO","PP","PB",1,1,2,1,2,2,1,1,4,1,4,2,2,2,1,4,3,5,5,5,5,5,4,4,4,2,2,4,4,4,4,4,1,1,1,1,1,1,1,4,1,1,1,1,2,4,4,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,2,4,1,2,4,5,5,1,1,1,1,4,2
496,"ERICO RIBEIRO","PP","RS",1,1,2,5,2,2,1,4,4,4,2,1,1,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,4,1,1,2,1,1,1,1,5,4,2,2,1,2,4,2,2,2,2,2,1,2,1,1,2,1,1,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,2,2,2,2,1,2,2,5,4,1,1,1,2,4,4
95,"EUNICIO OLIVEIRA","PMDB","CE",4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"FABIO SOUTO","PFL","BA",5,1,4,4,5,4,5,5,5,4,5,4,5,1,5,5,5,5,4,5,5,4,5,4,5,4,4,4,4,5,4,5,4,1,1,2,2,1,1,4,1,1,1,4,4,4,5,1,1,5,4,1,5,4,5,4,5,5,1,4,4,1,1,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,4,5,5,5,2,4,4,4,4,1,1,1,4,2,1
121,"FATIMA BEZERRA","PT","RN",1,1,2,4,4,4,1,1,2,1,2,4,4,2,1,4,4,4,2,2,1,2,2,2,4,4,2,1,1,2,4,2,4,1,1,1,1,1,1,4,1,1,1,1,4,4,2,2,2,4,2,2,2,4,2,2,1,4,4,1,2,4,4,1,1,4,4,4,4,4,4,2,4,2,2,4,4,2,4,2,2,4,4,4,2,1,2,2,2,2,4,2,4,1,1,1,4,4,2
191,"FELIX MENDONCA","PFL","BA",4,4,5,4,5,5,5,5,4,4,5,4,4,1,5,5,5,4,5,5,5,5,4,4,4,4,4,5,5,4,1,5,4,4,4,2,4,1,1,1,1,1,1,5,5,4,5,1,1,4,4,1,5,4,4,4,4,5,1,1,1,4,1,1,3,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,5,4,5,2,4,5,5,5,2,5,5,4,5,4,1,1,4,5,1
478,"FERNANDO CORUJA","PPS","SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,2,2,2,2,1,2,1,2,2,1,2,1,4,2,1,1,1,1,2,2,2,4,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,2
194,"FERNANDO DE FABINHO","PFL","BA",4,4,4,4,5,5,5,4,4,4,5,4,4,1,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,1,4,4,4,1,2,4,1,1,1,1,1,1,5,5,4,5,1,1,5,5,1,5,4,5,4,5,4,4,1,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,5,5,5,4,5,2,5,4,5,5,2,4,4,5,5,1,4,1,4,2,1
233,"FERNANDO DINIZ","PMDB","MG",4,1,2,4,2,4,1,4,2,1,4,2,2,2,1,2,1,4,4,2,1,2,4,4,2,4,2,1,4,4,1,2,4,1,1,1,1,1,1,4,1,2,1,1,4,4,4,2,2,4,4,2,4,4,4,4,4,4,1,4,4,1,1,1,1,2,4,4,4,4,2,3,5,4,5,4,4,4,4,4,2,4,4,1,2,1,2,2,1,4,2,4,4,1,2,1,4,4,2
